,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Imrul Kayes,280734,Kyle Mills,37740,"Mills to Imrul Kayes, 1 run on the pads, flicked away to open the Bangladeshi account",1st innings,Shahriar Nafees,56153,,,0.1,run,1,1,1/0,"Mills to Imrul Kayes, 1 run",,"on the pads, flicked away to open the Bangladeshi account",0
1,2,Shahriar Nafees,56153,Kyle Mills,37740,"Mills to Shahriar Nafees, OUT what a fall from grace!! Run-a-ball 73 in the last game, golden duck today for Nafees! Swung away from the left-hander a touch, Nafees nibbled fatally to the keeper. Perfect start for New Zealand",1st innings,Imrul Kayes,280734,,,0.2,out,1,0,1/1,"Mills to Shahriar Nafees, OUT",,"what a fall from grace!! Run-a-ball 73 in the last game, golden duck today for Nafees! Swung away from the left-hander a touch, Nafees nibbled fatally to the keeper. Perfect start for New Zealand",1
2,3,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run on middle and leg, solidly defended back down the track",1st innings,Imrul Kayes,280734,,,0.3,no run,1,0,1/1,"Mills to Junaid Siddique, no run",,"on middle and leg, solidly defended back down the track",1
3,4,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run slightly shorter than the previous ball but same result",1st innings,Imrul Kayes,280734,,,0.4,no run,1,0,1/1,"Mills to Junaid Siddique, no run",,slightly shorter than the previous ball but same result,1
4,4,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, (no ball) 1 run down leg, hits him on the pad, they scamper a single but it was also a no-ball. <b> Free hit </b> coming up.",1st innings,Imrul Kayes,280734,,,0.4,run,3,2,3/1,"Mills to Junaid Siddique, (no ball) 1 run",,"down leg, hits him on the pad, they scamper a single but it was also a no-ball. <b> Free hit </b> coming up.",1
5,5,Imrul Kayes,280734,Kyle Mills,37740,"Mills to Imrul Kayes, 1 run skied to midwicket who takes the catch which doesn't count, run taken",1st innings,Junaid Siddique,55946,,,0.5,run,4,1,4/1,"Mills to Imrul Kayes, 1 run",,"skied to midwicket who takes the catch which doesn't count, run taken",1
6,6,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run inside-edges the drive to midwicket, end of a successful over for the Kiwis",1st innings,Imrul Kayes,280734,,,0.6,no run,4,0,4/1,"Mills to Junaid Siddique, no run",,"inside-edges the drive to midwicket, end of a successful over for the Kiwis",1
7,7,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run loosener first up from Tuffey, on leg and moving away a touch, pushed out to cover",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.1,no run,4,0,4/1,"Tuffey to Imrul Kayes, no run",,"loosener first up from Tuffey, on leg and moving away a touch, pushed out to cover",1
8,8,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run Tuffey escapes with a dot after a gentle delivery down leg which Kayes cannot take advantage of, gets hit on the pad",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.2,no run,4,0,4/1,"Tuffey to Imrul Kayes, no run",,"Tuffey escapes with a dot after a gentle delivery down leg which Kayes cannot take advantage of, gets hit on the pad",1
9,9,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run on leg again, defends to midwicket",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.3,no run,4,0,4/1,"Tuffey to Imrul Kayes, no run",,"on leg again, defends to midwicket",1
10,10,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run better line on middle, played back down the line",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.4,no run,4,0,4/1,"Tuffey to Imrul Kayes, no run",,"better line on middle, played back down the line",1
11,11,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run clipped off the pads to the left of Redmond at midwicket who makes a good tumbling stop. Redmond's Facebook fan club will be delighted with his inclusion today",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.5,no run,4,0,4/1,"Tuffey to Imrul Kayes, no run",,clipped off the pads to the left of Redmond at midwicket who makes a good tumbling stop. Redmond's Facebook fan club will be delighted with his inclusion today,1
12,12,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, 2 runs outside off, looked to have rolled the fingers on it, Kayes gets an edge which falls short of and beats gully, good diving save on the boundary keeps it to two which was checked upstairs",1st innings,Junaid Siddique,55946,Kyle Mills,37740,1.6,run,6,2,6/1,"Tuffey to Imrul Kayes, 2 runs",,"outside off, looked to have rolled the fingers on it, Kayes gets an edge which falls short of and beats gully, good diving save on the boundary keeps it to two which was checked upstairs",1
13,13,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run outside off, goes after it with limited foot movement, misses",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,2.1,no run,6,0,6/1,"Mills to Junaid Siddique, no run",,"outside off, goes after it with limited foot movement, misses",1
14,14,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, FOUR runs attempted heave over mid-on ends up going down to the fine leg fence, French cut gets Siddique his first boundary",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,2.2,four,10,4,10/1,"Mills to Junaid Siddique, FOUR runs",,"attempted heave over mid-on ends up going down to the fine leg fence, French cut gets Siddique his first boundary",1
15,15,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, 1 run flicked off the inner half of the bat out to deep square",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,2.3,run,11,1,11/1,"Mills to Junaid Siddique, 1 run",,flicked off the inner half of the bat out to deep square,1
16,16,Imrul Kayes,280734,Kyle Mills,37740,"Mills to Imrul Kayes, no run more bounce this time outside off, Kayes again goes with the hands not the feet and misses",1st innings,Junaid Siddique,55946,Daryl Tuffey,38620,2.4,no run,11,0,11/1,"Mills to Imrul Kayes, no run",,"more bounce this time outside off, Kayes again goes with the hands not the feet and misses",1
17,17,Imrul Kayes,280734,Kyle Mills,37740,"Mills to Imrul Kayes, no run very wide half-volley, Kayes reaches and gets a decent amount of bat on it but straight to point",1st innings,Junaid Siddique,55946,Daryl Tuffey,38620,2.5,no run,11,0,11/1,"Mills to Imrul Kayes, no run",,"very wide half-volley, Kayes reaches and gets a decent amount of bat on it but straight to point",1
18,18,Imrul Kayes,280734,Kyle Mills,37740,"Mills to Imrul Kayes, no run short ball outside off, Kayes sways out of harm's way",1st innings,Junaid Siddique,55946,Daryl Tuffey,38620,2.6,no run,11,0,11/1,"Mills to Imrul Kayes, no run",,"short ball outside off, Kayes sways out of harm's way",1
19,18,Junaid Siddique,55946,Daryl Tuffey,38620,"Tuffey to Junaid Siddique, 1 wide down leg side, misses the attempted nudge, wide given",1st innings,Imrul Kayes,280734,Kyle Mills,37740,3.0,wide,12,1,12/1,"Tuffey to Junaid Siddique, 1 wide",,"down leg side, misses the attempted nudge, wide given",1
20,19,Junaid Siddique,55946,Daryl Tuffey,38620,"Tuffey to Junaid Siddique, FOUR runs this time Tuffey pays for this leg stump line, picked up and put away just wide of a diving midwicket",1st innings,Imrul Kayes,280734,Kyle Mills,37740,3.1,four,16,4,16/1,"Tuffey to Junaid Siddique, FOUR runs",,"this time Tuffey pays for this leg stump line, picked up and put away just wide of a diving midwicket",1
21,20,Junaid Siddique,55946,Daryl Tuffey,38620,"Tuffey to Junaid Siddique, 2 runs again on the pads, Tuffey struggling with the left-handers, worked out to deep backward square",1st innings,Imrul Kayes,280734,Kyle Mills,37740,3.2,run,18,2,18/1,"Tuffey to Junaid Siddique, 2 runs",,"again on the pads, Tuffey struggling with the left-handers, worked out to deep backward square",1
22,21,Junaid Siddique,55946,Daryl Tuffey,38620,"Tuffey to Junaid Siddique, 1 run feeling of ad nauseum here, again clipped off the pads to deep square leg, completely wrong line from Tuffey",1st innings,Imrul Kayes,280734,Kyle Mills,37740,3.3,run,19,1,19/1,"Tuffey to Junaid Siddique, 1 run",,"feeling of ad nauseum here, again clipped off the pads to deep square leg, completely wrong line from Tuffey",1
23,22,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run Kayes charges down and to leg, tries to slog over the on side, misses and gets hit on the pad, that would have been a wide had Kayes not moved to leg",1st innings,Junaid Siddique,55946,Kyle Mills,37740,3.4,no run,19,0,19/1,"Tuffey to Imrul Kayes, no run",,"Kayes charges down and to leg, tries to slog over the on side, misses and gets hit on the pad, that would have been a wide had Kayes not moved to leg",1
24,23,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run yet again down leg, Kayes again fails to capitalise and gets rapped on the pad",1st innings,Junaid Siddique,55946,Kyle Mills,37740,3.5,no run,19,0,19/1,"Tuffey to Imrul Kayes, no run",,"yet again down leg, Kayes again fails to capitalise and gets rapped on the pad",1
25,24,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, FOUR runs horrendous half-tracker on leg stump, Kayes leans back and slams it to the deep backward square leg boundary, extremely poor start from Tuffey",1st innings,Junaid Siddique,55946,Kyle Mills,37740,3.6,four,23,4,23/1,"Tuffey to Imrul Kayes, FOUR runs",,"horrendous half-tracker on leg stump, Kayes leans back and slams it to the deep backward square leg boundary, extremely poor start from Tuffey",1
26,25,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, FOUR runs short on leg, Siddique is quickly onto the back foot and crunches it away to the midwicket fence",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,4.1,four,27,4,27/1,"Mills to Junaid Siddique, FOUR runs",,"short on leg, Siddique is quickly onto the back foot and crunches it away to the midwicket fence",1
27,26,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run better line and length fron Mills, fuller and on middle, Siddique jabs it away towards cover",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,4.2,no run,27,0,27/1,"Mills to Junaid Siddique, no run",,"better line and length fron Mills, fuller and on middle, Siddique jabs it away towards cover",1
28,27,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, no run this time on off, Siddique tries to work a single but plays straight to point",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,4.3,no run,27,0,27/1,"Mills to Junaid Siddique, no run",,"this time on off, Siddique tries to work a single but plays straight to point",1
29,28,Junaid Siddique,55946,Kyle Mills,37740,"Mills to Junaid Siddique, OUT tries to repeat the boundary from earlier in the over, but this time picks out Redmond at midwicket who takes the catch with ease",1st innings,Imrul Kayes,280734,Daryl Tuffey,38620,4.4,out,27,0,27/2,"Mills to Junaid Siddique, OUT",,"tries to repeat the boundary from earlier in the over, but this time picks out Redmond at midwicket who takes the catch with ease",2
