,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Niroshan Dickwella,429754,Kagiso Rabada,550215,"Rabada to Dickwella, 1 run good length on the pads, slight extra bounce, leans in and turns it down to fine leg. Minimal movement off the first ball",1st innings,Upul Tharanga,50747,,,0.1,run,1,1,1/0,"Rabada to Dickwella, 1 run",,"good length on the pads, slight extra bounce, leans in and turns it down to fine leg. Minimal movement off the first ball",0
1,2,Upul Tharanga,50747,Kagiso Rabada,550215,"Rabada to Tharanga, no run good length, starts on middle and leg, angles in very slightly and catches him on the thigh guard as he tries to fend at it",1st innings,Niroshan Dickwella,429754,,,0.2,no run,1,0,1/0,"Rabada to Tharanga, no run",,"good length, starts on middle and leg, angles in very slightly and catches him on the thigh guard as he tries to fend at it",0
2,3,Upul Tharanga,50747,Kagiso Rabada,550215,"Rabada to Tharanga, 1 run good length, hits an off stump line this time and brings it back in off the pitch, he goes forward and turns it down to third man",1st innings,Niroshan Dickwella,429754,,,0.3,run,2,1,2/0,"Rabada to Tharanga, 1 run",,"good length, hits an off stump line this time and brings it back in off the pitch, he goes forward and turns it down to third man",0
3,3,Niroshan Dickwella,429754,Kagiso Rabada,550215,"Rabada to Dickwella, 1 wide good length, goes down the leg side, slightly past the leg stump as he shuffles across",1st innings,Upul Tharanga,50747,,,0.3,wide,3,1,3/0,"Rabada to Dickwella, 1 wide",,"good length, goes down the leg side, slightly past the leg stump as he shuffles across",0
4,4,Niroshan Dickwella,429754,Kagiso Rabada,550215,"Rabada to Dickwella, 2 runs good length, angled into the pads, flicked to square leg's left and fine leg comes across to cut it",1st innings,Upul Tharanga,50747,,,0.4,run,5,2,5/0,"Rabada to Dickwella, 2 runs",,"good length, angled into the pads, flicked to square leg's left and fine leg comes across to cut it",0
5,5,Niroshan Dickwella,429754,Kagiso Rabada,550215,"Rabada to Dickwella, 1 run slight movement in at a full length, but no problem as he waits for it to come in and pushes it to mid-on",1st innings,Upul Tharanga,50747,,,0.5,run,6,1,6/0,"Rabada to Dickwella, 1 run",,"slight movement in at a full length, but no problem as he waits for it to come in and pushes it to mid-on",0
6,6,Upul Tharanga,50747,Kagiso Rabada,550215,"Rabada to Tharanga, no run back of a length on the pads, glanced to square leg",1st innings,Niroshan Dickwella,429754,,,0.6,no run,6,0,6/0,"Rabada to Tharanga, no run",,"back of a length on the pads, glanced to square leg",0
7,7,Niroshan Dickwella,429754,Chris Morris,439952,"Morris to Dickwella, 1 run full and angled across from middle, he puts a stride front and across and wants to whip this through the leg side, but he's on to it too early and the bat turns. Leading edge but mid-off is wide and it lands safely",1st innings,Upul Tharanga,50747,Kagiso Rabada,550215,1.1,run,7,1,7/0,"Morris to Dickwella, 1 run",,"full and angled across from middle, he puts a stride front and across and wants to whip this through the leg side, but he's on to it too early and the bat turns. Leading edge but mid-off is wide and it lands safely",0
8,8,Upul Tharanga,50747,Chris Morris,439952,"Morris to Tharanga, 1 run back of a length, angled across from off stump, cut away to third man",1st innings,Niroshan Dickwella,429754,Kagiso Rabada,550215,1.2,run,8,1,8/0,"Morris to Tharanga, 1 run",,"back of a length, angled across from off stump, cut away to third man",0
9,9,Niroshan Dickwella,429754,Chris Morris,439952,"Morris to Dickwella, no run back of a length on middle, climbs on him as goes forward and glances it straight to square leg",1st innings,Upul Tharanga,50747,Kagiso Rabada,550215,1.3,no run,8,0,8/0,"Morris to Dickwella, no run",,"back of a length on middle, climbs on him as goes forward and glances it straight to square leg",0
10,10,Niroshan Dickwella,429754,Chris Morris,439952,"Morris to Dickwella, no run back of a length, angled across in the corridor and beats his outside edge as he pushes away from the body",1st innings,Upul Tharanga,50747,Kagiso Rabada,550215,1.4,no run,8,0,8/0,"Morris to Dickwella, no run",,"back of a length, angled across in the corridor and beats his outside edge as he pushes away from the body",0
11,11,Niroshan Dickwella,429754,Chris Morris,439952,"Morris to Dickwella, 2 runs good length on middle, he tries the same whip again, catches it high on the bat and it floats to Tahir's left at mid-on",1st innings,Upul Tharanga,50747,Kagiso Rabada,550215,1.5,run,10,2,10/0,"Morris to Dickwella, 2 runs",,"good length on middle, he tries the same whip again, catches it high on the bat and it floats to Tahir's left at mid-on",0
12,12,Niroshan Dickwella,429754,Chris Morris,439952,"Morris to Dickwella, FOUR runs ooh. Good bouncer, climbs at him and he has no clue about this one as he gets tangled up around his chest, takes his eyes off the ball and swivels, as it catches the top edge and flies over the keeper",1st innings,Upul Tharanga,50747,Kagiso Rabada,550215,1.6,four,14,4,14/0,"Morris to Dickwella, FOUR runs",,"ooh. Good bouncer, climbs at him and he has no clue about this one as he gets tangled up around his chest, takes his eyes off the ball and swivels, as it catches the top edge and flies over the keeper",0
13,13,Upul Tharanga,50747,Kagiso Rabada,550215,"Rabada to Tharanga, no run good length, swings in from middle stump, he pushes forward and catches him on the flap. That looks close. Boisterous appeal from Rabada, but that might have been going above. No review.",1st innings,Niroshan Dickwella,429754,Chris Morris,439952,2.1,no run,14,0,14/0,"Rabada to Tharanga, no run",,"good length, swings in from middle stump, he pushes forward and catches him on the flap. That looks close. Boisterous appeal from Rabada, but that might have been going above. No review.",0
