,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, no run back of a length, outside off stump, not much movement and Amla stays in the crease, pats back to the bowler",1st innings,0.1,no run,0,0,0/0,"Anderson to Amla, no run",,"back of a length, outside off stump, not much movement and Amla stays in the crease, pats back to the bowler",0
1,2,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, no run length ball angling in towards off stump, solid forward defensive",1st innings,0.2,no run,0,0,0/0,"Anderson to Amla, no run",,"length ball angling in towards off stump, solid forward defensive",0
2,3,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, 2 runs slings this down the leg side, length delivery and slapped through backward square leg with a flick of the wrists, Steven Finn doing his Bambi impression on the boundary to prevent four",1st innings,0.3,run,2,2,2/0,"Anderson to Amla, 2 runs",,"slings this down the leg side, length delivery and slapped through backward square leg with a flick of the wrists, Steven Finn doing his Bambi impression on the boundary to prevent four",0
3,4,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, no run good length ball outside off, swinging away a touch and left alone",1st innings,0.4,no run,2,0,2/0,"Anderson to Amla, no run",,"good length ball outside off, swinging away a touch and left alone",0
4,5,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, no run pitched up around middle and off, just holding its line and Amla punches a drive back at Anderson, who stopsthe ball  with his boot",1st innings,0.5,no run,2,0,2/0,"Anderson to Amla, no run",,"pitched up around middle and off, just holding its line and Amla punches a drive back at Anderson, who stopsthe ball  with his boot",0
5,6,Hashim Amla,43906,James Anderson,8608,"Anderson to Amla, no run shoots through a touch low, delivered on a length outside off, blocked on the back foot",1st innings,0.6,no run,2,0,2/0,"Anderson to Amla, no run",,"shoots through a touch low, delivered on a length outside off, blocked on the back foot",0
6,7,Graeme Smith,47270,Steven Finn,210283,"Finn to Smith, 2 runs length delivery, touch down the leg side and chopped through square leg with relish by Smith, to get him off the mark",1st innings,1.1,run,4,2,4/0,"Finn to Smith, 2 runs",,"length delivery, touch down the leg side and chopped through square leg with relish by Smith, to get him off the mark",0
7,8,Graeme Smith,47270,Steven Finn,210283,"Finn to Smith, no run angled across outside off, Smith gets outside the line of off stump and pushes back to the bowler",1st innings,1.2,no run,4,0,4/0,"Finn to Smith, no run",,"angled across outside off, Smith gets outside the line of off stump and pushes back to the bowler",0
8,9,Graeme Smith,47270,Steven Finn,210283,"Finn to Smith, no run length ball, pushed across the left-hander again, punched back down the track and Finn gets a hand on it",1st innings,1.3,no run,4,0,4/0,"Finn to Smith, no run",,"length ball, pushed across the left-hander again, punched back down the track and Finn gets a hand on it",0
9,10,Graeme Smith,47270,Steven Finn,210283,"Finn to Smith, 2 runs pitched up around the line of off, Smith closes the face and squirts it through square leg for another couple",1st innings,1.4,run,6,2,6/0,"Finn to Smith, 2 runs",,"pitched up around the line of off, Smith closes the face and squirts it through square leg for another couple",0
