,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 129kph, inswinger, good length, he is forward and defending",1st innings,0.1,no run,0,0,0/0,"Malinga to Warner, no run",129kph,"129kph, inswinger, good length, he is forward and defending",0
1,2,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run <strong>beaten</strong> trying to drive a ball that doesn't swing. It was full and hinted to shape back but just held the line as Warner groped at a drive",1st innings,0.2,no run,0,0,0/0,"Malinga to Warner, no run",,<strong>beaten</strong> trying to drive a ball that doesn't swing. It was full and hinted to shape back but just held the line as Warner groped at a drive,0
2,3,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, FOUR runs full and clipped beautifully wide of mid on! There is a midwicket in place but he juts used the pace and placed it between the two fielders and it raced away",1st innings,0.3,four,4,4,4/0,"Malinga to Warner, FOUR runs",,full and clipped beautifully wide of mid on! There is a midwicket in place but he juts used the pace and placed it between the two fielders and it raced away,0
3,4,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run full on the pads, he clips this to midwicket",1st innings,0.4,no run,4,0,4/0,"Malinga to Warner, no run",,"full on the pads, he clips this to midwicket",0
4,5,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 132kph, good length, angled across, he leaves watchfully",1st innings,0.5,no run,4,0,4/0,"Malinga to Warner, no run",132kph,"132kph, good length, angled across, he leaves watchfully",0
5,6,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 126kph, good length, hint of shape back, he is forward pushing a drive to mid off",1st innings,0.6,no run,4,0,4/0,"Malinga to Warner, no run",126kph,"126kph, good length, hint of shape back, he is forward pushing a drive to mid off",0
6,7,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, FOUR runs <strong>magnificent drive on the rise past mid off</strong>! It was a decent length outside off, he stood tall on the front foot and crunched it past mid off",1st innings,1.1,four,8,4,8/0,"Pradeep to Finch, FOUR runs",,"<strong>magnificent drive on the rise past mid off</strong>! It was a decent length outside off, he stood tall on the front foot and crunched it past mid off",0
7,8,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, no run back of a length, he stands tall and defends with the full face",1st innings,1.2,no run,8,0,8/0,"Pradeep to Finch, no run",,"back of a length, he stands tall and defends with the full face",0
8,9,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, no run fuller on off, angled in, he drives firmly with the full face to mid on",1st innings,1.3,no run,8,0,8/0,"Pradeep to Finch, no run",,"fuller on off, angled in, he drives firmly with the full face to mid on",0
9,10,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, no run good length, 138kph, angled into off, he defends pushing this to midwicket",1st innings,1.4,no run,8,0,8/0,"Pradeep to Finch, no run",138kph,"good length, 138kph, angled into off, he defends pushing this to midwicket",0
10,11,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, FOUR runs <strong>a pure straight drive down the ground!</strong> He did this with such ease. It was slightly over-pitched and he just leaned forward, eased the bat through the line and it went straight past the stumps to the sightscreen",1st innings,1.5,four,12,4,12/0,"Pradeep to Finch, FOUR runs",,"<strong>a pure straight drive down the ground!</strong> He did this with such ease. It was slightly over-pitched and he just leaned forward, eased the bat through the line and it went straight past the stumps to the sightscreen",0
11,12,Aaron Finch,5334,Nuwan Pradeep,324358,"Pradeep to Finch, no run good length, wide of off, he leaves this alone on the front foot",1st innings,1.6,no run,12,0,12/0,"Pradeep to Finch, no run",,"good length, wide of off, he leaves this alone on the front foot",0
12,13,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 130kph, full and angled across, he reaches out to square drive but mis-times it back to the bowler",1st innings,2.1,no run,12,0,12/0,"Malinga to Warner, no run",130kph,"130kph, full and angled across, he reaches out to square drive but mis-times it back to the bowler",0
13,14,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 134kph, good length, on leg, he is defending compactly from the crease",1st innings,2.2,no run,12,0,12/0,"Malinga to Warner, no run",134kph,"134kph, good length, on leg, he is defending compactly from the crease",0
14,15,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 131kph, good length, fourth stump line, hint of shape back and he leaves",1st innings,2.3,no run,12,0,12/0,"Malinga to Warner, no run",131kph,"131kph, good length, fourth stump line, hint of shape back and he leaves",0
15,16,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 129kph, fuller outside off, he drives on the rise, neatly to cover",1st innings,2.4,no run,12,0,12/0,"Malinga to Warner, no run",129kph,"129kph, fuller outside off, he drives on the rise, neatly to cover",0
16,17,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run 131kph, very full, shaping into off, his head falls a touch as he drags a drive to mid on",1st innings,2.5,no run,12,0,12/0,"Malinga to Warner, no run",131kph,"131kph, very full, shaping into off, his head falls a touch as he drags a drive to mid on",0
