,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, FOUR runs Rahane is away first ball with a four, swinging in and bouncing into the pad from good length, and he times it past square leg, that is all you need to do at Eden",1st innings,0.1,four,4,4,4/0,"Kulasekara to Rahane, FOUR runs",,"Rahane is away first ball with a four, swinging in and bouncing into the pad from good length, and he times it past square leg, that is all you need to do at Eden",0
1,2,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, 1 run worked down to long leg for a single",1st innings,0.2,run,5,1,5/0,"Kulasekara to Rahane, 1 run",,worked down to long leg for a single,0
2,3,Rohit Sharma,34102,Nuwan Kulasekara,49535,"Kulasekara to RG Sharma, 1 run another one moves in to the right hander, Rohit lets it come on and turns it in front of square to get off the mark",1st innings,0.3,run,6,1,6/0,"Kulasekara to RG Sharma, 1 run",,"another one moves in to the right hander, Rohit lets it come on and turns it in front of square to get off the mark",0
3,4,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, FOUR runs lovely touch again, both of his strokes have been uppish, but they have flown in the gap, Rahane punches this length ball with the incoming angle and it flies past short midwicket",1st innings,0.4,four,10,4,10/0,"Kulasekara to Rahane, FOUR runs",,"lovely touch again, both of his strokes have been uppish, but they have flown in the gap, Rahane punches this length ball with the incoming angle and it flies past short midwicket",0
4,5,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, no run length ball solidly defended to the leg side",1st innings,0.5,no run,10,0,10/0,"Kulasekara to Rahane, no run",,length ball solidly defended to the leg side,0
5,6,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, FOUR runs Rahane flows into his third boundary of the over, Kula overpitches outside off, not much swing on this, Rahane eases into the line and caresses it right between extra cover and mid off, at Eden, you don't bother to run for those",1st innings,0.6,four,14,4,14/0,"Kulasekara to Rahane, FOUR runs",,"Rahane flows into his third boundary of the over, Kula overpitches outside off, not much swing on this, Rahane eases into the line and caresses it right between extra cover and mid off, at Eden, you don't bother to run for those",0
6,7,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, 2 runs Rohit could have been in trouble had Dilshan picked up the ball cleanly, Rohit had tapped this length ball to point and there was big hesitation between him and Rahane, but the ball slipped out of Dilshan's grasp towards third man",1st innings,1.1,run,16,2,16/0,"Mathews to RG Sharma, 2 runs",,"Rohit could have been in trouble had Dilshan picked up the ball cleanly, Rohit had tapped this length ball to point and there was big hesitation between him and Rahane, but the ball slipped out of Dilshan's grasp towards third man",0
7,8,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, no run lets a gentle length ball pass by outside off this time",1st innings,1.2,no run,16,0,16/0,"Mathews to RG Sharma, no run",,lets a gentle length ball pass by outside off this time,0
8,9,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, no run leans forward and defends a straightening length ball to extra cover",1st innings,1.3,no run,16,0,16/0,"Mathews to RG Sharma, no run",,leans forward and defends a straightening length ball to extra cover,0
9,10,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, no run pitches it up into the pad, Rohit taps it in front of square",1st innings,1.4,no run,16,0,16/0,"Mathews to RG Sharma, no run",,"pitches it up into the pad, Rohit taps it in front of square",0
10,11,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, no run worked to square leg from around middle and off",1st innings,1.5,no run,16,0,16/0,"Mathews to RG Sharma, no run",,worked to square leg from around middle and off,0
11,12,Rohit Sharma,34102,Angelo Mathews,49764,"Mathews to RG Sharma, no run back of a length, no pace to work with, Rohit nudges square on the leg side",1st innings,1.6,no run,16,0,16/0,"Mathews to RG Sharma, no run",,"back of a length, no pace to work with, Rohit nudges square on the leg side",0
12,13,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, FOUR runs moving sharply into the pad yet again is Kula, and Rahane works him through square leg, the man was behind square, and even though the ball was in the air, it was in vacant spaces, and this outfield is so ridiculously quick, even this has beaten the fielder's clumsy slide",1st innings,2.1,four,20,4,20/0,"Kulasekara to Rahane, FOUR runs",,"moving sharply into the pad yet again is Kula, and Rahane works him through square leg, the man was behind square, and even though the ball was in the air, it was in vacant spaces, and this outfield is so ridiculously quick, even this has beaten the fielder's clumsy slide",0
13,14,Ajinkya Rahane,277916,Nuwan Kulasekara,49535,"Kulasekara to Rahane, 1 run taps a length ball to midwicket",1st innings,2.2,run,21,1,21/0,"Kulasekara to Rahane, 1 run",,taps a length ball to midwicket,0
