,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, no run beaten, gets it to move away after landing on a good length outside off, Butt pokes at it and is lucky not to get an outside edge",1st innings,Kamran Akmal,41028,,,0.1,no run,0,0,0/0,"Bollinger to Salman Butt, no run",,"beaten, gets it to move away after landing on a good length outside off, Butt pokes at it and is lucky not to get an outside edge",0
1,1,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, 1 wide short and down the leg side, was trying to work it fine, didn't make contact but earns a wide",1st innings,Kamran Akmal,41028,,,0.1,wide,1,1,1/0,"Bollinger to Salman Butt, 1 wide",,"short and down the leg side, was trying to work it fine, didn't make contact but earns a wide",0
2,2,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, no run bowls it on a good length on middle at 138 kmph, gets on the back foot and knocks it back down on the pitch",1st innings,Kamran Akmal,41028,,,0.2,no run,1,0,1/0,"Bollinger to Salman Butt, no run",,"bowls it on a good length on middle at 138 kmph, gets on the back foot and knocks it back down on the pitch",0
3,3,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, no run bowled it full on the off, rocked forward and guided it with an open face towards point",1st innings,Kamran Akmal,41028,,,0.3,no run,1,0,1/0,"Bollinger to Salman Butt, no run",,"bowled it full on the off, rocked forward and guided it with an open face towards point",0
4,4,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, FOUR runs short and wide, that's Butt's zone, slashes it hard over point to the boundary wide of third man",1st innings,Kamran Akmal,41028,,,0.4,four,5,4,5/0,"Bollinger to Salman Butt, FOUR runs",,"short and wide, that's Butt's zone, slashes it hard over point to the boundary wide of third man",0
5,5,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, no run targeting middle and leg, gets forward and presents the full face while pushing it to mid-on",1st innings,Kamran Akmal,41028,,,0.5,no run,5,0,5/0,"Bollinger to Salman Butt, no run",,"targeting middle and leg, gets forward and presents the full face while pushing it to mid-on",0
6,6,Salman Butt,42683,Doug Bollinger,4508,"Bollinger to Salman Butt, no run hurls it on a good length outside off, moves away and he shoulders arms to leave it be",1st innings,Kamran Akmal,41028,,,0.6,no run,5,0,5/0,"Bollinger to Salman Butt, no run",,"hurls it on a good length outside off, moves away and he shoulders arms to leave it be",0
7,7,Kamran Akmal,41028,Peter Siddle,7898,"Siddle to Kamran Akmal, no run short of a length outside off, cut away towards point",1st innings,Salman Butt,42683,Doug Bollinger,4508,1.1,no run,5,0,5/0,"Siddle to Kamran Akmal, no run",,"short of a length outside off, cut away towards point",0
8,8,Kamran Akmal,41028,Peter Siddle,7898,"Siddle to Kamran Akmal, no run shortish on middle and off, rocks back and knocks it down back to the bowler",1st innings,Salman Butt,42683,Doug Bollinger,4508,1.2,no run,5,0,5/0,"Siddle to Kamran Akmal, no run",,"shortish on middle and off, rocks back and knocks it down back to the bowler",0
9,9,Kamran Akmal,41028,Peter Siddle,7898,"Siddle to Kamran Akmal, no run Siddle hurls it at 141.4 kmph, drives it confidently down the ground but straight to mid-on",1st innings,Salman Butt,42683,Doug Bollinger,4508,1.3,no run,5,0,5/0,"Siddle to Kamran Akmal, no run",,"Siddle hurls it at 141.4 kmph, drives it confidently down the ground but straight to mid-on",0
10,10,Kamran Akmal,41028,Peter Siddle,7898,"Siddle to Kamran Akmal, 3 runs full on middle and leg, deals with it well, driving it between mid-on and midwicket for three runs",1st innings,Salman Butt,42683,Doug Bollinger,4508,1.4,run,8,3,8/0,"Siddle to Kamran Akmal, 3 runs",,"full on middle and leg, deals with it well, driving it between mid-on and midwicket for three runs",0
11,11,Salman Butt,42683,Peter Siddle,7898,"Siddle to Salman Butt, no run lands on a good length on leg stump, tries to clip it to the fine-leg boundary but it ends up brushing his pads",1st innings,Kamran Akmal,41028,Doug Bollinger,4508,1.5,no run,8,0,8/0,"Siddle to Salman Butt, no run",,"lands on a good length on leg stump, tries to clip it to the fine-leg boundary but it ends up brushing his pads",0
12,12,Salman Butt,42683,Peter Siddle,7898,"Siddle to Salman Butt, no run lands on a good length on the off, gets front and across and dabs it into the leg side",1st innings,Kamran Akmal,41028,Doug Bollinger,4508,1.6,no run,8,0,8/0,"Siddle to Salman Butt, no run",,"lands on a good length on the off, gets front and across and dabs it into the leg side",0
13,13,Kamran Akmal,41028,Doug Bollinger,4508,"Bollinger to Kamran Akmal, no run ",1st innings,Salman Butt,42683,Peter Siddle,7898,2.1,no run,8,0,8/0,"Bollinger to Kamran Akmal, no run",,,0
14,14,Kamran Akmal,41028,Doug Bollinger,4508,"Bollinger to Kamran Akmal, 1 run short of a good length outside off and darting away, Kamran guides it down to third man for a single",1st innings,Salman Butt,42683,Peter Siddle,7898,2.2,run,9,1,9/0,"Bollinger to Kamran Akmal, 1 run",,"short of a good length outside off and darting away, Kamran guides it down to third man for a single",0
