,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tony Ura,302845,Tim Murtagh,17134,"Murtagh to Ura, no run ",1st innings,0.1,no run,0,0,0/0,"Murtagh to Ura, no run",,,0
1,2,Tony Ura,302845,Tim Murtagh,17134,"Murtagh to Ura, no run ",1st innings,0.2,no run,0,0,0/0,"Murtagh to Ura, no run",,,0
2,3,Tony Ura,302845,Tim Murtagh,17134,"Murtagh to Ura, 1 run ",1st innings,0.3,run,1,1,1/0,"Murtagh to Ura, 1 run",,,0
3,4,Vani Morea,387435,Tim Murtagh,17134,"Murtagh to Morea, no run ",1st innings,0.4,no run,1,0,1/0,"Murtagh to Morea, no run",,,0
4,5,Vani Morea,387435,Tim Murtagh,17134,"Murtagh to Morea, no run ",1st innings,0.5,no run,1,0,1/0,"Murtagh to Morea, no run",,,0
5,6,Vani Morea,387435,Tim Murtagh,17134,"Murtagh to Morea, 1 run ",1st innings,0.6,run,2,1,2/0,"Murtagh to Morea, 1 run",,,0
6,7,Vani Morea,387435,Boyd Rankin,24599,"Rankin to Morea, OUT ",1st innings,1.1,out,2,0,2/1,"Rankin to Morea, OUT",,,1
7,8,Assad Vala,25056,Boyd Rankin,24599,"Rankin to Vala, no run ",1st innings,1.2,no run,2,0,2/1,"Rankin to Vala, no run",,,1
8,9,Assad Vala,25056,Boyd Rankin,24599,"Rankin to Vala, 2 runs ",1st innings,1.3,run,4,2,4/1,"Rankin to Vala, 2 runs",,,1
9,10,Assad Vala,25056,Boyd Rankin,24599,"Rankin to Vala, no run ",1st innings,1.4,no run,4,0,4/1,"Rankin to Vala, no run",,,1
10,11,Assad Vala,25056,Boyd Rankin,24599,"Rankin to Vala, 2 runs ",1st innings,1.5,run,6,2,6/1,"Rankin to Vala, 2 runs",,,1
11,12,Assad Vala,25056,Boyd Rankin,24599,"Rankin to Vala, 1 run ",1st innings,1.6,run,7,1,7/1,"Rankin to Vala, 1 run",,,1
12,13,Assad Vala,25056,Tim Murtagh,17134,"Murtagh to Vala, no run ",1st innings,2.1,no run,7,0,7/1,"Murtagh to Vala, no run",,,1
13,14,Assad Vala,25056,Tim Murtagh,17134,"Murtagh to Vala, no run ",1st innings,2.2,no run,7,0,7/1,"Murtagh to Vala, no run",,,1
14,15,Assad Vala,25056,Tim Murtagh,17134,"Murtagh to Vala, no run ",1st innings,2.3,no run,7,0,7/1,"Murtagh to Vala, no run",,,1
