,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Craig Kieswetter,230855,Tillakaratne Dilshan,48472,"Dilshan to Kieswetter, no run darted in flat to start, the ball dies off the surface and is defended to leg",1st innings,Sir Alastair Cook,11728,,,0.1,no run,0,0,0/0,"Dilshan to Kieswetter, no run",,"darted in flat to start, the ball dies off the surface and is defended to leg",0
1,2,Craig Kieswetter,230855,Tillakaratne Dilshan,48472,"Dilshan to Kieswetter, FOUR runs quicker and flatter still, heading towards leg stump and Kieswetter just needs to get a touch on it to open his account with four to fine leg",1st innings,Sir Alastair Cook,11728,,,0.2,four,4,4,4/0,"Dilshan to Kieswetter, FOUR runs",,"quicker and flatter still, heading towards leg stump and Kieswetter just needs to get a touch on it to open his account with four to fine leg",0
2,3,Craig Kieswetter,230855,Tillakaratne Dilshan,48472,"Dilshan to Kieswetter, no run Kieswetter begins to come down the track but Dilshan draws the defensive stroke out of the batsman with another fired in delivery",1st innings,Sir Alastair Cook,11728,,,0.3,no run,4,0,4/0,"Dilshan to Kieswetter, no run",,Kieswetter begins to come down the track but Dilshan draws the defensive stroke out of the batsman with another fired in delivery,0
3,4,Craig Kieswetter,230855,Tillakaratne Dilshan,48472,"Dilshan to Kieswetter, 3 runs definite turn already! This gripped the surface and took a thick inside edge as Kieswetter thrust forward ... this time it's chased down just before the rope",1st innings,Sir Alastair Cook,11728,,,0.4,run,7,3,7/0,"Dilshan to Kieswetter, 3 runs",,definite turn already! This gripped the surface and took a thick inside edge as Kieswetter thrust forward ... this time it's chased down just before the rope,0
4,5,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,"Dilshan to Cook, no run Dilshan comes round the wicket to Cook, who presses forward in defence",1st innings,Craig Kieswetter,230855,,,0.5,no run,7,0,7/0,"Dilshan to Cook, no run",,"Dilshan comes round the wicket to Cook, who presses forward in defence",0
5,6,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,"Dilshan to Cook, no run <i>beaten</i> on the outside edge! Cook came forward again but the ball ripped across the face of the bat. Dilshan knows how close that was, he's chewing his nails now",1st innings,Craig Kieswetter,230855,,,0.6,no run,7,0,7/0,"Dilshan to Cook, no run",,"<i>beaten</i> on the outside edge! Cook came forward again but the ball ripped across the face of the bat. Dilshan knows how close that was, he's chewing his nails now",0
6,7,Craig Kieswetter,230855,Nuwan Kulasekara,49535,"Kulasekara to Kieswetter, no run and indeed he does, right on target and Kieswetter defends off the front foot",1st innings,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,1.1,no run,7,0,7/0,"Kulasekara to Kieswetter, no run",,"and indeed he does, right on target and Kieswetter defends off the front foot",0
7,8,Craig Kieswetter,230855,Nuwan Kulasekara,49535,"Kulasekara to Kieswetter, no run beaten! This really dribbled through very low, Kieswetter was back and looking to force the ball through the off side, but the ball shot through under the bat",1st innings,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,1.2,no run,7,0,7/0,"Kulasekara to Kieswetter, no run",,"beaten! This really dribbled through very low, Kieswetter was back and looking to force the ball through the off side, but the ball shot through under the bat",0
8,8,Craig Kieswetter,230855,Nuwan Kulasekara,49535,"Kulasekara to Kieswetter, 3 wides wrong line from Kulasekara, and some inswing takes the ball further down the leg side. Sangakkara dives but can't stop it cleanly",1st innings,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,1.2,wide,10,3,10/0,"Kulasekara to Kieswetter, 3 wides",,"wrong line from Kulasekara, and some inswing takes the ball further down the leg side. Sangakkara dives but can't stop it cleanly",0
9,9,Craig Kieswetter,230855,Nuwan Kulasekara,49535,"Kulasekara to Kieswetter, no run a little more carry on this one as the ball straightens outside off and Kieswetter leaves alone",1st innings,Sir Alastair Cook,11728,Tillakaratne Dilshan,48472,1.3,no run,10,0,10/0,"Kulasekara to Kieswetter, no run",,a little more carry on this one as the ball straightens outside off and Kieswetter leaves alone,0
