,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Chris Gayle,51880,Mohammad Irfan,429981,"Mohammad Irfan to Gayle, no run good bounce, some away shape, just back of a length, Gayle pulls bat away",1st innings,0.1,no run,0,0,0/0,"Mohammad Irfan to Gayle, no run",,"good bounce, some away shape, just back of a length, Gayle pulls bat away",0
1,2,Chris Gayle,51880,Mohammad Irfan,429981,"Mohammad Irfan to Gayle, no run closer to the off stump and fuller, straightens, Gayle defends",1st innings,0.2,no run,0,0,0/0,"Mohammad Irfan to Gayle, no run",,"closer to the off stump and fuller, straightens, Gayle defends",0
2,3,Chris Gayle,51880,Mohammad Irfan,429981,"Mohammad Irfan to Gayle, no run makes him play with a shortish delivery, Gayle pushes it back",1st innings,0.3,no run,0,0,0/0,"Mohammad Irfan to Gayle, no run",,"makes him play with a shortish delivery, Gayle pushes it back",0
3,4,Chris Gayle,51880,Mohammad Irfan,429981,"Mohammad Irfan to Gayle, 1 run turns a length ball to midwicket to get off the mark",1st innings,0.4,run,1,1,1/0,"Mohammad Irfan to Gayle, 1 run",,turns a length ball to midwicket to get off the mark,0
4,5,Johnson Charles,333066,Mohammad Irfan,429981,"Mohammad Irfan to Charles, 1 leg bye he went for the same delivery that got Charles in the first game, this one's not a full toss, pitches just before it hits Charles on the boot, lbw appeal is turned down",1st innings,0.5,leg bye,2,1,2/0,"Mohammad Irfan to Charles, 1 leg bye",,"he went for the same delivery that got Charles in the first game, this one's not a full toss, pitches just before it hits Charles on the boot, lbw appeal is turned down",0
5,6,Chris Gayle,51880,Mohammad Irfan,429981,"Mohammad Irfan to Gayle, OUT forget Charles, Irfan has struck gold next ball, the big man's taken out the opposition's big man, full delivery outside off, hint of straightening, Gayle pushes loosely, half-heartedly, away from the bodty, and the keeper gladly takes the edge",1st innings,0.6,out,2,0,2/1,"Mohammad Irfan to Gayle, OUT",,"forget Charles, Irfan has struck gold next ball, the big man's taken out the opposition's big man, full delivery outside off, hint of straightening, Gayle pushes loosely, half-heartedly, away from the bodty, and the keeper gladly takes the edge",1
6,7,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, no run slight away movement, but the length ball starts wide enough to be left alone",1st innings,1.1,no run,2,0,2/1,"Asad Ali to Charles, no run",,"slight away movement, but the length ball starts wide enough to be left alone",1
7,8,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, no run similar ball left alone outside off, good bounce",1st innings,1.2,no run,2,0,2/1,"Asad Ali to Charles, no run",,"similar ball left alone outside off, good bounce",1
8,9,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, 2 runs unconvincing but Charles gets two, tries to slap a length ball down the ground, it loops over the bowler off the toe end",1st innings,1.3,run,4,2,4/1,"Asad Ali to Charles, 2 runs",,"unconvincing but Charles gets two, tries to slap a length ball down the ground, it loops over the bowler off the toe end",1
9,10,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, no run was that an edge, did that carry, Charles was late in pulling the bat away outside off, it did carry low to the keeper, but there isn't much of an appeal from Pakistan, although there was a slight noise as ball passed bat",1st innings,1.4,no run,4,0,4/1,"Asad Ali to Charles, no run",,"was that an edge, did that carry, Charles was late in pulling the bat away outside off, it did carry low to the keeper, but there isn't much of an appeal from Pakistan, although there was a slight noise as ball passed bat",1
10,11,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, no run he is surprised by the bounce on this length ball as it holds the line on middle and leg, stabs it away",1st innings,1.5,no run,4,0,4/1,"Asad Ali to Charles, no run",,"he is surprised by the bounce on this length ball as it holds the line on middle and leg, stabs it away",1
11,12,Johnson Charles,333066,Asad Ali,222728,"Asad Ali to Charles, no run plays out a good length ball to the off side",1st innings,1.6,no run,4,0,4/1,"Asad Ali to Charles, no run",,plays out a good length ball to the off side,1
12,13,Darren Bravo,277472,Mohammad Irfan,429981,"Mohammad Irfan to DM Bravo, no run lovely, pitched full for the drive outside off and shapes away sharply, but very late, Bravo lets it go",1st innings,2.1,no run,4,0,4/1,"Mohammad Irfan to DM Bravo, no run",,"lovely, pitched full for the drive outside off and shapes away sharply, but very late, Bravo lets it go",1
13,14,Darren Bravo,277472,Mohammad Irfan,429981,"Mohammad Irfan to DM Bravo, no run closer to off and holding its line, he shoulders arms once more",1st innings,2.2,no run,4,0,4/1,"Mohammad Irfan to DM Bravo, no run",,"closer to off and holding its line, he shoulders arms once more",1
14,15,Darren Bravo,277472,Mohammad Irfan,429981,"Mohammad Irfan to DM Bravo, no run superb line, close to off once again, and the length ball straightens as Bravo leaves it alone",1st innings,2.3,no run,4,0,4/1,"Mohammad Irfan to DM Bravo, no run",,"superb line, close to off once again, and the length ball straightens as Bravo leaves it alone",1
15,16,Darren Bravo,277472,Mohammad Irfan,429981,"Mohammad Irfan to DM Bravo, no run there it is, the previous three swung away, this one came in with the angle, almost took out off stump, after beating the inside edge",1st innings,2.4,no run,4,0,4/1,"Mohammad Irfan to DM Bravo, no run",,"there it is, the previous three swung away, this one came in with the angle, almost took out off stump, after beating the inside edge",1
