,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,0.1,no run,0,0,0/0,"Rampaul to Porterfield, no run",,,0
1,2,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, FOUR runs ",1st innings,,,0.2,four,4,4,4/0,"Rampaul to Porterfield, FOUR runs",,,0
2,3,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,0.3,no run,4,0,4/0,"Rampaul to Porterfield, no run",,,0
3,4,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,0.4,no run,4,0,4/0,"Rampaul to Porterfield, no run",,,0
4,5,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,0.5,no run,4,0,4/0,"Rampaul to Porterfield, no run",,,0
5,6,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,Paul Stirling,303427,1.0,no run,4,0,4/0,"Rampaul to Porterfield, no run",,,0
6,7,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,1.1,no run,4,0,4/0,"Bernard to Stirling, no run",,,0
7,8,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, FOUR runs ",1st innings,,,1.2,four,8,4,8/0,"Bernard to Stirling, FOUR runs",,,0
8,9,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,1.3,no run,8,0,8/0,"Bernard to Stirling, no run",,,0
9,10,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,1.4,no run,8,0,8/0,"Bernard to Stirling, no run",,,0
10,10,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, 1 wide ",1st innings,,,1.4,wide,9,1,9/0,"Bernard to Stirling, 1 wide",,,0
11,11,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,1.5,no run,9,0,9/0,"Bernard to Stirling, no run",,,0
12,12,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,William Porterfield,24611,2.0,no run,9,0,9/0,"Bernard to Stirling, no run",,,0
13,13,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,2.1,no run,9,0,9/0,"Rampaul to Porterfield, no run",,,0
14,14,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,2.2,no run,9,0,9/0,"Rampaul to Porterfield, no run",,,0
15,15,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,2.3,no run,9,0,9/0,"Rampaul to Porterfield, no run",,,0
16,16,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, no run ",1st innings,,,2.4,no run,9,0,9/0,"Rampaul to Porterfield, no run",,,0
17,17,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, FOUR runs ",1st innings,,,2.5,four,13,4,13/0,"Rampaul to Porterfield, FOUR runs",,,0
18,18,William Porterfield,24611,Ravi Rampaul,52912,"Rampaul to Porterfield, 2 runs ",1st innings,Paul Stirling,303427,3.0,run,15,2,15/0,"Rampaul to Porterfield, 2 runs",,,0
19,19,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,3.1,no run,15,0,15/0,"Bernard to Stirling, no run",,,0
20,20,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, 1 leg bye ",1st innings,,,3.2,leg bye,16,1,16/0,"Bernard to Stirling, 1 leg bye",,,0
21,21,William Porterfield,24611,David Bernard,51300,"Bernard to Porterfield, no run ",1st innings,,,3.3,no run,16,0,16/0,"Bernard to Porterfield, no run",,,0
22,22,William Porterfield,24611,David Bernard,51300,"Bernard to Porterfield, OUT ",1st innings,Paul Stirling,303427,3.4,out,16,0,16/1,"Bernard to Porterfield, OUT",,,1
23,23,Andre Botha,44102,David Bernard,51300,"Bernard to Botha, no run ",1st innings,,,3.5,no run,16,0,16/1,"Bernard to Botha, no run",,,1
24,24,Andre Botha,44102,David Bernard,51300,"Bernard to Botha, no run ",1st innings,Paul Stirling,303427,4.0,no run,16,0,16/1,"Bernard to Botha, no run",,,1
25,25,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, no run ",1st innings,,,4.1,no run,16,0,16/1,"Rampaul to Stirling, no run",,,1
26,25,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, 1 wide ",1st innings,,,4.1,wide,17,1,17/1,"Rampaul to Stirling, 1 wide",,,1
27,26,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, no run ",1st innings,,,4.2,no run,17,0,17/1,"Rampaul to Stirling, no run",,,1
28,27,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, no run ",1st innings,,,4.3,no run,17,0,17/1,"Rampaul to Stirling, no run",,,1
29,28,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, no run ",1st innings,,,4.4,no run,17,0,17/1,"Rampaul to Stirling, no run",,,1
30,29,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, no run ",1st innings,,,4.5,no run,17,0,17/1,"Rampaul to Stirling, no run",,,1
31,29,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, 1 no ball ",1st innings,,,4.5,no ball,18,1,18/1,"Rampaul to Stirling, 1 no ball",,,1
32,30,Paul Stirling,303427,Ravi Rampaul,52912,"Rampaul to Stirling, 1 run ",1st innings,Andre Botha,44102,5.0,run,19,1,19/1,"Rampaul to Stirling, 1 run",,,1
33,31,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,5.1,no run,19,0,19/1,"Bernard to Stirling, no run",,,1
34,32,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,5.2,no run,19,0,19/1,"Bernard to Stirling, no run",,,1
35,33,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, FOUR runs ",1st innings,,,5.3,four,23,4,23/1,"Bernard to Stirling, FOUR runs",,,1
36,33,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, 1 wide ",1st innings,,,5.3,wide,24,1,24/1,"Bernard to Stirling, 1 wide",,,1
37,34,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,,,5.4,no run,24,0,24/1,"Bernard to Stirling, no run",,,1
38,35,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, FOUR runs ",1st innings,,,5.5,four,28,4,28/1,"Bernard to Stirling, FOUR runs",,,1
39,36,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, no run ",1st innings,Andre Botha,44102,6.0,no run,28,0,28/1,"Bernard to Stirling, no run",,,1
40,37,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,,,6.1,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
41,38,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,,,6.2,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
42,39,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,,,6.3,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
43,40,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,,,6.4,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
44,41,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,,,6.5,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
45,42,Andre Botha,44102,Ravi Rampaul,52912,"Rampaul to Botha, no run ",1st innings,Paul Stirling,303427,7.0,no run,28,0,28/1,"Rampaul to Botha, no run",,,1
46,43,Paul Stirling,303427,David Bernard,51300,"Bernard to Stirling, 1 run ",1st innings,,,7.1,run,29,1,29/1,"Bernard to Stirling, 1 run",,,1
