,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Eric Szwarczynski,214696,Boyd Rankin,24599,"Rankin to Szwarczynski, 1 run lands on a good length outside off, guided down to third man for a single",1st innings,Wesley Barresi,44407,,,0.1,run,1,1,1/0,"Rankin to Szwarczynski, 1 run",,"lands on a good length outside off, guided down to third man for a single",0
1,2,Wesley Barresi,44407,Boyd Rankin,24599,"Rankin to Barresi, 2 runs <b>dropped</b>, should have been taken, short of a good length, pushes at it from the crease, flew off the outside edge and second slip, Kevin O'Brien's standing there, should have clasped it, timed his jump well but couldn't hold on, immediately apologises to the bowler.",1st innings,Eric Szwarczynski,214696,,,0.2,run,3,2,3/0,"Rankin to Barresi, 2 runs",,"<b>dropped</b>, should have been taken, short of a good length, pushes at it from the crease, flew off the outside edge and second slip, Kevin O'Brien's standing there, should have clasped it, timed his jump well but couldn't hold on, immediately apologises to the bowler.",0
2,3,Wesley Barresi,44407,Boyd Rankin,24599,"Rankin to Barresi, no run Barresi's taking some hits, short on middle, nips back in and catches him on the rib",1st innings,Eric Szwarczynski,214696,,,0.3,no run,3,0,3/0,"Rankin to Barresi, no run",,"Barresi's taking some hits, short on middle, nips back in and catches him on the rib",0
3,4,Wesley Barresi,44407,Boyd Rankin,24599,"Rankin to Barresi, 4 leg byes straying on the pads, short of a good length, poor line and it deflects off the thighs as he tries to glance it down and rolls down the fine-leg boundary",1st innings,Eric Szwarczynski,214696,,,0.4,leg bye,7,4,7/0,"Rankin to Barresi, 4 leg byes",,"straying on the pads, short of a good length, poor line and it deflects off the thighs as he tries to glance it down and rolls down the fine-leg boundary",0
4,5,Wesley Barresi,44407,Boyd Rankin,24599,"Rankin to Barresi, no run slightly short on the off, gets forward and taps it into the off side off the back foot",1st innings,Eric Szwarczynski,214696,,,0.5,no run,7,0,7/0,"Rankin to Barresi, no run",,"slightly short on the off, gets forward and taps it into the off side off the back foot",0
5,6,Wesley Barresi,44407,Boyd Rankin,24599,"Rankin to Barresi, no run <b>appeal for a catch</b>, short of a good length on the off, gets on the back foot and defends inside the line to that one, there was a sound as it went past the bat towards the keeper, big appeal from the Irish but the umpire declares it Not Out.",1st innings,Eric Szwarczynski,214696,,,0.6,no run,7,0,7/0,"Rankin to Barresi, no run",,"<b>appeal for a catch</b>, short of a good length on the off, gets on the back foot and defends inside the line to that one, there was a sound as it went past the bat towards the keeper, big appeal from the Irish but the umpire declares it Not Out.",0
6,7,Eric Szwarczynski,214696,Trent Johnston,6038,"Johnston to Szwarczynski, no run goodish length on the off, pushes it off the front foot towards cover",1st innings,Wesley Barresi,44407,Boyd Rankin,24599,1.1,no run,7,0,7/0,"Johnston to Szwarczynski, no run",,"goodish length on the off, pushes it off the front foot towards cover",0
7,8,Eric Szwarczynski,214696,Trent Johnston,6038,"Johnston to Szwarczynski, no run fullish on the off, gets forward to the pitch and drives it firmly towards mid-off",1st innings,Wesley Barresi,44407,Boyd Rankin,24599,1.2,no run,7,0,7/0,"Johnston to Szwarczynski, no run",,"fullish on the off, gets forward to the pitch and drives it firmly towards mid-off",0
8,9,Eric Szwarczynski,214696,Trent Johnston,6038,"Johnston to Szwarczynski, OUT gone, big nick, bowls from slightly wide of the crease, angles it in, lands full outside off and Eric tries to drive it through the line, there might have been a bit of movement away from the bat, gets an edge and Niall O'Brien makes no mistake",1st innings,Wesley Barresi,44407,Boyd Rankin,24599,1.3,out,7,0,7/1,"Johnston to Szwarczynski, OUT",,"gone, big nick, bowls from slightly wide of the crease, angles it in, lands full outside off and Eric tries to drive it through the line, there might have been a bit of movement away from the bat, gets an edge and Niall O'Brien makes no mistake",1
9,10,Tom Cooper,219885,Trent Johnston,6038,"Johnston to Cooper, no run good length outside off, holds its line, leaves it alone",1st innings,Wesley Barresi,44407,Boyd Rankin,24599,1.4,no run,7,0,7/1,"Johnston to Cooper, no run",,"good length outside off, holds its line, leaves it alone",1
