,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Matthew Cross,417268,Manjula Guruge,49013,"Guruge to Cross, no run ",1st innings,0.1,no run,0,0,0/0,"Guruge to Cross, no run",,,0
1,2,Matthew Cross,417268,Manjula Guruge,49013,"Guruge to Cross, no run ",1st innings,0.2,no run,0,0,0/0,"Guruge to Cross, no run",,,0
2,3,Matthew Cross,417268,Manjula Guruge,49013,"Guruge to Cross, no run ",1st innings,0.3,no run,0,0,0/0,"Guruge to Cross, no run",,,0
3,4,Matthew Cross,417268,Manjula Guruge,49013,"Guruge to Cross, 1 run flicked off the pads to midwicket",1st innings,0.4,run,1,1,1/0,"Guruge to Cross, 1 run",,flicked off the pads to midwicket,0
4,5,Calum MacLeod,232435,Manjula Guruge,49013,"Guruge to MacLeod, no run ",1st innings,0.5,no run,1,0,1/0,"Guruge to MacLeod, no run",,,0
5,6,Calum MacLeod,232435,Manjula Guruge,49013,"Guruge to MacLeod, no run ",1st innings,1.0,no run,1,0,1/0,"Guruge to MacLeod, no run",,,0
6,7,Matthew Cross,417268,Amjad Javed,25613,"Amjad Javed to Cross, 2 runs ",1st innings,1.1,run,3,2,3/0,"Amjad Javed to Cross, 2 runs",,,0
7,8,Matthew Cross,417268,Amjad Javed,25613,"Amjad Javed to Cross, no run ",1st innings,1.2,no run,3,0,3/0,"Amjad Javed to Cross, no run",,,0
8,9,Matthew Cross,417268,Amjad Javed,25613,"Amjad Javed to Cross, 1 run in the gap in the leg-side, stop-start running and they decide to take the single",1st innings,1.3,run,4,1,4/0,"Amjad Javed to Cross, 1 run",,"in the gap in the leg-side, stop-start running and they decide to take the single",0
9,10,Calum MacLeod,232435,Amjad Javed,25613,"Amjad Javed to MacLeod, no run ",1st innings,1.4,no run,4,0,4/0,"Amjad Javed to MacLeod, no run",,,0
10,11,Calum MacLeod,232435,Amjad Javed,25613,"Amjad Javed to MacLeod, OUT fuller ball, MacLeod looked to work the ball through the leg-side, got cramped for room and the ball smacks leg-stump",1st innings,1.5,out,4,0,4/1,"Amjad Javed to MacLeod, OUT",,"fuller ball, MacLeod looked to work the ball through the leg-side, got cramped for room and the ball smacks leg-stump",1
