,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, no run he starts off with a short ball and hits the bat hard. He can bowl a heavy ball, as Kohli said at the toss. Markram hops, skips, fends to the covers",1st innings,Hashim Amla,43906,,,0.1,no run,0,0,0/0,"Thakur to Markram, no run",,"he starts off with a short ball and hits the bat hard. He can bowl a heavy ball, as Kohli said at the toss. Markram hops, skips, fends to the covers",0
1,2,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, FOUR runs and Markram eases himself in with a slapped boundary through the covers. Short, wide, 127ks, begging on its knees to be put away. Markram obliges at his home ground",1st innings,Hashim Amla,43906,,,0.2,four,4,4,4/0,"Thakur to Markram, FOUR runs",,"and Markram eases himself in with a slapped boundary through the covers. Short, wide, 127ks, begging on its knees to be put away. Markram obliges at his home ground",0
2,3,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, FOUR runs short, wide, 126ks, the result is no different. Markram jumps off the ground, gets on top of the bounce, and square-cuts it between backward point and cover",1st innings,Hashim Amla,43906,,,0.3,four,8,4,8/0,"Thakur to Markram, FOUR runs",,"short, wide, 126ks, the result is no different. Markram jumps off the ground, gets on top of the bounce, and square-cuts it between backward point and cover",0
3,4,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, no run back of a length and outside off, Thakur cranks it up to 137ks, punched through the line. Rahane flings himself to his left to intercept the ball. Excellent fielding",1st innings,Hashim Amla,43906,,,0.4,no run,8,0,8/0,"Thakur to Markram, no run",,"back of a length and outside off, Thakur cranks it up to 137ks, punched through the line. Rahane flings himself to his left to intercept the ball. Excellent fielding",0
4,5,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, no run back of a length and slanting in at the top of off, Markram covers up in defence and blocks it back to Thakur",1st innings,Hashim Amla,43906,,,0.5,no run,8,0,8/0,"Thakur to Markram, no run",,"back of a length and slanting in at the top of off, Markram covers up in defence and blocks it back to Thakur",0
5,6,Aiden Markram,600498,Shardul Thakur,475281,"Thakur to Markram, no run nicely pitched up on off stump, Markram checks his drive and guides the ball to cover",1st innings,Hashim Amla,43906,,,0.6,no run,8,0,8/0,"Thakur to Markram, no run",,"nicely pitched up on off stump, Markram checks his drive and guides the ball to cover",0
6,7,Hashim Amla,43906,Jasprit Bumrah,625383,"Bumrah to Amla, no run full awayswinger, starts outside off and nibbles away further, Amla watches it through to the keeper",1st innings,Aiden Markram,600498,Shardul Thakur,475281,1.1,no run,8,0,8/0,"Bumrah to Amla, no run",,"full awayswinger, starts outside off and nibbles away further, Amla watches it through to the keeper",0
7,8,Hashim Amla,43906,Jasprit Bumrah,625383,"Bumrah to Amla, 1 run back of a length, there's the exaggerated angle from Bumrah, kicks up,<strong> takes the outside edge near the shoulder of the bat </strong>and skips away between slip and gully. Amla inspects the pitch as he runs across to the other end",1st innings,Aiden Markram,600498,Shardul Thakur,475281,1.2,run,9,1,9/0,"Bumrah to Amla, 1 run",,"back of a length, there's the exaggerated angle from Bumrah, kicks up,<strong> takes the outside edge near the shoulder of the bat </strong>and skips away between slip and gully. Amla inspects the pitch as he runs across to the other end",0
8,9,Aiden Markram,600498,Jasprit Bumrah,625383,"Bumrah to Markram, no run back of a length and angling in at 141ks, blocked solidly to the leg side",1st innings,Hashim Amla,43906,Shardul Thakur,475281,1.3,no run,9,0,9/0,"Bumrah to Markram, no run",,"back of a length and angling in at 141ks, blocked solidly to the leg side",0
9,10,Aiden Markram,600498,Jasprit Bumrah,625383,"Bumrah to Markram, no run Bumrah ventures wide of the crease. Fuller, angling in, seaming in but does not threaten off stump. No shot",1st innings,Hashim Amla,43906,Shardul Thakur,475281,1.4,no run,9,0,9/0,"Bumrah to Markram, no run",,"Bumrah ventures wide of the crease. Fuller, angling in, seaming in but does not threaten off stump. No shot",0
