,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,0.1,no run,0,0,0/0,"Baidwan to Noor Ali Zadran, no run",,,0
1,2,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,0.2,no run,0,0,0/0,"Baidwan to Noor Ali Zadran, no run",,,0
2,3,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,0.3,no run,0,0,0/0,"Baidwan to Noor Ali Zadran, no run",,,0
3,4,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,0.4,no run,0,0,0/0,"Baidwan to Noor Ali Zadran, no run",,,0
4,5,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, 1 run ",1st innings,,,0.5,run,1,1,1/0,"Baidwan to Noor Ali Zadran, 1 run",,,0
5,6,Karim Sadiq,319758,Harvir Baidwan,355583,"Baidwan to Karim Sadiq, no run ",1st innings,Noor Ali Zadran,318340,1.0,no run,1,0,1/0,"Baidwan to Karim Sadiq, no run",,,0
6,7,Noor Ali Zadran,318340,Khurram Chohan,41224,"Khurram Chohan to Noor Ali Zadran, no run ",1st innings,,,1.1,no run,1,0,1/0,"Khurram Chohan to Noor Ali Zadran, no run",,,0
7,8,Noor Ali Zadran,318340,Khurram Chohan,41224,"Khurram Chohan to Noor Ali Zadran, 1 run ",1st innings,,,1.2,run,2,1,2/0,"Khurram Chohan to Noor Ali Zadran, 1 run",,,0
8,9,Karim Sadiq,319758,Khurram Chohan,41224,"Khurram Chohan to Karim Sadiq, no run ",1st innings,,,1.3,no run,2,0,2/0,"Khurram Chohan to Karim Sadiq, no run",,,0
9,10,Karim Sadiq,319758,Khurram Chohan,41224,"Khurram Chohan to Karim Sadiq, no run ",1st innings,,,1.4,no run,2,0,2/0,"Khurram Chohan to Karim Sadiq, no run",,,0
10,11,Karim Sadiq,319758,Khurram Chohan,41224,"Khurram Chohan to Karim Sadiq, no run ",1st innings,,,1.5,no run,2,0,2/0,"Khurram Chohan to Karim Sadiq, no run",,,0
11,12,Karim Sadiq,319758,Khurram Chohan,41224,"Khurram Chohan to Karim Sadiq, no run ",1st innings,Noor Ali Zadran,318340,2.0,no run,2,0,2/0,"Khurram Chohan to Karim Sadiq, no run",,,0
12,13,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,2.1,no run,2,0,2/0,"Baidwan to Noor Ali Zadran, no run",,,0
13,14,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,2.2,no run,2,0,2/0,"Baidwan to Noor Ali Zadran, no run",,,0
14,15,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,2.3,no run,2,0,2/0,"Baidwan to Noor Ali Zadran, no run",,,0
15,16,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,2.4,no run,2,0,2/0,"Baidwan to Noor Ali Zadran, no run",,,0
16,17,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, FOUR runs ",1st innings,,,2.5,four,6,4,6/0,"Baidwan to Noor Ali Zadran, FOUR runs",,,0
17,18,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,Karim Sadiq,319758,3.0,no run,6,0,6/0,"Baidwan to Noor Ali Zadran, no run",,,0
18,19,Karim Sadiq,319758,Khurram Chohan,41224,"Khurram Chohan to Karim Sadiq, OUT ",1st innings,Noor Ali Zadran,318340,3.1,out,6,0,6/1,"Khurram Chohan to Karim Sadiq, OUT",,,1
19,20,Mohammad Shahzad,419873,Khurram Chohan,41224,"Khurram Chohan to Mohammad Shahzad, no run ",1st innings,,,3.2,no run,6,0,6/1,"Khurram Chohan to Mohammad Shahzad, no run",,,1
20,21,Mohammad Shahzad,419873,Khurram Chohan,41224,"Khurram Chohan to Mohammad Shahzad, no run ",1st innings,,,3.3,no run,6,0,6/1,"Khurram Chohan to Mohammad Shahzad, no run",,,1
21,22,Mohammad Shahzad,419873,Khurram Chohan,41224,"Khurram Chohan to Mohammad Shahzad, no run ",1st innings,,,3.4,no run,6,0,6/1,"Khurram Chohan to Mohammad Shahzad, no run",,,1
22,23,Mohammad Shahzad,419873,Khurram Chohan,41224,"Khurram Chohan to Mohammad Shahzad, no run ",1st innings,,,3.5,no run,6,0,6/1,"Khurram Chohan to Mohammad Shahzad, no run",,,1
23,24,Mohammad Shahzad,419873,Khurram Chohan,41224,"Khurram Chohan to Mohammad Shahzad, no run ",1st innings,Noor Ali Zadran,318340,4.0,no run,6,0,6/1,"Khurram Chohan to Mohammad Shahzad, no run",,,1
24,25,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,4.1,no run,6,0,6/1,"Baidwan to Noor Ali Zadran, no run",,,1
25,26,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,4.2,no run,6,0,6/1,"Baidwan to Noor Ali Zadran, no run",,,1
26,27,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, no run ",1st innings,,,4.3,no run,6,0,6/1,"Baidwan to Noor Ali Zadran, no run",,,1
27,28,Noor Ali Zadran,318340,Harvir Baidwan,355583,"Baidwan to Noor Ali Zadran, 1 run ",1st innings,,,4.4,run,7,1,7/1,"Baidwan to Noor Ali Zadran, 1 run",,,1
28,29,Mohammad Shahzad,419873,Harvir Baidwan,355583,"Baidwan to Mohammad Shahzad, no run ",1st innings,,,4.5,no run,7,0,7/1,"Baidwan to Mohammad Shahzad, no run",,,1
