,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, no run a touch of seam movement as Southee hits the deck and makes it hold its line. With the length being short though, Rohit is able to cover for it as he blocks in front of point",1st innings,Shikhar Dhawan,28235,,,0.1,no run,0,0,0/0,"Southee to Sharma, no run",,"a touch of seam movement as Southee hits the deck and makes it hold its line. With the length being short though, Rohit is able to cover for it as he blocks in front of point",0
1,2,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, 1 run times the backfoot push sweetly past the right of point. Southee continues jagging the ball away from the right-hander, hitting into the wicket",1st innings,Shikhar Dhawan,28235,,,0.2,run,1,1,1/0,"Southee to Sharma, 1 run",,"times the backfoot push sweetly past the right of point. Southee continues jagging the ball away from the right-hander, hitting into the wicket",0
2,3,Shikhar Dhawan,28235,Tim Southee,232364,"Southee to Dhawan, 1 run probes a fuller length to the left-hander though - right up against his toes - and Dhawan whips it away to long leg. Sensational timing, just as he starts to overbalance.",1st innings,Rohit Sharma,34102,,,0.3,run,2,1,2/0,"Southee to Dhawan, 1 run",,"probes a fuller length to the left-hander though - right up against his toes - and Dhawan whips it away to long leg. Sensational timing, just as he starts to overbalance.",0
3,4,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, no run carves a back of a length delivery to point, where Guptill dives to his right and parries the ball to cover point, Mitchell Santner",1st innings,Shikhar Dhawan,28235,,,0.4,no run,2,0,2/0,"Southee to Sharma, no run",,"carves a back of a length delivery to point, where Guptill dives to his right and parries the ball to cover point, Mitchell Santner",0
4,5,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, FOUR runs goes wide of the crease, and continues bowling short. This time, however, he gifts width to the batsman and Rohit lashes it over point. Does so love the opportunity to free his arms.",1st innings,Shikhar Dhawan,28235,,,0.5,four,6,4,6/0,"Southee to Sharma, FOUR runs",,"goes wide of the crease, and continues bowling short. This time, however, he gifts width to the batsman and Rohit lashes it over point. Does so love the opportunity to free his arms.",0
5,5,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, 1 wide dangles it out there, well outside off, and though the batsman doesn't bother with it, the umpire penalises him for it",1st innings,Shikhar Dhawan,28235,,,0.5,wide,7,1,7/0,"Southee to Sharma, 1 wide",,"dangles it out there, well outside off, and though the batsman doesn't bother with it, the umpire penalises him for it",0
6,6,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, no run fuller delivery outside off, Rohit ignores it again",1st innings,Shikhar Dhawan,28235,,,0.6,no run,7,0,7/0,"Southee to Sharma, no run",,"fuller delivery outside off, Rohit ignores it again",0
7,7,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, no run pitches it up on off stump and gets it to dart away, Dhawan plays it as late as he can and blocks as close to the body as he can too",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.1,no run,7,0,7/0,"Boult to Dhawan, no run",,"pitches it up on off stump and gets it to dart away, Dhawan plays it as late as he can and blocks as close to the body as he can too",0
8,8,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, no run flowing drive to the right of mid-off, and Williamson, having positioned himself wider than usual, dives to stop the boundary",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.2,no run,7,0,7/0,"Boult to Dhawan, no run",,"flowing drive to the right of mid-off, and Williamson, having positioned himself wider than usual, dives to stop the boundary",0
9,9,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, no run back of a length and outside off, no shot",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.3,no run,7,0,7/0,"Boult to Dhawan, no run",,"back of a length and outside off, no shot",0
10,10,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, no run cramps him with a shortish delivery at his hips, Dhawan knocks it away to short midwicket",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.4,no run,7,0,7/0,"Boult to Dhawan, no run",,"cramps him with a shortish delivery at his hips, Dhawan knocks it away to short midwicket",0
11,11,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, FOUR runs su-weeeet timing! And it's the result of his reading both the length and the line of the ball early - short and a shade outside off - but playing the shot very very late. A cut which races through the gap behind point",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.5,four,11,4,11/0,"Boult to Dhawan, FOUR runs",,su-weeeet timing! And it's the result of his reading both the length and the line of the ball early - short and a shade outside off - but playing the shot very very late. A cut which races through the gap behind point,0
12,12,Shikhar Dhawan,28235,Trent Boult,277912,"Boult to Dhawan, no run back of a length and outside off, lets it go",1st innings,Rohit Sharma,34102,Tim Southee,232364,1.6,no run,11,0,11/0,"Boult to Dhawan, no run",,"back of a length and outside off, lets it go",0
13,13,Rohit Sharma,34102,Tim Southee,232364,"Southee to Sharma, no run much better from Southee, as he combines the movement he's getting away from the right-hander with a good length ball on off stump. That makes Rohit play a tentative block and the outside edge runs down to gully",1st innings,Shikhar Dhawan,28235,Trent Boult,277912,2.1,no run,11,0,11/0,"Southee to Sharma, no run",,"much better from Southee, as he combines the movement he's getting away from the right-hander with a good length ball on off stump. That makes Rohit play a tentative block and the outside edge runs down to gully",0
