,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, FOUR runs good length outside off, Imam fences away from his body... <b>and thick-edges wide of slip for four!</b> Pakistan'll take 'em wherever they come",1st innings,0.1,four,4,4,4/0,"Woakes to Imam-ul-Haq, FOUR runs",,"good length outside off, Imam fences away from his body... <b>and thick-edges wide of slip for four!</b> Pakistan'll take 'em wherever they come",0
1,2,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, 1 run pitched up and tapped into the covers for a single - Imam off like a train!",1st innings,0.2,run,5,1,5/0,"Woakes to Imam-ul-Haq, 1 run",,pitched up and tapped into the covers for a single - Imam off like a train!,0
2,3,Fakhar Zaman,512191,Chris Woakes,247235,"Woakes to Fakhar Zaman, no run nice shape on this, coming back in the channel, Fakhar gets forward and leaves it be",1st innings,0.3,no run,5,0,5/0,"Woakes to Fakhar Zaman, no run",,"nice shape on this, coming back in the channel, Fakhar gets forward and leaves it be",0
3,4,Fakhar Zaman,512191,Chris Woakes,247235,"Woakes to Fakhar Zaman, no run fullish around off stump, blocked back to the bowler on the front foot",1st innings,0.4,no run,5,0,5/0,"Woakes to Fakhar Zaman, no run",,"fullish around off stump, blocked back to the bowler on the front foot",0
4,5,Fakhar Zaman,512191,Chris Woakes,247235,"Woakes to Fakhar Zaman, 2 runs pitched up outside off, 84mph and stroked through cover, not completely timed but he gets a couple",1st innings,0.5,run,7,2,7/0,"Woakes to Fakhar Zaman, 2 runs",,"pitched up outside off, 84mph and stroked through cover, not completely timed but he gets a couple",0
5,6,Fakhar Zaman,512191,Chris Woakes,247235,"Woakes to Fakhar Zaman, OUT that's the line, finds the edge - <b>and take at the second attempt!</b> A phat edge pushing forwards, zipping to Root at chest height, the ball bar-of-soaps up to his right, but gently enough for a comfortable grab. Woakes strikes early",1st innings,0.6,out,7,0,7/1,"Woakes to Fakhar Zaman, OUT",,"that's the line, finds the edge - <b>and take at the second attempt!</b> A phat edge pushing forwards, zipping to Root at chest height, the ball bar-of-soaps up to his right, but gently enough for a comfortable grab. Woakes strikes early",1
6,7,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run good length around the line of off, straightening and blocked",1st innings,1.1,no run,7,0,7/1,"Willey to Imam-ul-Haq, no run",,"good length around the line of off, straightening and blocked",1
7,8,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, FOUR runs just a <i>fraction</i> overpitched, 81mph and Imam presses out to <b>ping an on-drive past the dive of the man on the ring</b>, trundles away for four",1st innings,1.2,four,11,4,11/1,"Willey to Imam-ul-Haq, FOUR runs",,"just a <i>fraction</i> overpitched, 81mph and Imam presses out to <b>ping an on-drive past the dive of the man on the ring</b>, trundles away for four",1
8,9,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run length in the channel, lets this one go",1st innings,1.3,no run,11,0,11/1,"Willey to Imam-ul-Haq, no run",,"length in the channel, lets this one go",1
9,10,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run touch shorter, 85mph around fifth stumps and Imam lets it go",1st innings,1.4,no run,11,0,11/1,"Willey to Imam-ul-Haq, no run",,"touch shorter, 85mph around fifth stumps and Imam lets it go",1
10,11,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run ooh, not sure about that shot... big old yahoo at a wide one from Imam, beats the bat and zips through",1st innings,1.5,no run,11,0,11/1,"Willey to Imam-ul-Haq, no run",,"ooh, not sure about that shot... big old yahoo at a wide one from Imam, beats the bat and zips through",1
11,12,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run full and quite wide again, tempting a dart, Imam watches this one by",1st innings,1.6,no run,11,0,11/1,"Willey to Imam-ul-Haq, no run",,"full and quite wide again, tempting a dart, Imam watches this one by",1
12,13,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, no run back of a length over the top of off, gets across and shows it a straight bat",1st innings,2.1,no run,11,0,11/1,"Woakes to Babar Azam, no run",,"back of a length over the top of off, gets across and shows it a straight bat",1
13,14,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, 1 run gets a touch straight, shortish length and worked off the pads",1st innings,2.2,run,12,1,12/1,"Woakes to Babar Azam, 1 run",,"gets a touch straight, shortish length and worked off the pads",1
14,15,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, no run worked to the leg side from the crease",1st innings,2.3,no run,12,0,12/1,"Woakes to Imam-ul-Haq, no run",,worked to the leg side from the crease,1
15,16,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, no run shortish around off, Imam lines it up and blocks towards point",1st innings,2.4,no run,12,0,12/1,"Woakes to Imam-ul-Haq, no run",,"shortish around off, Imam lines it up and blocks towards point",1
16,17,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, no run sliding across, 81mph and asking for Imam to do something rash. He demures",1st innings,2.5,no run,12,0,12/1,"Woakes to Imam-ul-Haq, no run",,"sliding across, 81mph and asking for Imam to do something rash. He demures",1
17,18,Imam-ul-Haq,568276,Chris Woakes,247235,"Woakes to Imam-ul-Haq, no run pitched up and driven along the carpet towards mid-off",1st innings,2.6,no run,12,0,12/1,"Woakes to Imam-ul-Haq, no run",,pitched up and driven along the carpet towards mid-off,1
18,19,Babar Azam,348144,David Willey,308251,"Willey to Babar Azam, no run full and swinging a touch, 83mph and it clips the pad on its way through as Babar tries to whip off his legs",1st innings,3.1,no run,12,0,12/1,"Willey to Babar Azam, no run",,"full and swinging a touch, 83mph and it clips the pad on its way through as Babar tries to whip off his legs",1
19,20,Babar Azam,348144,David Willey,308251,"Willey to Babar Azam, 1 run angled across, Babar is on the front foot and checks into the covers for a quick one",1st innings,3.2,run,13,1,13/1,"Willey to Babar Azam, 1 run",,"angled across, Babar is on the front foot and checks into the covers for a quick one",1
20,21,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run ooh wee, <b>that's a jaffa from Willey!</b> Full and then bending away, turns Imam around as he brings the bat down late and beats the outside edge by a whisker!",1st innings,3.3,no run,13,0,13/1,"Willey to Imam-ul-Haq, no run",,"ooh wee, <b>that's a jaffa from Willey!</b> Full and then bending away, turns Imam around as he brings the bat down late and beats the outside edge by a whisker!",1
21,22,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, 1 run slightly too straight this time and worked to midwicket",1st innings,3.4,run,14,1,14/1,"Willey to Imam-ul-Haq, 1 run",,slightly too straight this time and worked to midwicket,1
22,23,Babar Azam,348144,David Willey,308251,"Willey to Babar Azam, FOUR runs <b>timed like a horologist back down the ground!</b> Just a touch too full from WIlley and Babar just showed it the bat face, sending the ball scurrying to the straight fence",1st innings,3.5,four,18,4,18/1,"Willey to Babar Azam, FOUR runs",,"<b>timed like a horologist back down the ground!</b> Just a touch too full from WIlley and Babar just showed it the bat face, sending the ball scurrying to the straight fence",1
23,24,Babar Azam,348144,David Willey,308251,"Willey to Babar Azam, 1 run on the stumps and clipped to leg for one",1st innings,3.6,run,19,1,19/1,"Willey to Babar Azam, 1 run",,on the stumps and clipped to leg for one,1
24,25,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, no run in the channel, no swing and he lets this one go",1st innings,4.1,no run,19,0,19/1,"Woakes to Babar Azam, no run",,"in the channel, no swing and he lets this one go",1
25,26,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, no run short of a length on off, defended square",1st innings,4.2,no run,19,0,19/1,"Woakes to Babar Azam, no run",,"short of a length on off, defended square",1
26,27,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, FOUR runs dug in short, 83mph but that's not bothering Babar, <b>who strongarms a pull around the corner!</b> The crack of that off the bat!",1st innings,4.3,four,23,4,23/1,"Woakes to Babar Azam, FOUR runs",,"dug in short, 83mph but that's not bothering Babar, <b>who strongarms a pull around the corner!</b> The crack of that off the bat!",1
27,28,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, FOUR runs four more! Though this one owed more to fielder error, <b>Stokes diving past the ball at square leg and then failing to chase it down!</b> He is absolutely steaming with himself",1st innings,4.4,four,27,4,27/1,"Woakes to Babar Azam, FOUR runs",,"four more! Though this one owed more to fielder error, <b>Stokes diving past the ball at square leg and then failing to chase it down!</b> He is absolutely steaming with himself",1
28,29,Babar Azam,348144,Chris Woakes,247235,"Woakes to Babar Azam, OUT <b>crackerjack!</b> Top of off, sir, top of off! Woakes breaches Babar's defences with a pinpoint delivery, on a line and then nipping like a barracuda out of the murk to clatter off - pow right in the kisser! I think we can stop worrying about Woakes...",1st innings,4.5,out,27,0,27/2,"Woakes to Babar Azam, OUT",,"<b>crackerjack!</b> Top of off, sir, top of off! Woakes breaches Babar's defences with a pinpoint delivery, on a line and then nipping like a barracuda out of the murk to clatter off - pow right in the kisser! I think we can stop worrying about Woakes...",2
29,30,Haris Sohail,318788,Chris Woakes,247235,"Woakes to Haris Sohail, no run length ball, sliding through to the keeper as Haris hangs back and leaves",1st innings,4.6,no run,27,0,27/2,"Woakes to Haris Sohail, no run",,"length ball, sliding through to the keeper as Haris hangs back and leaves",2
30,31,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, no run fullish around off, pushed into the covers on the front foot",1st innings,5.1,no run,27,0,27/2,"Willey to Imam-ul-Haq, no run",,"fullish around off, pushed into the covers on the front foot",2
31,31,Imam-ul-Haq,568276,David Willey,308251,"Willey to Imam-ul-Haq, 1 wide length, 82mph and wobbling in, the line was straight to begin with though and it zips behind the pads",1st innings,5.1,wide,28,1,28/2,"Willey to Imam-ul-Haq, 1 wide",,"length, 82mph and wobbling in, the line was straight to begin with though and it zips behind the pads",2
