,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Lendl Simmons,53116,Praveen Kumar,30732,"Kumar to Simmons, 3 runs overthrows first ball, short of a good length on middle and off, rocks back to play it into the leg side, a needless throw from square leg and Parthiv isn't able to cover it, two more added",1st innings,Kirk Edwards,51786,,,0.1,run,3,3,3/0,"Kumar to Simmons, 3 runs",,"overthrows first ball, short of a good length on middle and off, rocks back to play it into the leg side, a needless throw from square leg and Parthiv isn't able to cover it, two more added",0
1,2,Kirk Edwards,51786,Praveen Kumar,30732,"Kumar to Edwards, no run shortish on the off, gets on the back foot and drops it down to point",1st innings,Lendl Simmons,53116,,,0.2,no run,3,0,3/0,"Kumar to Edwards, no run",,"shortish on the off, gets on the back foot and drops it down to point",0
2,3,Kirk Edwards,51786,Praveen Kumar,30732,"Kumar to Edwards, no run good length outside off, nips away just a hint and Edwards lets it go",1st innings,Lendl Simmons,53116,,,0.3,no run,3,0,3/0,"Kumar to Edwards, no run",,"good length outside off, nips away just a hint and Edwards lets it go",0
3,4,Kirk Edwards,51786,Praveen Kumar,30732,"Kumar to Edwards, 2 runs short of a good length outside off, rocks back and punches it between extra cover and mid-off for a couple of runs",1st innings,Lendl Simmons,53116,,,0.4,run,5,2,5/0,"Kumar to Edwards, 2 runs",,"short of a good length outside off, rocks back and punches it between extra cover and mid-off for a couple of runs",0
4,5,Kirk Edwards,51786,Praveen Kumar,30732,"Kumar to Edwards, no run a touch fuller, getting it move away, pushes at it and then withdraws, straight to the keeper",1st innings,Lendl Simmons,53116,,,0.5,no run,5,0,5/0,"Kumar to Edwards, no run",,"a touch fuller, getting it move away, pushes at it and then withdraws, straight to the keeper",0
5,6,Kirk Edwards,51786,Praveen Kumar,30732,"Kumar to Edwards, no run short of a good length outside off, squared him up with some away movement, a decent first over from Praveen",1st innings,Lendl Simmons,53116,,,0.6,no run,5,0,5/0,"Kumar to Edwards, no run",,"short of a good length outside off, squared him up with some away movement, a decent first over from Praveen",0
6,7,Lendl Simmons,53116,Munaf Patel,32965,"MM Patel to Simmons, no run holding it back a little and beating him straightaway, nips away from a good length and just evades the outside edge as Simmons plays forward",1st innings,Kirk Edwards,51786,Praveen Kumar,30732,1.1,no run,5,0,5/0,"MM Patel to Simmons, no run",,"holding it back a little and beating him straightaway, nips away from a good length and just evades the outside edge as Simmons plays forward",0
7,8,Lendl Simmons,53116,Munaf Patel,32965,"MM Patel to Simmons, no run a touch fuller this time, leaving the right hander again, shoulders arms to that one",1st innings,Kirk Edwards,51786,Praveen Kumar,30732,1.2,no run,5,0,5/0,"MM Patel to Simmons, no run",,"a touch fuller this time, leaving the right hander again, shoulders arms to that one",0
8,9,Lendl Simmons,53116,Munaf Patel,32965,"MM Patel to Simmons, no run pitched on a good length on the off, gets a stride out and defends it solidly back to the bowler",1st innings,Kirk Edwards,51786,Praveen Kumar,30732,1.3,no run,5,0,5/0,"MM Patel to Simmons, no run",,"pitched on a good length on the off, gets a stride out and defends it solidly back to the bowler",0
9,10,Lendl Simmons,53116,Munaf Patel,32965,"MM Patel to Simmons, no run shortish on the off, rocks back and punches it straight to extra cover",1st innings,Kirk Edwards,51786,Praveen Kumar,30732,1.4,no run,5,0,5/0,"MM Patel to Simmons, no run",,"shortish on the off, rocks back and punches it straight to extra cover",0
