,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,0,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, 1 wide and it's well wide of off stump, Billy Bowden calls it a wide and there's no doubt about that decision",1st innings,Brad Haddin,5560,,,0.0,wide,1,1,1/0,"Bond to Watson, 1 wide",,"and it's well wide of off stump, Billy Bowden calls it a wide and there's no doubt about that decision",0
1,1,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run left alone outside off at 140kph, no swing there for Bond",1st innings,Brad Haddin,5560,,,0.1,no run,1,0,1/0,"Bond to Watson, no run",140kph,"left alone outside off at 140kph, no swing there for Bond",0
2,2,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run lovely ball, that one swings in quite prodigiously and Watson goes for an off-drive, the ball sails between bat and pad",1st innings,Brad Haddin,5560,,,0.2,no run,1,0,1/0,"Bond to Watson, no run",,"lovely ball, that one swings in quite prodigiously and Watson goes for an off-drive, the ball sails between bat and pad",0
3,3,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, 2 runs Watson's off the mark with a clip through midwicket, although it wasn't timed, he was trying to drive that straighter",1st innings,Brad Haddin,5560,,,0.3,run,3,2,3/0,"Bond to Watson, 2 runs",,"Watson's off the mark with a clip through midwicket, although it wasn't timed, he was trying to drive that straighter",0
4,4,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run an lbw appeal here, the ball swings in and hits Watson in line, but high up on his thigh and definitely would have sailed over the top",1st innings,Brad Haddin,5560,,,0.4,no run,3,0,3/0,"Bond to Watson, no run",,"an lbw appeal here, the ball swings in and hits Watson in line, but high up on his thigh and definitely would have sailed over the top",0
5,5,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run left alone outside off, Watson keen to have a bit of a look at Bond at this stage",1st innings,Brad Haddin,5560,,,0.5,no run,3,0,3/0,"Bond to Watson, no run",,"left alone outside off, Watson keen to have a bit of a look at Bond at this stage",0
6,6,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run oh, nearly got him! Movement in again from Bond, and some bounce, Watson plays off the back foot and very nearly chops it back into his off stump, the ball bounces just wide of the stumps",1st innings,Brad Haddin,5560,,,0.6,no run,3,0,3/0,"Bond to Watson, no run",,"oh, nearly got him! Movement in again from Bond, and some bounce, Watson plays off the back foot and very nearly chops it back into his off stump, the ball bounces just wide of the stumps",0
7,7,Brad Haddin,5560,Tim Southee,232364,"Southee to Haddin, no run Haddin faces his first ball and it's off the meat of the bat, a good strong straight drive that is well fielded by Franklin at mid-on",1st innings,Shane Watson,8180,Shane Bond,36326,1.1,no run,3,0,3/0,"Southee to Haddin, no run",,"Haddin faces his first ball and it's off the meat of the bat, a good strong straight drive that is well fielded by Franklin at mid-on",0
8,8,Brad Haddin,5560,Tim Southee,232364,"Southee to Haddin, 1 run Southee strays onto the pads, Haddin clips a single out to the right of Franklin at mid-on",1st innings,Shane Watson,8180,Shane Bond,36326,1.2,run,4,1,4/0,"Southee to Haddin, 1 run",,"Southee strays onto the pads, Haddin clips a single out to the right of Franklin at mid-on",0
9,9,Shane Watson,8180,Tim Southee,232364,"Southee to Watson, no run straight, on off stump, Watson drives to mid-off",1st innings,Brad Haddin,5560,Shane Bond,36326,1.3,no run,4,0,4/0,"Southee to Watson, no run",,"straight, on off stump, Watson drives to mid-off",0
10,10,Shane Watson,8180,Tim Southee,232364,"Southee to Watson, no run no swing here from Southee, just probing on off stump and Watson defends",1st innings,Brad Haddin,5560,Shane Bond,36326,1.4,no run,4,0,4/0,"Southee to Watson, no run",,"no swing here from Southee, just probing on off stump and Watson defends",0
11,11,Shane Watson,8180,Tim Southee,232364,"Southee to Watson, 1 run Watson clips a single off his pads, down to fine leg",1st innings,Brad Haddin,5560,Shane Bond,36326,1.5,run,5,1,5/0,"Southee to Watson, 1 run",,"Watson clips a single off his pads, down to fine leg",0
12,12,Brad Haddin,5560,Tim Southee,232364,"Southee to Haddin, no run Haddin looks for a big drive through off, but can't beat the man at cover",1st innings,Shane Watson,8180,Shane Bond,36326,1.6,no run,5,0,5/0,"Southee to Haddin, no run",,"Haddin looks for a big drive through off, but can't beat the man at cover",0
13,13,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run full and wide of off at 143kph, Watson drives straight to cover, he'd be annoyed at not getting that one through the infield",1st innings,Brad Haddin,5560,Tim Southee,232364,2.1,no run,5,0,5/0,"Bond to Watson, no run",143kph,"full and wide of off at 143kph, Watson drives straight to cover, he'd be annoyed at not getting that one through the infield",0
14,14,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run drives to extra cover",1st innings,Brad Haddin,5560,Tim Southee,232364,2.2,no run,5,0,5/0,"Bond to Watson, no run",,drives to extra cover,0
15,15,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, 1 run clipped away to fine leg, a bit too straight from Bond",1st innings,Brad Haddin,5560,Tim Southee,232364,2.3,run,6,1,6/0,"Bond to Watson, 1 run",,"clipped away to fine leg, a bit too straight from Bond",0
16,16,Brad Haddin,5560,Shane Bond,36326,"Bond to Haddin, no run left alone outside off",1st innings,Shane Watson,8180,Tim Southee,232364,2.4,no run,6,0,6/0,"Bond to Haddin, no run",,left alone outside off,0
17,17,Brad Haddin,5560,Shane Bond,36326,"Bond to Haddin, 1 run quick running from Haddin, he nudges it back past the bowler and takes off immediately for a well-judged single",1st innings,Shane Watson,8180,Tim Southee,232364,2.5,run,7,1,7/0,"Bond to Haddin, 1 run",,"quick running from Haddin, he nudges it back past the bowler and takes off immediately for a well-judged single",0
18,18,Shane Watson,8180,Shane Bond,36326,"Bond to Watson, no run good line outside off, no swing though, and Watson angles the bat and defends towards gully",1st innings,Brad Haddin,5560,Tim Southee,232364,2.6,no run,7,0,7/0,"Bond to Watson, no run",,"good line outside off, no swing though, and Watson angles the bat and defends towards gully",0
19,19,Brad Haddin,5560,Tim Southee,232364,"Southee to Haddin, no run a bit of outswing from Southee, full and wide of off, Haddin tries for a drive but misses",1st innings,Shane Watson,8180,Shane Bond,36326,3.1,no run,7,0,7/0,"Southee to Haddin, no run",,"a bit of outswing from Southee, full and wide of off, Haddin tries for a drive but misses",0
20,20,Brad Haddin,5560,Tim Southee,232364,"Southee to Haddin, 1 run on the pads, this one doesn't swing and Haddin clips a single to midwicket",1st innings,Shane Watson,8180,Shane Bond,36326,3.2,run,8,1,8/0,"Southee to Haddin, 1 run",,"on the pads, this one doesn't swing and Haddin clips a single to midwicket",0
21,21,Shane Watson,8180,Tim Southee,232364,"Southee to Watson, FOUR runs lovely straight drive to the boundary, it was on the stumps and Watson looked like he was playing a simple forward defensive but timed it so well that it raced away",1st innings,Brad Haddin,5560,Shane Bond,36326,3.3,four,12,4,12/0,"Southee to Watson, FOUR runs",,"lovely straight drive to the boundary, it was on the stumps and Watson looked like he was playing a simple forward defensive but timed it so well that it raced away",0
