,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, no run immediately outswing for Bresnan. Length ball outside off, shaping in towards Parthiv, defended to leg",1st innings,Ajinkya Rahane,277916,,,0.1,no run,0,0,0/0,"Bresnan to PA Patel, no run",,"immediately outswing for Bresnan. Length ball outside off, shaping in towards Parthiv, defended to leg",0
1,2,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, FOUR runs nice little gift for Patel, a gentle length ball down the pads, and he has glanced it fine for four",1st innings,Ajinkya Rahane,277916,,,0.2,four,4,4,4/0,"Bresnan to PA Patel, FOUR runs",,"nice little gift for Patel, a gentle length ball down the pads, and he has glanced it fine for four",0
2,3,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, FOUR runs Patel whiplashes those cuts! Short and wide, and he has smashed it between cover and cover-point, he gave it some humpty",1st innings,Ajinkya Rahane,277916,,,0.3,four,8,4,8/0,"Bresnan to PA Patel, FOUR runs",,"Patel whiplashes those cuts! Short and wide, and he has smashed it between cover and cover-point, he gave it some humpty",0
3,3,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, 1 wide and now the wide down the leg side",1st innings,Ajinkya Rahane,277916,,,0.3,wide,9,1,9/0,"Bresnan to PA Patel, 1 wide",,and now the wide down the leg side,0
4,4,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, no run this one seams away a touch, and beats Patel's defensive prod. The in-between length with not much room",1st innings,Ajinkya Rahane,277916,,,0.4,no run,9,0,9/0,"Bresnan to PA Patel, no run",,"this one seams away a touch, and beats Patel's defensive prod. The in-between length with not much room",0
5,5,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, 1 run and now he steers one to third man for a single",1st innings,Ajinkya Rahane,277916,,,0.5,run,10,1,10/0,"Bresnan to PA Patel, 1 run",,and now he steers one to third man for a single,0
6,6,Ajinkya Rahane,277916,Tim Bresnan,9310,"Bresnan to Rahane, no run nice swing now, the perfect stuff for the right-hand batsman, pitches middle and off, swings away, Rahane defends from the crease",1st innings,Parthiv Patel,32242,,,0.6,no run,10,0,10/0,"Bresnan to Rahane, no run",,"nice swing now, the perfect stuff for the right-hand batsman, pitches middle and off, swings away, Rahane defends from the crease",0
7,7,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, no run swings away from Patel, who chooses to watch it through to the keeper",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.1,no run,10,0,10/0,"Anderson to PA Patel, no run",,"swings away from Patel, who chooses to watch it through to the keeper",0
8,8,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, no run drives at this length ball, and the away swing beats the edge... watching out for the outswinger Parthiv",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.2,no run,10,0,10/0,"Anderson to PA Patel, no run",,"drives at this length ball, and the away swing beats the edge... watching out for the outswinger Parthiv",0
9,9,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, no run another inswinger, pitched outside leg, moving towards middle and off, flicked to square leg",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.3,no run,10,0,10/0,"Anderson to PA Patel, no run",,"another inswinger, pitched outside leg, moving towards middle and off, flicked to square leg",0
10,10,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, 2 runs short on the pads, pulled away emphatically, along the ground, gets a couple to wide of long leg",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.4,run,12,2,12/0,"Anderson to PA Patel, 2 runs",,"short on the pads, pulled away emphatically, along the ground, gets a couple to wide of long leg",0
11,11,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, no run good comeback, short of a length, pitches leg, nips away towards off. No room, and Patel can neither pull nor drive this",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.5,no run,12,0,12/0,"Anderson to PA Patel, no run",,"good comeback, short of a length, pitches leg, nips away towards off. No room, and Patel can neither pull nor drive this",0
12,12,Parthiv Patel,32242,James Anderson,8608,"Anderson to PA Patel, 1 run similar length, but slightly further outside off, steered away for a single",1st innings,Ajinkya Rahane,277916,Tim Bresnan,9310,1.6,run,13,1,13/0,"Anderson to PA Patel, 1 run",,"similar length, but slightly further outside off, steered away for a single",0
13,13,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, SIX runs little dynamo, incredible shot.... he has walked at Bresnan and flicked him for a six! The flick-pull, what wrists. Just charges at Bresnan and gets under this shortish delivery, hits the skirting at the midwicket boundary",1st innings,Ajinkya Rahane,277916,James Anderson,8608,2.1,six,19,6,19/0,"Bresnan to PA Patel, SIX runs",,"little dynamo, incredible shot.... he has walked at Bresnan and flicked him for a six! The flick-pull, what wrists. Just charges at Bresnan and gets under this shortish delivery, hits the skirting at the midwicket boundary",0
14,14,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, no run short of a length, angling in, cramps him up, defended to cover",1st innings,Ajinkya Rahane,277916,James Anderson,8608,2.2,no run,19,0,19/0,"Bresnan to PA Patel, no run",,"short of a length, angling in, cramps him up, defended to cover",0
15,15,Parthiv Patel,32242,Tim Bresnan,9310,"Bresnan to PA Patel, FOUR runs Patel is having a ball here! Steers this short-of-a-length delivery through the vacant second slip region. Delightfully late to open the face here",1st innings,Ajinkya Rahane,277916,James Anderson,8608,2.3,four,23,4,23/0,"Bresnan to PA Patel, FOUR runs",,Patel is having a ball here! Steers this short-of-a-length delivery through the vacant second slip region. Delightfully late to open the face here,0
