,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Ian Bell,9062,Mitchell Starc,311592,"Starc to Bell, OUT <b>gone first ball</b>, that's plumb from Mitchell Starc! Bell is trapped lbw right in front of the stumps, what a start from Starc. He swung the ball in from length, the seam facing leg slip, Bell wanted to defend without moving much and the ball came in to catch him right in front of the stumps. Boom!",1st innings,Moeen Ali,8917,,,0.1,out,0,0,0/1,"Starc to Bell, OUT",,"<b>gone first ball</b>, that's plumb from Mitchell Starc! Bell is trapped lbw right in front of the stumps, what a start from Starc. He swung the ball in from length, the seam facing leg slip, Bell wanted to defend without moving much and the ball came in to catch him right in front of the stumps. Boom!",1
1,2,James Taylor,297635,Mitchell Starc,311592,"Starc to Taylor, no run outside the off stump this time, Taylor goes across a bit and defends on the leg side",1st innings,Moeen Ali,8917,,,0.2,no run,0,0,0/1,"Starc to Taylor, no run",,"outside the off stump this time, Taylor goes across a bit and defends on the leg side",1
2,3,James Taylor,297635,Mitchell Starc,311592,"Starc to Taylor, OUT oh, one more, Starc's struck twice in three balls! Another one swinging in towards the stumps, this was fuller compared to the one Bell got, Taylor went back in the crease to clip the ball on the leg side but was beaten by the movement and struck in front of leg stump. Wasn't as plumb as Bell, but looked out",1st innings,Moeen Ali,8917,,,0.3,out,0,0,0/2,"Starc to Taylor, OUT",,"oh, one more, Starc's struck twice in three balls! Another one swinging in towards the stumps, this was fuller compared to the one Bell got, Taylor went back in the crease to clip the ball on the leg side but was beaten by the movement and struck in front of leg stump. Wasn't as plumb as Bell, but looked out",2
3,4,Joe Root,303669,Mitchell Starc,311592,"Starc to Root, no run bang on target again from Starc - middle-stump line for the length delivery and Root defends solidly",1st innings,Moeen Ali,8917,,,0.4,no run,0,0,0/2,"Starc to Root, no run",,bang on target again from Starc - middle-stump line for the length delivery and Root defends solidly,2
4,5,Joe Root,303669,Mitchell Starc,311592,"Starc to Root, FOUR runs too full way outside off and Root cashes in by just pushing it over backward point for four. He didn't drive it with a lot of power, but it timed it very well",1st innings,Moeen Ali,8917,,,0.5,four,4,4,4/2,"Starc to Root, FOUR runs",,"too full way outside off and Root cashes in by just pushing it over backward point for four. He didn't drive it with a lot of power, but it timed it very well",2
5,6,Joe Root,303669,Mitchell Starc,311592,"Starc to Root, no run outside off on length with the angle, Root defends on the off side",1st innings,Moeen Ali,8917,,,0.6,no run,4,0,4/2,"Starc to Root, no run",,"outside off on length with the angle, Root defends on the off side",2
6,6,Moeen Ali,8917,Pat Cummins,489889,"Cummins to Ali, 1 wide starts with a short and wide delivery down the leg side",1st innings,Joe Root,303669,Mitchell Starc,311592,1.0,wide,5,1,5/2,"Cummins to Ali, 1 wide",,starts with a short and wide delivery down the leg side,2
7,7,Moeen Ali,8917,Pat Cummins,489889,"Cummins to Ali, 1 run back of length just outside leg, clipped off the hips to the leg side and he's off the mark",1st innings,Joe Root,303669,Mitchell Starc,311592,1.1,run,6,1,6/2,"Cummins to Ali, 1 run",,"back of length just outside leg, clipped off the hips to the leg side and he's off the mark",2
8,8,Joe Root,303669,Pat Cummins,489889,"Cummins to Root, no run short and wide outside off, left alone",1st innings,Moeen Ali,8917,Mitchell Starc,311592,1.2,no run,6,0,6/2,"Cummins to Root, no run",,"short and wide outside off, left alone",2
9,9,Joe Root,303669,Pat Cummins,489889,"Cummins to Root, no run bit short and wide, Root steers it straight to point where Smith dives to his left to save a few runs",1st innings,Moeen Ali,8917,Mitchell Starc,311592,1.3,no run,6,0,6/2,"Cummins to Root, no run",,"bit short and wide, Root steers it straight to point where Smith dives to his left to save a few runs",2
