,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Sir Alastair Cook,11728,Iain Wardlaw,509107,"Wardlaw to Cook, no run on a length, at off stump, defended to the off side",1st innings,,,,,0.1,no run,0,0,0/0,"Wardlaw to Cook, no run",,"on a length, at off stump, defended to the off side",0
1,2,Sir Alastair Cook,11728,Iain Wardlaw,509107,"Wardlaw to Cook, 1 run touch shorter of a length, and straighter, Cook tucks it into midwicket to get England's 'new era' up and running",1st innings,,,,,0.2,run,1,1,1/0,"Wardlaw to Cook, 1 run",,"touch shorter of a length, and straighter, Cook tucks it into midwicket to get England's 'new era' up and running",0
2,3,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, FOUR runs touch of fortune for Bell, this nips back off the seam and takes a thick outside edge which scuttles past the stumps and beats short fine-leg",1st innings,Sir Alastair Cook,11728,,,0.3,four,5,4,5/0,"Wardlaw to Bell, FOUR runs",,"touch of fortune for Bell, this nips back off the seam and takes a thick outside edge which scuttles past the stumps and beats short fine-leg",0
3,4,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, no run gets a small stride forward and defends to the off side",1st innings,Sir Alastair Cook,11728,,,0.4,no run,5,0,5/0,"Wardlaw to Bell, no run",,gets a small stride forward and defends to the off side,0
4,5,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, no run full and straight, defended towards mid-on",1st innings,Sir Alastair Cook,11728,,,0.5,no run,5,0,5/0,"Wardlaw to Bell, no run",,"full and straight, defended towards mid-on",0
5,6,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, no run wider outside off, touch of swing, left alone",1st innings,Sir Alastair Cook,11728,,,1.0,no run,5,0,5/0,"Wardlaw to Bell, no run",,"wider outside off, touch of swing, left alone",0
6,7,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, no run back of a length, punched off the back foot to cover",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.1,no run,5,0,5/0,"Evans to Cook, no run",,"back of a length, punched off the back foot to cover",0
7,8,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, 2 runs drifts onto leg stump, whipped off the pads by Cook behind square on the leg side...outfield a little sluggish, no surprise, and deep square gets around",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.2,run,7,2,7/0,"Evans to Cook, 2 runs",,"drifts onto leg stump, whipped off the pads by Cook behind square on the leg side...outfield a little sluggish, no surprise, and deep square gets around",0
8,9,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, FOUR runs dragged down short, this time he gets the timing and the placement as he pulls it backward of square...just helped in around the corner, not enough pace to drop short",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.3,four,11,4,11/0,"Evans to Cook, FOUR runs",,"dragged down short, this time he gets the timing and the placement as he pulls it backward of square...just helped in around the corner, not enough pace to drop short",0
9,10,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, no run gets it fuller, cut into the off side",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.4,no run,11,0,11/0,"Evans to Cook, no run",,"gets it fuller, cut into the off side",0
10,10,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, 1 wide pushed down the leg side, Cook flicks but doesn't make contact...not a great start from Evans",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.4,wide,12,1,12/0,"Evans to Cook, 1 wide",,"pushed down the leg side, Cook flicks but doesn't make contact...not a great start from Evans",0
11,11,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, 1 run this is short of a length again, squats a little on Cook and doesn't quite come onto the bat but he watches it closely and pulls through midwicket",1st innings,Ian Bell,9062,Iain Wardlaw,509107,1.5,run,13,1,13/0,"Evans to Cook, 1 run",,"this is short of a length again, squats a little on Cook and doesn't quite come onto the bat but he watches it closely and pulls through midwicket",0
12,12,Ian Bell,9062,Alasdair Evans,399259,"Evans to Bell, 1 run starts to walk at the bowler, it's a length ball outside off, he opens the face and guides to third man",1st innings,Sir Alastair Cook,11728,Iain Wardlaw,509107,2.0,run,14,1,14/0,"Evans to Bell, 1 run",,"starts to walk at the bowler, it's a length ball outside off, he opens the face and guides to third man",0
13,13,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, no run good delivery, full on off stump, defended",1st innings,Sir Alastair Cook,11728,Alasdair Evans,399259,2.1,no run,14,0,14/0,"Wardlaw to Bell, no run",,"good delivery, full on off stump, defended",0
14,14,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, 1 run angled into the pads, clipped through midwicket but mid-on gets around to keep them to a single",1st innings,Sir Alastair Cook,11728,Alasdair Evans,399259,2.2,run,15,1,15/0,"Wardlaw to Bell, 1 run",,"angled into the pads, clipped through midwicket but mid-on gets around to keep them to a single",0
15,15,Sir Alastair Cook,11728,Iain Wardlaw,509107,"Wardlaw to Cook, no run good length on off stump, defended into the covers",1st innings,Ian Bell,9062,Alasdair Evans,399259,2.3,no run,15,0,15/0,"Wardlaw to Cook, no run",,"good length on off stump, defended into the covers",0
16,16,Sir Alastair Cook,11728,Iain Wardlaw,509107,"Wardlaw to Cook, 1 run neatly flicked off around middle stump into the square-leg area",1st innings,Ian Bell,9062,Alasdair Evans,399259,2.4,run,16,1,16/0,"Wardlaw to Cook, 1 run",,neatly flicked off around middle stump into the square-leg area,0
17,17,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, no run short of a length, Bell tries to open the face but can't beat backward point",1st innings,Sir Alastair Cook,11728,Alasdair Evans,399259,2.5,no run,16,0,16/0,"Wardlaw to Bell, no run",,"short of a length, Bell tries to open the face but can't beat backward point",0
18,18,Ian Bell,9062,Iain Wardlaw,509107,"Wardlaw to Bell, 2 runs nice use of the wrists, flicks it off the stumps and places it wide enough of deep square for a second",1st innings,Sir Alastair Cook,11728,Alasdair Evans,399259,3.0,run,18,2,18/0,"Wardlaw to Bell, 2 runs",,"nice use of the wrists, flicks it off the stumps and places it wide enough of deep square for a second",0
19,19,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, no run cut to backward point, good diving save...was quite tight to Cook and he couldn't quite free his arms",1st innings,Ian Bell,9062,Iain Wardlaw,509107,3.1,no run,18,0,18/0,"Evans to Cook, no run",,"cut to backward point, good diving save...was quite tight to Cook and he couldn't quite free his arms",0
20,20,Sir Alastair Cook,11728,Alasdair Evans,399259,"Evans to Cook, 1 run loses his length again, pulled down short, fetched in front of square by Cook",1st innings,Ian Bell,9062,Iain Wardlaw,509107,3.2,run,19,1,19/0,"Evans to Cook, 1 run",,"loses his length again, pulled down short, fetched in front of square by Cook",0
21,21,Ian Bell,9062,Alasdair Evans,399259,"Evans to Bell, FOUR runs nowt for short on here, Bell pulls behind square and beats the deep square fielder this time",1st innings,Sir Alastair Cook,11728,Iain Wardlaw,509107,3.3,four,23,4,23/0,"Evans to Bell, FOUR runs",,"nowt for short on here, Bell pulls behind square and beats the deep square fielder this time",0
