,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run good pace and swinging away. Karim watches on the front foot to leave it alone",1st innings,0.1,no run,0,0,0/0,"Goudie to Karim Sadiq, no run",,good pace and swinging away. Karim watches on the front foot to leave it alone,0
1,2,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run shorter and slower ball which surprises the batsmen with the extra bounce. It raps him on the gloves but drops well short of the slips",1st innings,0.2,no run,0,0,0/0,"Goudie to Karim Sadiq, no run",,shorter and slower ball which surprises the batsmen with the extra bounce. It raps him on the gloves but drops well short of the slips,0
2,3,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run blocked on the front foot to cover",1st innings,0.3,no run,0,0,0/0,"Goudie to Karim Sadiq, no run",,blocked on the front foot to cover,0
3,4,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run tries to work the straighter ball in to the leg-side and its off the pads",1st innings,0.4,no run,0,0,0/0,"Goudie to Karim Sadiq, no run",,tries to work the straighter ball in to the leg-side and its off the pads,0
4,5,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, 2 runs short and wide from Goudie, Karim hops up and cuts away about shoulder height down to third man",1st innings,0.5,run,2,2,2/0,"Goudie to Karim Sadiq, 2 runs",,"short and wide from Goudie, Karim hops up and cuts away about shoulder height down to third man",0
5,6,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run walks down the track to block to mid-on",1st innings,1.0,no run,2,0,2/0,"Goudie to Karim Sadiq, no run",,walks down the track to block to mid-on,0
6,7,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run over the stumps as the batsmen looks to play leg-side",1st innings,1.1,no run,2,0,2/0,"Parker to Noor Ali Zadran, no run",,over the stumps as the batsmen looks to play leg-side,0
7,7,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, 1 wide too far down leg this time",1st innings,1.1,wide,3,1,3/0,"Parker to Noor Ali Zadran, 1 wide",,too far down leg this time,0
8,8,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run off the pads and away to square leg",1st innings,1.2,no run,3,0,3/0,"Parker to Noor Ali Zadran, no run",,off the pads and away to square leg,0
9,9,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run straight once more and off the pads again. This time it looked good though and a big shot goes up. Noor Ali has to scramble back in his crease too to avoid getting run out",1st innings,1.3,no run,3,0,3/0,"Parker to Noor Ali Zadran, no run",,straight once more and off the pads again. This time it looked good though and a big shot goes up. Noor Ali has to scramble back in his crease too to avoid getting run out,0
10,10,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run keeps low and blocked away to short cover",1st innings,1.4,no run,3,0,3/0,"Parker to Noor Ali Zadran, no run",,keeps low and blocked away to short cover,0
11,11,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run persisting with the straight line and off the pads again. Another big shout goes up from the Scots but umpire Bagh says no",1st innings,1.5,no run,3,0,3/0,"Parker to Noor Ali Zadran, no run",,persisting with the straight line and off the pads again. Another big shout goes up from the Scots but umpire Bagh says no,0
12,12,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run blocked back to the bowler",1st innings,2.0,no run,3,0,3/0,"Parker to Noor Ali Zadran, no run",,blocked back to the bowler,0
13,13,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, no run good away swing and left alone",1st innings,2.1,no run,3,0,3/0,"Goudie to Karim Sadiq, no run",,good away swing and left alone,0
14,14,Karim Sadiq,319758,Gordon Goudie,25476,"Goudie to Karim Sadiq, OUT goes to drive in to the covers and makes good contact. It was hit low and hard but too close to Fraser Watts who makes a great reaction catch down low to his right",1st innings,2.2,out,3,0,3/1,"Goudie to Karim Sadiq, OUT",,goes to drive in to the covers and makes good contact. It was hit low and hard but too close to Fraser Watts who makes a great reaction catch down low to his right,1
15,15,Javed Ahmadi,308235,Gordon Goudie,25476,"Goudie to Javed Ahmadi, no run blocked back to the bowler",1st innings,2.3,no run,3,0,3/1,"Goudie to Javed Ahmadi, no run",,blocked back to the bowler,1
16,16,Javed Ahmadi,308235,Gordon Goudie,25476,"Goudie to Javed Ahmadi, no run flicked to square leg off the pads",1st innings,2.4,no run,3,0,3/1,"Goudie to Javed Ahmadi, no run",,flicked to square leg off the pads,1
17,17,Javed Ahmadi,308235,Gordon Goudie,25476,"Goudie to Javed Ahmadi, no run plays and misses at a tempting delivery",1st innings,2.5,no run,3,0,3/1,"Goudie to Javed Ahmadi, no run",,plays and misses at a tempting delivery,1
18,18,Javed Ahmadi,308235,Gordon Goudie,25476,"Goudie to Javed Ahmadi, no run leaves it alone this time after watching on the back foot, wicket maiden",1st innings,3.0,no run,3,0,3/1,"Goudie to Javed Ahmadi, no run",,"leaves it alone this time after watching on the back foot, wicket maiden",1
19,19,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run blocked down the pitch to mid-off",1st innings,3.1,no run,3,0,3/1,"Parker to Noor Ali Zadran, no run",,blocked down the pitch to mid-off,1
20,20,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, 1 run block and run to mid-on who's too far back to save a quick single",1st innings,3.2,run,4,1,4/1,"Parker to Noor Ali Zadran, 1 run",,block and run to mid-on who's too far back to save a quick single,1
21,21,Javed Ahmadi,308235,Matthew Parker,298197,"Parker to Javed Ahmadi, no run blocked to mid-off on the front foot",1st innings,3.3,no run,4,0,4/1,"Parker to Javed Ahmadi, no run",,blocked to mid-off on the front foot,1
22,22,Javed Ahmadi,308235,Matthew Parker,298197,"Parker to Javed Ahmadi, 2 runs blocked between cover and point and they run too. Good pace on to the bat from Parker but Ahmadi uses it to his advantage",1st innings,3.4,run,6,2,6/1,"Parker to Javed Ahmadi, 2 runs",,blocked between cover and point and they run too. Good pace on to the bat from Parker but Ahmadi uses it to his advantage,1
23,23,Javed Ahmadi,308235,Matthew Parker,298197,"Parker to Javed Ahmadi, 1 run clipped behind square leg for one",1st innings,3.5,run,7,1,7/1,"Parker to Javed Ahmadi, 1 run",,clipped behind square leg for one,1
24,24,Noor Ali Zadran,318340,Matthew Parker,298197,"Parker to Noor Ali Zadran, no run blocked to mid-on",1st innings,4.0,no run,7,0,7/1,"Parker to Noor Ali Zadran, no run",,blocked to mid-on,1
25,25,Javed Ahmadi,308235,Gordon Goudie,25476,"Goudie to Javed Ahmadi, OUT goes to work to short ball in to the leg-side with the pull shot but it goes straight towards Matty Parker at fine leg who takes a good catch just inside the rope",1st innings,4.1,out,7,0,7/2,"Goudie to Javed Ahmadi, OUT",,goes to work to short ball in to the leg-side with the pull shot but it goes straight towards Matty Parker at fine leg who takes a good catch just inside the rope,2
26,26,Mohammad Shahzad,419873,Gordon Goudie,25476,"Goudie to Mohammad Shahzad, no run blocked back to Goudie",1st innings,4.2,no run,7,0,7/2,"Goudie to Mohammad Shahzad, no run",,blocked back to Goudie,2
27,27,Mohammad Shahzad,419873,Gordon Goudie,25476,"Goudie to Mohammad Shahzad, no run off the pads to square leg",1st innings,4.3,no run,7,0,7/2,"Goudie to Mohammad Shahzad, no run",,off the pads to square leg,2
28,28,Mohammad Shahzad,419873,Gordon Goudie,25476,"Goudie to Mohammad Shahzad, SIX runs Shahzad not looking to hang about, a good length delivery but the batsmen opens his shoulder to carve to ball high over cover and the fielders, sailing over the rope for six!",1st innings,4.4,six,13,6,13/2,"Goudie to Mohammad Shahzad, SIX runs",,"Shahzad not looking to hang about, a good length delivery but the batsmen opens his shoulder to carve to ball high over cover and the fielders, sailing over the rope for six!",2
