,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tamim Iqbal,56194,Boyd Rankin,24599,"Rankin to Tamim Iqbal, 2 runs turned towards the midwicket boundary for a couple",1st innings,0.1,run,2,2,2/0,"Rankin to Tamim Iqbal, 2 runs",,turned towards the midwicket boundary for a couple,0
1,2,Tamim Iqbal,56194,Boyd Rankin,24599,"Rankin to Tamim Iqbal, no run pushed back to the bowler",1st innings,0.2,no run,2,0,2/0,"Rankin to Tamim Iqbal, no run",,pushed back to the bowler,0
2,3,Tamim Iqbal,56194,Boyd Rankin,24599,"Rankin to Tamim Iqbal, no run straight to mid-off",1st innings,0.3,no run,2,0,2/0,"Rankin to Tamim Iqbal, no run",,straight to mid-off,0
3,4,Tamim Iqbal,56194,Boyd Rankin,24599,"Rankin to Tamim Iqbal, 3 runs driven past the man at mid-on",1st innings,0.4,run,5,3,5/0,"Rankin to Tamim Iqbal, 3 runs",,driven past the man at mid-on,0
4,4,Imrul Kayes,280734,Boyd Rankin,24599,"Rankin to Imrul Kayes, 1 wide down leg side",1st innings,0.4,wide,6,1,6/0,"Rankin to Imrul Kayes, 1 wide",,down leg side,0
5,5,Imrul Kayes,280734,Boyd Rankin,24599,"Rankin to Imrul Kayes, 1 run ",1st innings,0.5,run,7,1,7/0,"Rankin to Imrul Kayes, 1 run",,,0
6,6,Tamim Iqbal,56194,Boyd Rankin,24599,"Rankin to Tamim Iqbal, no run appeal for lbw but the umpire is unmoved",1st innings,1.0,no run,7,0,7/0,"Rankin to Tamim Iqbal, no run",,appeal for lbw but the umpire is unmoved,0
7,7,Imrul Kayes,280734,Trent Johnston,6038,"Johnston to Imrul Kayes, FOUR runs lofted drive over the head of the man at mid-off",1st innings,1.1,four,11,4,11/0,"Johnston to Imrul Kayes, FOUR runs",,lofted drive over the head of the man at mid-off,0
8,8,Imrul Kayes,280734,Trent Johnston,6038,"Johnston to Imrul Kayes, no run pushed into the legside",1st innings,1.2,no run,11,0,11/0,"Johnston to Imrul Kayes, no run",,pushed into the legside,0
9,9,Imrul Kayes,280734,Trent Johnston,6038,"Johnston to Imrul Kayes, OUT fullish delivery popped up the bowler",1st innings,1.3,out,11,0,11/1,"Johnston to Imrul Kayes, OUT",,fullish delivery popped up the bowler,1
