,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kusal Perera,300631,Mohammad Irfan,429981,"Mohammad Irfan to Perera, no run eesh, you cant have that with a scary fast bowler. Back of a length ball, left alone bounces on its way through to the keeper",1st innings,0.1,no run,0,0,0/0,"Mohammad Irfan to Perera, no run",,"eesh, you cant have that with a scary fast bowler. Back of a length ball, left alone bounces on its way through to the keeper",0
1,2,Kusal Perera,300631,Mohammad Irfan,429981,"Mohammad Irfan to Perera, OUT so much for that. Dolly of a catch at cover and Kusal has to trudge off. Sucked into a flick because this was a fullish delivery angled in at him. But he has gone for the shot far too early. Leaps off the leading edge and settles snugly in the hands of Imad Wasim. Thats about as good as a bright and shiny welcome mat from the hosts to the visitors",1st innings,0.2,out,0,0,0/1,"Mohammad Irfan to Perera, OUT",,so much for that. Dolly of a catch at cover and Kusal has to trudge off. Sucked into a flick because this was a fullish delivery angled in at him. But he has gone for the shot far too early. Leaps off the leading edge and settles snugly in the hands of Imad Wasim. Thats about as good as a bright and shiny welcome mat from the hosts to the visitors,1
2,3,Tillakaratne Dilshan,48472,Mohammad Irfan,429981,"Mohammad Irfan to Dilshan, no run good length ball outside off, check driven to mid-off",1st innings,0.3,no run,0,0,0/1,"Mohammad Irfan to Dilshan, no run",,"good length ball outside off, check driven to mid-off",1
3,4,Tillakaratne Dilshan,48472,Mohammad Irfan,429981,"Mohammad Irfan to Dilshan, no run lots more flair in that. Saw red once the ball was given width and Dilshan flays it to point. MIght actually have hit that too hard for it to amount to anything",1st innings,0.4,no run,0,0,0/1,"Mohammad Irfan to Dilshan, no run",,lots more flair in that. Saw red once the ball was given width and Dilshan flays it to point. MIght actually have hit that too hard for it to amount to anything,1
4,5,Tillakaratne Dilshan,48472,Mohammad Irfan,429981,"Mohammad Irfan to Dilshan, 1 run looks for the yorker early, Dilshan watches it carefully and jams an open face down wide outside off to get himself and the team off the mark",1st innings,0.5,run,1,1,1/1,"Mohammad Irfan to Dilshan, 1 run",,"looks for the yorker early, Dilshan watches it carefully and jams an open face down wide outside off to get himself and the team off the mark",1
5,6,Lahiru Thirimanne,301236,Mohammad Irfan,429981,"Mohammad Irfan to Thirimanne, 1 run thats the favour returned. Irfan pops up a full toss to the nervous new batsman who calmly clips it to long leg to get off the mark.",1st innings,0.6,run,2,1,2/1,"Mohammad Irfan to Thirimanne, 1 run",,thats the favour returned. Irfan pops up a full toss to the nervous new batsman who calmly clips it to long leg to get off the mark.,1
6,7,Lahiru Thirimanne,301236,Anwar Ali,232491,"Anwar Ali to Thirimanne, 1 run defends under his eyes, but he did look a little gingerly doing so. Not much footwork, just put the bat in line of a shortish delivery on off stump and gets an inside edge behind square leg",1st innings,1.1,run,3,1,3/1,"Anwar Ali to Thirimanne, 1 run",,"defends under his eyes, but he did look a little gingerly doing so. Not much footwork, just put the bat in line of a shortish delivery on off stump and gets an inside edge behind square leg",1
7,8,Tillakaratne Dilshan,48472,Anwar Ali,232491,"Anwar Ali to Dilshan, no run good length ball on and around off stump, defended",1st innings,1.2,no run,3,0,3/1,"Anwar Ali to Dilshan, no run",,"good length ball on and around off stump, defended",1
8,9,Tillakaratne Dilshan,48472,Anwar Ali,232491,"Anwar Ali to Dilshan, FOUR runs thats sweet. All mid-on can do is fetch that back. It wasnt overpitched, but Dilshan is a lovely driver of the ball. Gets his weight into the shot and punches with a pristine, straight bat",1st innings,1.3,four,7,4,7/1,"Anwar Ali to Dilshan, FOUR runs",,"thats sweet. All mid-on can do is fetch that back. It wasnt overpitched, but Dilshan is a lovely driver of the ball. Gets his weight into the shot and punches with a pristine, straight bat",1
9,10,Tillakaratne Dilshan,48472,Anwar Ali,232491,"Anwar Ali to Dilshan, FOUR runs a little bit of an encore that! Anwar looks to keep the ball full, but his search for swing is in vain. Dilshan simple steps forward and drives through the line of a ball outside off. Beats cover and this outfield is rapid",1st innings,1.4,four,11,4,11/1,"Anwar Ali to Dilshan, FOUR runs",,"a little bit of an encore that! Anwar looks to keep the ball full, but his search for swing is in vain. Dilshan simple steps forward and drives through the line of a ball outside off. Beats cover and this outfield is rapid",1
