,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mohammad Hafeez,41434,Matt Henry,506612,"Henry to Mohammad Hafeez, 1 run easily clips this back of length delivery down to fine leg to get off the mark",1st innings,Ahmed Shehzad,259410,,,0.1,run,1,1,1/0,"Henry to Mohammad Hafeez, 1 run",,easily clips this back of length delivery down to fine leg to get off the mark,0
1,2,Ahmed Shehzad,259410,Matt Henry,506612,"Henry to Ahmed Shehzad, no run shuffles across and whips the length delivery to midwicket",1st innings,Mohammad Hafeez,41434,,,0.2,no run,1,0,1/0,"Henry to Ahmed Shehzad, no run",,shuffles across and whips the length delivery to midwicket,0
2,3,Ahmed Shehzad,259410,Matt Henry,506612,"Henry to Ahmed Shehzad, no run digs it in at short of length, the batsman stays back and defends",1st innings,Mohammad Hafeez,41434,,,0.3,no run,1,0,1/0,"Henry to Ahmed Shehzad, no run",,"digs it in at short of length, the batsman stays back and defends",0
3,4,Ahmed Shehzad,259410,Matt Henry,506612,"Henry to Ahmed Shehzad, no run another shortish delivery, keeps Shehzad on the back foot and he defends it to off",1st innings,Mohammad Hafeez,41434,,,0.4,no run,1,0,1/0,"Henry to Ahmed Shehzad, no run",,"another shortish delivery, keeps Shehzad on the back foot and he defends it to off",0
4,5,Ahmed Shehzad,259410,Matt Henry,506612,"Henry to Ahmed Shehzad, no run this one beats the outside the edge! It was similar sort of shortish length but this just flies past the bat, at a good heigh",1st innings,Mohammad Hafeez,41434,,,0.5,no run,1,0,1/0,"Henry to Ahmed Shehzad, no run",,"this one beats the outside the edge! It was similar sort of shortish length but this just flies past the bat, at a good heigh",0
5,6,Ahmed Shehzad,259410,Matt Henry,506612,"Henry to Ahmed Shehzad, OUT first full delivery fetches the wicket! What a blow. He was keeping the batsmen back  and slips in the fuller one to surprise Shehzad. The batsman was a touch slow to come forward and gives a simple chance to the keeper",1st innings,Mohammad Hafeez,41434,,,0.6,out,1,0,1/1,"Henry to Ahmed Shehzad, OUT",,first full delivery fetches the wicket! What a blow. He was keeping the batsmen back  and slips in the fuller one to surprise Shehzad. The batsman was a touch slow to come forward and gives a simple chance to the keeper,1
6,7,Mohammad Hafeez,41434,Mitchell McClenaghan,319439,"McClenaghan to Mohammad Hafeez, 1 run waits on the back foot and steers the length delivery through point. The fielder gets a hand to it to slow it down",1st innings,Younis Khan,43652,Matt Henry,506612,1.1,run,2,1,2/1,"McClenaghan to Mohammad Hafeez, 1 run",,waits on the back foot and steers the length delivery through point. The fielder gets a hand to it to slow it down,1
7,7,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, 1 no ball another one! Two ducks in the top order. The umpire takes ages to decide but it looked plumb the moment the ball thudded into the front pad. It was on the middle stump line and Younis just played down the wrong line.. Younis checks with his partner if he should review.. But hey hey hey.. <em>This is a huge no-ball</em>.. Funny.. Varun Aaron got David Warner bowled off a no-ball earlier.",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.1,no ball,3,1,3/1,"McClenaghan to Younis Khan, 1 no ball",,another one! Two ducks in the top order. The umpire takes ages to decide but it looked plumb the moment the ball thudded into the front pad. It was on the middle stump line and Younis just played down the wrong line.. Younis checks with his partner if he should review.. But hey hey hey.. <em>This is a huge no-ball</em>.. Funny.. Varun Aaron got David Warner bowled off a no-ball earlier.,1
8,8,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, 2 runs slower bouncer is the weapon of choice from the bowler. Younis is a touch surprised but manages to roll his wrist over that as he pulls this down to fine leg",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.2,run,5,2,5/1,"McClenaghan to Younis Khan, 2 runs",,slower bouncer is the weapon of choice from the bowler. Younis is a touch surprised but manages to roll his wrist over that as he pulls this down to fine leg,1
9,8,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, 1 wide back of length delivery but this is down the leg side",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.2,wide,6,1,6/1,"McClenaghan to Younis Khan, 1 wide",,back of length delivery but this is down the leg side,1
10,9,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, FOUR runs a very good delivery, swinging in from the middle stump, but an equally well-played shot! He gets in line and glances it fine on the leg side",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.3,four,10,4,10/1,"McClenaghan to Younis Khan, FOUR runs",,"a very good delivery, swinging in from the middle stump, but an equally well-played shot! He gets in line and glances it fine on the leg side",1
11,10,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, no run slower delivery on the stumps, Younis walks into this defensive shot",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.4,no run,10,0,10/1,"McClenaghan to Younis Khan, no run",,"slower delivery on the stumps, Younis walks into this defensive shot",1
12,10,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, 1 wide this is poor line! Way outside off",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.4,wide,11,1,11/1,"McClenaghan to Younis Khan, 1 wide",,this is poor line! Way outside off,1
13,11,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, no run back of length delivery on the stumps, the batsman defends it to the off side",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.5,no run,11,0,11/1,"McClenaghan to Younis Khan, no run",,"back of length delivery on the stumps, the batsman defends it to the off side",1
14,12,Younis Khan,43652,Mitchell McClenaghan,319439,"McClenaghan to Younis Khan, OUT that no-ball hasn't hurt much! There is no celebration from Mitch this time.. They are checking for a no-ball. Younis was stuck in the crease and pokes at an angled delivery, only manages to edge it to Taylor at first slip. This one's fine. Absolutely fine.",1st innings,Mohammad Hafeez,41434,Matt Henry,506612,1.6,out,11,0,11/2,"McClenaghan to Younis Khan, OUT",,"that no-ball hasn't hurt much! There is no celebration from Mitch this time.. They are checking for a no-ball. Younis was stuck in the crease and pokes at an angled delivery, only manages to edge it to Taylor at first slip. This one's fine. Absolutely fine.",2
15,13,Mohammad Hafeez,41434,Matt Henry,506612,"Henry to Mohammad Hafeez, no run quick back of length delivery, Hafeez jabs at it and pulls it straight to midwicket",1st innings,Asad Shafiq,316397,Mitchell McClenaghan,319439,2.1,no run,11,0,11/2,"Henry to Mohammad Hafeez, no run",,"quick back of length delivery, Hafeez jabs at it and pulls it straight to midwicket",2
