,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, no run right on target first up with one holding its line on off stump, Tharanga defends to the on side with a closed bat face",1st innings,0.1,no run,0,0,0/0,"Lee to Tharanga, no run",,"right on target first up with one holding its line on off stump, Tharanga defends to the on side with a closed bat face",0
1,2,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, no run has a waft at one leaving him with the angle, feet not moving yet, and is beaten",1st innings,0.2,no run,0,0,0/0,"Lee to Tharanga, no run",,"has a waft at one leaving him with the angle, feet not moving yet, and is beaten",0
2,3,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, no run tight line from Lee around off stump, Tharanga cautiously pats it away towards extra cover",1st innings,0.3,no run,0,0,0/0,"Lee to Tharanga, no run",,"tight line from Lee around off stump, Tharanga cautiously pats it away towards extra cover",0
3,4,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, no run Lee giving nothing away in terms of width, Tharanga tries to force him off the back foot but just manages to push to extra cover",1st innings,0.4,no run,0,0,0/0,"Lee to Tharanga, no run",,"Lee giving nothing away in terms of width, Tharanga tries to force him off the back foot but just manages to push to extra cover",0
4,5,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, FOUR runs Tharanga picks up the first boundary, just stands in the crease and pushes a length ball hard, and the timing is good enough to beat extra cover trying to cut it off to his left, there is no mid off",1st innings,0.5,four,4,4,4/0,"Lee to Tharanga, FOUR runs",,"Tharanga picks up the first boundary, just stands in the crease and pushes a length ball hard, and the timing is good enough to beat extra cover trying to cut it off to his left, there is no mid off",0
5,6,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, FOUR runs and again, a bit fuller from Lee, no movement, Tharanga hits it with a big straight followthrough through mid off",1st innings,0.6,four,8,4,8/0,"Lee to Tharanga, FOUR runs",,"and again, a bit fuller from Lee, no movement, Tharanga hits it with a big straight followthrough through mid off",0
6,7,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, no run and first ball Dilshan tries to clobber him through covers but gets nowhere near connecting one leaving him off a length",1st innings,1.1,no run,8,0,8/0,"Bollinger to Dilshan, no run",,and first ball Dilshan tries to clobber him through covers but gets nowhere near connecting one leaving him off a length,0
7,8,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, FOUR runs this time he gets four, very well played, he was starting to lunge at this fuller one with a big backlift, then saw it was better to hang the bat and push with an open face, and timed it past a diving Lee in to the third man boundary",1st innings,1.2,four,12,4,12/0,"Bollinger to Dilshan, FOUR runs",,"this time he gets four, very well played, he was starting to lunge at this fuller one with a big backlift, then saw it was better to hang the bat and push with an open face, and timed it past a diving Lee in to the third man boundary",0
8,9,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, FOUR runs another one, this one is in Dilshan's slot, Bollinger goes full, goes wide, Dilshan happily plonks front foot out and crashes it through the two men around point",1st innings,1.3,four,16,4,16/0,"Bollinger to Dilshan, FOUR runs",,"another one, this one is in Dilshan's slot, Bollinger goes full, goes wide, Dilshan happily plonks front foot out and crashes it through the two men around point",0
9,10,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, no run Dilshan is already in top gear, he looks to blast this one through extra cover, but Bollinger gets a bit of lift from a length and he is beaten",1st innings,1.4,no run,16,0,16/0,"Bollinger to Dilshan, no run",,"Dilshan is already in top gear, he looks to blast this one through extra cover, but Bollinger gets a bit of lift from a length and he is beaten",0
10,11,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, no run steepling bounce for Doug, close to off stump, Dilshan wisely lets it go",1st innings,1.5,no run,16,0,16/0,"Bollinger to Dilshan, no run",,"steepling bounce for Doug, close to off stump, Dilshan wisely lets it go",0
11,12,Tillakaratne Dilshan,48472,Doug Bollinger,4508,"Bollinger to Dilshan, no run now he serves up the fuller one with a bit of width for the drive, Dilshan goes after it but cannot connect",1st innings,1.6,no run,16,0,16/0,"Bollinger to Dilshan, no run",,"now he serves up the fuller one with a bit of width for the drive, Dilshan goes after it but cannot connect",0
12,13,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, no run plays out a length ball on the stumps towards short midwicket",1st innings,2.1,no run,16,0,16/0,"Lee to Tharanga, no run",,plays out a length ball on the stumps towards short midwicket,0
13,14,Upul Tharanga,50747,Brett Lee,6278,"Lee to Tharanga, 1 run quick single in front of cover as Tharanga taps a shortish one on the off side, Smith comes charging in and lobs the throw towards the stumps to have Dilshan going for the dive, but not before they collide and go sprawling on the ground, Smith looks a touch out of breath",1st innings,2.2,run,17,1,17/0,"Lee to Tharanga, 1 run",,"quick single in front of cover as Tharanga taps a shortish one on the off side, Smith comes charging in and lobs the throw towards the stumps to have Dilshan going for the dive, but not before they collide and go sprawling on the ground, Smith looks a touch out of breath",0
14,15,Tillakaratne Dilshan,48472,Brett Lee,6278,"Lee to Dilshan, no run driven off the backfoot to mid-off",1st innings,2.3,no run,17,0,17/0,"Lee to Dilshan, no run",,driven off the backfoot to mid-off,0
15,16,Tillakaratne Dilshan,48472,Brett Lee,6278,"Lee to Dilshan, no run goes for the whiplash pull off a marginally short ball, but cannot beat square leg",1st innings,2.4,no run,17,0,17/0,"Lee to Dilshan, no run",,"goes for the whiplash pull off a marginally short ball, but cannot beat square leg",0
16,17,Tillakaratne Dilshan,48472,Brett Lee,6278,"Lee to Dilshan, no run mistimes the shot as he looks to crash a length ball through cover, ball rolls away to shortish cover",1st innings,2.5,no run,17,0,17/0,"Lee to Dilshan, no run",,"mistimes the shot as he looks to crash a length ball through cover, ball rolls away to shortish cover",0
17,18,Tillakaratne Dilshan,48472,Brett Lee,6278,"Lee to Dilshan, no run goes for another big drive and mistimes a fuller delivery on to pad and to short cover",1st innings,2.6,no run,17,0,17/0,"Lee to Dilshan, no run",,goes for another big drive and mistimes a fuller delivery on to pad and to short cover,0
