,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, no run Panyangara starts with a full length delivery that curves in towards middle and leg, Porterfield nudging it gently out to the square leg fielder inside the ring",1st innings,,,,,0.1,no run,0,0,0/0,"Panyangara to Porterfield, no run",,"Panyangara starts with a full length delivery that curves in towards middle and leg, Porterfield nudging it gently out to the square leg fielder inside the ring",0
1,2,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, no run this one holds its line outside off, the Ireland captain raising his bat out of harm's way to let the ball through",1st innings,,,,,0.2,no run,0,0,0/0,"Panyangara to Porterfield, no run",,"this one holds its line outside off, the Ireland captain raising his bat out of harm's way to let the ball through",0
2,3,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, no run Well, there's definitely bounce and carry through to the keeper first up. Again Panyangara hits a length outside off, and Porterfield shoulders arms to the rising delivery",1st innings,,,,,0.3,no run,0,0,0/0,"Panyangara to Porterfield, no run",,"Well, there's definitely bounce and carry through to the keeper first up. Again Panyangara hits a length outside off, and Porterfield shoulders arms to the rising delivery",0
3,4,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, no run the bowler goes a little fuller on the same line, Porterfield pressing forward but aiming his checked drive straight at Raza at extra cover",1st innings,,,,,0.4,no run,0,0,0/0,"Panyangara to Porterfield, no run",,"the bowler goes a little fuller on the same line, Porterfield pressing forward but aiming his checked drive straight at Raza at extra cover",0
4,5,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, no run Panyangara adjusts his length to rule out the drive, but sticks to the same line on or around off stump. This one is dead-batted towards point.",1st innings,,,,,0.5,no run,0,0,0/0,"Panyangara to Porterfield, no run",,"Panyangara adjusts his length to rule out the drive, but sticks to the same line on or around off stump. This one is dead-batted towards point.",0
5,6,William Porterfield,24611,Tinashe Panyangara,55705,"Panyangara to Porterfield, FOUR runs no dead bat this time! Panyangara goes too full outside off stump and Porterfield leans into a firm drive, the ball racing through the off side field for the first boundary of the morning",1st innings,Paul Stirling,303427,,,1.0,four,4,4,4/0,"Panyangara to Porterfield, FOUR runs",,"no dead bat this time! Panyangara goes too full outside off stump and Porterfield leans into a firm drive, the ball racing through the off side field for the first boundary of the morning",0
6,7,Paul Stirling,303427,Luke Jongwe,541224,"Jongwe to Stirling, FOUR runs poor line to start with from Jongwe, slipping towards leg stump, and Stirling accepts the gift. He turns his bat over a leg-stump half volley to collect four runs to wide long on",1st innings,William Porterfield,24611,Tinashe Panyangara,55705,1.1,four,8,4,8/0,"Jongwe to Stirling, FOUR runs",,"poor line to start with from Jongwe, slipping towards leg stump, and Stirling accepts the gift. He turns his bat over a leg-stump half volley to collect four runs to wide long on",0
7,8,Paul Stirling,303427,Luke Jongwe,541224,"Jongwe to Stirling, FOUR runs and another! Much too full once again from Jongwe, but this time on the off side. Stirling steps right to the pitch and crunches a drive to the extra over boundary",1st innings,William Porterfield,24611,Tinashe Panyangara,55705,1.2,four,12,4,12/0,"Jongwe to Stirling, FOUR runs",,"and another! Much too full once again from Jongwe, but this time on the off side. Stirling steps right to the pitch and crunches a drive to the extra over boundary",0
8,9,Paul Stirling,303427,Luke Jongwe,541224,"Jongwe to Stirling, 1 run Jongwe pulls his length back, but the line is still off. Stirling rides the bounce to nudge a single off his hip, the fielder at fine leg cleaning up as they are kept to one",1st innings,William Porterfield,24611,Tinashe Panyangara,55705,1.3,run,13,1,13/0,"Jongwe to Stirling, 1 run",,"Jongwe pulls his length back, but the line is still off. Stirling rides the bounce to nudge a single off his hip, the fielder at fine leg cleaning up as they are kept to one",0
9,10,William Porterfield,24611,Luke Jongwe,541224,"Jongwe to Porterfield, no run very full indeed once again from Jongwe. It's hard to tell whether he's searching for swing or trying to york the batsman. Porterfield digs the ball out to the fielder at extra cover inside the ring",1st innings,Paul Stirling,303427,Tinashe Panyangara,55705,1.4,no run,13,0,13/0,"Jongwe to Porterfield, no run",,very full indeed once again from Jongwe. It's hard to tell whether he's searching for swing or trying to york the batsman. Porterfield digs the ball out to the fielder at extra cover inside the ring,0
