,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run 138 kph, a little wayward by his standards as the full length ball carries with it so much room that the batsman has no trouble leaving it alone",1st innings,0.1,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,"138 kph, a little wayward by his standards as the full length ball carries with it so much room that the batsman has no trouble leaving it alone",0
1,2,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run back of a length on off stump and he goes slightly back and defends it into the on side",1st innings,0.2,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,back of a length on off stump and he goes slightly back and defends it into the on side,0
2,3,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run rises after pitching, but Jamshed has seen this good length ball pitching outside off and wants nothing to do with it",1st innings,0.3,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,"rises after pitching, but Jamshed has seen this good length ball pitching outside off and wants nothing to do with it",0
3,4,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run too wide outside off and left alone again. Steyn returns to the top of his mark after a lingering little stare.",1st innings,0.4,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,too wide outside off and left alone again. Steyn returns to the top of his mark after a lingering little stare.,0
4,5,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run much tighter as the full length ball is on off stump and Jamshed moves forward to block",1st innings,0.5,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,much tighter as the full length ball is on off stump and Jamshed moves forward to block,0
5,6,Nasir Jamshed,42321,Dale Steyn,47492,"Steyn to Nasir Jamshed, no run 141 kph, just short of a good length and this time he is only a shade outside off as Jamshed's feet stay put as he punches to mid-off",1st innings,0.6,no run,0,0,0/0,"Steyn to Nasir Jamshed, no run",,"141 kph, just short of a good length and this time he is only a shade outside off as Jamshed's feet stay put as he punches to mid-off",0
6,7,Ahmed Shehzad,259410,Vernon Philander,46945,"Philander to Ahmed Shehzad, no run lovely shape straight away as the fullish ball swerves towards the two slips after pitching on and around the off stump. Left alone",1st innings,1.1,no run,0,0,0/0,"Philander to Ahmed Shehzad, no run",,lovely shape straight away as the fullish ball swerves towards the two slips after pitching on and around the off stump. Left alone,0
7,8,Ahmed Shehzad,259410,Vernon Philander,46945,"Philander to Ahmed Shehzad, no run shuffles around in his crease butthe bowler is unperturbed as he invests in another lovely, full length outswinger",1st innings,1.2,no run,0,0,0/0,"Philander to Ahmed Shehzad, no run",,"shuffles around in his crease butthe bowler is unperturbed as he invests in another lovely, full length outswinger",0
8,9,Ahmed Shehzad,259410,Vernon Philander,46945,"Philander to Ahmed Shehzad, 2 runs this doesn't swing and is on the pads as Shehzad pushes it away through midwicket to get off the mark",1st innings,1.3,run,2,2,2/0,"Philander to Ahmed Shehzad, 2 runs",,this doesn't swing and is on the pads as Shehzad pushes it away through midwicket to get off the mark,0
9,10,Ahmed Shehzad,259410,Vernon Philander,46945,"Philander to Ahmed Shehzad, no run gets right behind that back of a length ball on off stump and presents a dead straight bat",1st innings,1.4,no run,2,0,2/0,"Philander to Ahmed Shehzad, no run",,gets right behind that back of a length ball on off stump and presents a dead straight bat,0
