,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,William Porterfield,24611,Brad Wheal,807535,"Wheal to Porterfield, no run floated full on middle, Porterfield replies with a defensive push to mid-on",1st innings,Paul Stirling,303427,,,0.1,no run,0,0,0/0,"Wheal to Porterfield, no run",,"floated full on middle, Porterfield replies with a defensive push to mid-on",0
1,2,William Porterfield,24611,Brad Wheal,807535,"Wheal to Porterfield, 1 run straying into the pads, hint of inswing for Wheal, neatly picked off to long leg off the back foot for a single",1st innings,Paul Stirling,303427,,,0.2,run,1,1,1/0,"Wheal to Porterfield, 1 run",,"straying into the pads, hint of inswing for Wheal, neatly picked off to long leg off the back foot for a single",0
2,3,Paul Stirling,303427,Brad Wheal,807535,"Wheal to Stirling, no run shorter and slanting in from over the stumps, Stirling prods to the leg side via an inside edge",1st innings,William Porterfield,24611,,,0.3,no run,1,0,1/0,"Wheal to Stirling, no run",,"shorter and slanting in from over the stumps, Stirling prods to the leg side via an inside edge",0
3,4,Paul Stirling,303427,Brad Wheal,807535,"Wheal to Stirling, no run Wheal hits an in-between length now - neither driveable nor pullable - dabbed to the leg side",1st innings,William Porterfield,24611,,,0.4,no run,1,0,1/0,"Wheal to Stirling, no run",,Wheal hits an in-between length now - neither driveable nor pullable - dabbed to the leg side,0
4,5,Paul Stirling,303427,Brad Wheal,807535,"Wheal to Stirling, no run on a length and outside off, Stirling drags himself forward and drives on the up to the left of mid-off",1st innings,William Porterfield,24611,,,0.5,no run,1,0,1/0,"Wheal to Stirling, no run",,"on a length and outside off, Stirling drags himself forward and drives on the up to the left of mid-off",0
5,6,Paul Stirling,303427,Brad Wheal,807535,"Wheal to Stirling, OUT Wheal swoops in from his followthrough and clings onto a sharp return catch. He claims the catch and the finger goes up. He sends Stirling packing for a duck. This was an excellent delivery: a length ball that nips back in from outside off. Stirling presses forward to defend. Instead, he inside-edges it onto his thigh pad. The ball pops up, Wheal dives forward and snaffles it. Great reflexes shown by the bowler",1st innings,William Porterfield,24611,,,0.6,out,1,0,1/1,"Wheal to Stirling, OUT",,"Wheal swoops in from his followthrough and clings onto a sharp return catch. He claims the catch and the finger goes up. He sends Stirling packing for a duck. This was an excellent delivery: a length ball that nips back in from outside off. Stirling presses forward to defend. Instead, he inside-edges it onto his thigh pad. The ball pops up, Wheal dives forward and snaffles it. Great reflexes shown by the bowler",1
6,7,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, 1 run worked off the pads through square leg",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,1.1,run,2,1,2/1,"Sharif to Porterfield, 1 run",,worked off the pads through square leg,1
7,8,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, no run full and outside off, no shot",1st innings,William Porterfield,24611,Brad Wheal,807535,1.2,no run,2,0,2/1,"Sharif to Balbirnie, no run",,"full and outside off, no shot",1
8,9,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, no run back of a length and nipping away outside off, <strong>skips past the outside edge</strong>",1st innings,William Porterfield,24611,Brad Wheal,807535,1.3,no run,2,0,2/1,"Sharif to Balbirnie, no run",,"back of a length and nipping away outside off, <strong>skips past the outside edge</strong>",1
9,10,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, 1 run full and outside off, tapped into the covers off the front foot",1st innings,William Porterfield,24611,Brad Wheal,807535,1.4,run,3,1,3/1,"Sharif to Balbirnie, 1 run",,"full and outside off, tapped into the covers off the front foot",1
10,11,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, no run full and running away outside off with the angle from over the wicket, Porterfield hangs his bat out and watches the ball beat the outside edge. The white thing is darting around under overcast skies",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,1.5,no run,3,0,3/1,"Sharif to Porterfield, no run",,"full and running away outside off with the angle from over the wicket, Porterfield hangs his bat out and watches the ball beat the outside edge. The white thing is darting around under overcast skies",1
11,12,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, no run shorter and thuds into the top of the bat. The batsman did well to loosen his grip",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,1.6,no run,3,0,3/1,"Sharif to Porterfield, no run",,shorter and thuds into the top of the bat. The batsman did well to loosen his grip,1
12,13,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run full and outside off, presses forward and drives to cover",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.1,no run,3,0,3/1,"Wheal to Balbirnie, no run",,"full and outside off, presses forward and drives to cover",1
13,14,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run very full, and swinging in, Balbirnie plays around his front pad and is hit on the front pad below the knee-roll in line with middle. Umpire Wilson shoots down the appeal. That appeared very adjacent but Wilson perhaps thought it was heading down leg. <b>Big reprieve for Balbirnie</b>",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.2,no run,3,0,3/1,"Wheal to Balbirnie, no run",,"very full, and swinging in, Balbirnie plays around his front pad and is hit on the front pad below the knee-roll in line with middle. Umpire Wilson shoots down the appeal. That appeared very adjacent but Wilson perhaps thought it was heading down leg. <b>Big reprieve for Balbirnie</b>",1
14,15,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, 2 runs full and straight, clipped through midwicket. <b>Balbirnie passes 1000 runs in ODIs</b>",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.3,run,5,2,5/1,"Wheal to Balbirnie, 2 runs",,"full and straight, clipped through midwicket. <b>Balbirnie passes 1000 runs in ODIs</b>",1
15,16,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run full and outside off, no shot",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.4,no run,5,0,5/1,"Wheal to Balbirnie, no run",,"full and outside off, no shot",1
16,17,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run ",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.5,no run,5,0,5/1,"Wheal to Balbirnie, no run",,,1
17,18,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, FOUR runs full and angling into a push straight of mid-off. Excellent timing, and that's the first boundary of the match",1st innings,William Porterfield,24611,Safyaan Sharif,414970,2.6,four,9,4,9/1,"Wheal to Balbirnie, FOUR runs",,"full and angling into a push straight of mid-off. Excellent timing, and that's the first boundary of the match",1
18,19,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, 1 run tucked off the pads to fine leg",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,3.1,run,10,1,10/1,"Sharif to Porterfield, 1 run",,tucked off the pads to fine leg,1
19,20,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, no run back of a length and outside off, ignored",1st innings,William Porterfield,24611,Brad Wheal,807535,3.2,no run,10,0,10/1,"Sharif to Balbirnie, no run",,"back of a length and outside off, ignored",1
20,21,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, no run full and outside off, left alone",1st innings,William Porterfield,24611,Brad Wheal,807535,3.3,no run,10,0,10/1,"Sharif to Balbirnie, no run",,"full and outside off, left alone",1
21,22,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, 1 run shorter and outside off, gets on top of the bounce and punches to cover",1st innings,William Porterfield,24611,Brad Wheal,807535,3.4,run,11,1,11/1,"Sharif to Balbirnie, 1 run",,"shorter and outside off, gets on top of the bounce and punches to cover",1
22,23,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, no run back of a length and angling across off, ignored",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,3.5,no run,11,0,11/1,"Sharif to Porterfield, no run",,"back of a length and angling across off, ignored",1
23,24,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, no run yorker on off stump, jabbed back to the bowler",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,3.6,no run,11,0,11/1,"Sharif to Porterfield, no run",,"yorker on off stump, jabbed back to the bowler",1
24,25,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run short and outside off, gets on top of the bounce and guides to backward point",1st innings,William Porterfield,24611,Safyaan Sharif,414970,4.1,no run,11,0,11/1,"Wheal to Balbirnie, no run",,"short and outside off, gets on top of the bounce and guides to backward point",1
25,26,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, no run back of a length and angling into a forward-defensive push",1st innings,William Porterfield,24611,Safyaan Sharif,414970,4.2,no run,11,0,11/1,"Wheal to Balbirnie, no run",,back of a length and angling into a forward-defensive push,1
26,27,Andy Balbirnie,303423,Brad Wheal,807535,"Wheal to Balbirnie, 1 run full and straight, bunted to the right of short midwicket",1st innings,William Porterfield,24611,Safyaan Sharif,414970,4.3,run,12,1,12/1,"Wheal to Balbirnie, 1 run",,"full and straight, bunted to the right of short midwicket",1
27,28,William Porterfield,24611,Brad Wheal,807535,"Wheal to Porterfield, SIX runs short and into the rib cage, Porterfield is beaten for pace and sends a top edge fluttering over long leg for a six",1st innings,Andy Balbirnie,303423,Safyaan Sharif,414970,4.4,six,18,6,18/1,"Wheal to Porterfield, SIX runs",,"short and into the rib cage, Porterfield is beaten for pace and sends a top edge fluttering over long leg for a six",1
28,29,William Porterfield,24611,Brad Wheal,807535,"Wheal to Porterfield, no run full and angling away outside off, left alone",1st innings,Andy Balbirnie,303423,Safyaan Sharif,414970,4.5,no run,18,0,18/1,"Wheal to Porterfield, no run",,"full and angling away outside off, left alone",1
29,30,William Porterfield,24611,Brad Wheal,807535,"Wheal to Porterfield, no run back of a length on middle, defended",1st innings,Andy Balbirnie,303423,Safyaan Sharif,414970,4.6,no run,18,0,18/1,"Wheal to Porterfield, no run",,"back of a length on middle, defended",1
30,31,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, 2 runs back of a length and outside off, reaches out for the ball and punches it through the gap at backward point",1st innings,William Porterfield,24611,Brad Wheal,807535,5.1,run,20,2,20/1,"Sharif to Balbirnie, 2 runs",,"back of a length and outside off, reaches out for the ball and punches it through the gap at backward point",1
31,32,Andy Balbirnie,303423,Safyaan Sharif,414970,"Sharif to Balbirnie, 3 runs slightly overpitched and outside off, Balbirnie leans into it and caresses a cover drive",1st innings,William Porterfield,24611,Brad Wheal,807535,5.2,run,23,3,23/1,"Sharif to Balbirnie, 3 runs",,"slightly overpitched and outside off, Balbirnie leans into it and caresses a cover drive",1
32,33,William Porterfield,24611,Safyaan Sharif,414970,"Sharif to Porterfield, no run back of a length and zipping away outside off, left alone",1st innings,Andy Balbirnie,303423,Brad Wheal,807535,5.3,no run,23,0,23/1,"Sharif to Porterfield, no run",,"back of a length and zipping away outside off, left alone",1
