,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Matthew Wade,230193,Lasith Malinga,49758,"Malinga to Wade, no run almost a yorker to start off, up there at 140 kph just outside off. Wade digs it out.",1st innings,0.1,no run,0,0,0/0,"Malinga to Wade, no run",,"almost a yorker to start off, up there at 140 kph just outside off. Wade digs it out.",0
1,2,Matthew Wade,230193,Lasith Malinga,49758,"Malinga to Wade, 1 run Wade's away with a tucked single to midwicket. Malinga goes too straight and Wade pushes to midwicket and takes off. Surprise, surprise, Chandimal missed the stumps..",1st innings,0.2,run,1,1,1/0,"Malinga to Wade, 1 run",,"Wade's away with a tucked single to midwicket. Malinga goes too straight and Wade pushes to midwicket and takes off. Surprise, surprise, Chandimal missed the stumps..",0
2,3,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run back of a length to Warner, which is wise. Warner stays back and defends to the off side.",1st innings,0.3,no run,1,0,1/0,"Malinga to Warner, no run",,"back of a length to Warner, which is wise. Warner stays back and defends to the off side.",0
3,4,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run keeps it short of a length and cuts it away. Warner opens the face and guides it square.",1st innings,0.4,no run,1,0,1/0,"Malinga to Warner, no run",,keeps it short of a length and cuts it away. Warner opens the face and guides it square.,0
4,5,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run and again, Warner stays back in the crease and blocks to cover. Looking to build a long innings?",1st innings,0.5,no run,1,0,1/0,"Malinga to Warner, no run",,"and again, Warner stays back in the crease and blocks to cover. Looking to build a long innings?",0
5,6,David Warner,219889,Lasith Malinga,49758,"Malinga to Warner, no run fuller length, defended to the off side off the front foot to end the over. Solid start from Lasith.",1st innings,0.6,no run,1,0,1/0,"Malinga to Warner, no run",,"fuller length, defended to the off side off the front foot to end the over. Solid start from Lasith.",0
6,7,Matthew Wade,230193,Nuwan Kulasekara,49535,"Kulasekara to Wade, no run short of a length and angled across at a friendly pace. Wade resists having a jab at it.",1st innings,1.1,no run,1,0,1/0,"Kulasekara to Wade, no run",,short of a length and angled across at a friendly pace. Wade resists having a jab at it.,0
7,8,Matthew Wade,230193,Nuwan Kulasekara,49535,"Kulasekara to Wade, no run that kicks up from short of a length and jags away off the seam. Wade defends from the crease.",1st innings,1.2,no run,1,0,1/0,"Kulasekara to Wade, no run",,that kicks up from short of a length and jags away off the seam. Wade defends from the crease.,0
8,9,Matthew Wade,230193,Nuwan Kulasekara,49535,"Kulasekara to Wade, no run another leave outside off as Kula seams it away beautifully.",1st innings,1.3,no run,1,0,1/0,"Kulasekara to Wade, no run",,another leave outside off as Kula seams it away beautifully.,0
9,10,Matthew Wade,230193,Nuwan Kulasekara,49535,"Kulasekara to Wade, FOUR runs width and Wade's away. He camps back in the crease and forces it through the covers for a boundary. Is this outfield quick or what!",1st innings,1.4,four,5,4,5/0,"Kulasekara to Wade, FOUR runs",,width and Wade's away. He camps back in the crease and forces it through the covers for a boundary. Is this outfield quick or what!,0
