,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, FOUR runs short of length outside off, Perera cuts it off the backfoot between point and cover point for four",1st innings,0.1,four,4,4,4/0,"Al-Amin Hossain to MDKJ Perera, FOUR runs",,"short of length outside off, Perera cuts it off the backfoot between point and cover point for four",0
1,2,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, no run short of length and angled across outside off, punched to cover",1st innings,0.2,no run,4,0,4/0,"Al-Amin Hossain to MDKJ Perera, no run",,"short of length and angled across outside off, punched to cover",0
2,3,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, no run further outside off and swinging away, Perera leaves it this time",1st innings,0.3,no run,4,0,4/0,"Al-Amin Hossain to MDKJ Perera, no run",,"further outside off and swinging away, Perera leaves it this time",0
3,4,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, no run beats the bat by coming closer to off stump, Perera drove and missed",1st innings,0.4,no run,4,0,4/0,"Al-Amin Hossain to MDKJ Perera, no run",,"beats the bat by coming closer to off stump, Perera drove and missed",0
4,5,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, FOUR runs in the air and it's wide of mid-off. Al Amin pitched it short and wide, giving Perera lots of room to fee his arms and he slapped it between cover and mid-off for four",1st innings,0.5,four,8,4,8/0,"Al-Amin Hossain to MDKJ Perera, FOUR runs",,"in the air and it's wide of mid-off. Al Amin pitched it short and wide, giving Perera lots of room to fee his arms and he slapped it between cover and mid-off for four",0
5,6,Kusal Perera,300631,Al-Amin Hossain,511532,"Al-Amin Hossain to MDKJ Perera, no run length delivery outside off, Perera leans forward and leaves",1st innings,0.6,no run,8,0,8/0,"Al-Amin Hossain to MDKJ Perera, no run",,"length delivery outside off, Perera leans forward and leaves",0
6,7,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, 1 run angled in sharply into Dilshan, he tucks it to midwicket for a quick single",1st innings,1.1,run,9,1,9/0,"Rubel Hossain to Dilshan, 1 run",,"angled in sharply into Dilshan, he tucks it to midwicket for a quick single",0
7,8,Kusal Perera,300631,Rubel Hossain,300619,"Rubel Hossain to MDKJ Perera, no run back of length outside off with some extra bounce, Perera cuts but misses",1st innings,1.2,no run,9,0,9/0,"Rubel Hossain to MDKJ Perera, no run",,"back of length outside off with some extra bounce, Perera cuts but misses",0
8,9,Kusal Perera,300631,Rubel Hossain,300619,"Rubel Hossain to MDKJ Perera, 1 run bowls it into the pads and Perera helps it to fine leg for one",1st innings,1.3,run,10,1,10/0,"Rubel Hossain to MDKJ Perera, 1 run",,bowls it into the pads and Perera helps it to fine leg for one,0
9,10,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, no run fuller and wider outside off, Dilshan goes for it with a big drive and misses",1st innings,1.4,no run,10,0,10/0,"Rubel Hossain to Dilshan, no run",,"fuller and wider outside off, Dilshan goes for it with a big drive and misses",0
