,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Ajinkya Rahane,277916,Dhammika Prasad,50163,"Prasad to Rahane, 1 run starts with a short ball angling in towards Rahane, he stays back and gets a glove while trying to fend it on the leg side",1st innings,0.1,run,1,1,1/0,"Prasad to Rahane, 1 run",,"starts with a short ball angling in towards Rahane, he stays back and gets a glove while trying to fend it on the leg side",0
1,2,Shikhar Dhawan,28235,Dhammika Prasad,50163,"Prasad to Dhawan, no run <b>beaten</b>! Superb swing from the short of length delivery from outside leg, Dhawan opened the face of the bat and was squared up completely",1st innings,0.2,no run,1,0,1/0,"Prasad to Dhawan, no run",,"<b>beaten</b>! Superb swing from the short of length delivery from outside leg, Dhawan opened the face of the bat and was squared up completely",0
2,3,Shikhar Dhawan,28235,Dhammika Prasad,50163,"Prasad to Dhawan, 1 leg bye down the leg side this time without any swing, off the pad down to fine leg",1st innings,0.3,leg bye,2,1,2/0,"Prasad to Dhawan, 1 leg bye",,"down the leg side this time without any swing, off the pad down to fine leg",0
3,4,Ajinkya Rahane,277916,Dhammika Prasad,50163,"Prasad to Rahane, no run swinging way from length well outside off, Rahane lets it go",1st innings,0.4,no run,2,0,2/0,"Prasad to Rahane, no run",,"swinging way from length well outside off, Rahane lets it go",0
4,4,Ajinkya Rahane,277916,Dhammika Prasad,50163,"Prasad to Rahane, 1 wide swings it away from outside off again, wide this time",1st innings,0.4,wide,3,1,3/0,"Prasad to Rahane, 1 wide",,"swings it away from outside off again, wide this time",0
5,5,Ajinkya Rahane,277916,Dhammika Prasad,50163,"Prasad to Rahane, no run angled in towards Rahane now, touch shorter and he defends in on off",1st innings,0.5,no run,3,0,3/0,"Prasad to Rahane, no run",,"angled in towards Rahane now, touch shorter and he defends in on off",0
6,6,Ajinkya Rahane,277916,Dhammika Prasad,50163,"Prasad to Rahane, no run straight delivery well outside off, left alone easily",1st innings,0.6,no run,3,0,3/0,"Prasad to Rahane, no run",,"straight delivery well outside off, left alone easily",0
7,7,Shikhar Dhawan,28235,Lahiru Gamage,268845,"Gamage to Dhawan, no run 128.7kph, swinging away after pitching on back of length outside off, Dhawan punches it to cover point",1st innings,1.1,no run,3,0,3/0,"Gamage to Dhawan, no run",,"128.7kph, swinging away after pitching on back of length outside off, Dhawan punches it to cover point",0
8,8,Shikhar Dhawan,28235,Lahiru Gamage,268845,"Gamage to Dhawan, no run swing again. Pitched it on middle and leg, it was swinging away from Dhawan and he left it dangerously",1st innings,1.2,no run,3,0,3/0,"Gamage to Dhawan, no run",,"swing again. Pitched it on middle and leg, it was swinging away from Dhawan and he left it dangerously",0
9,9,Shikhar Dhawan,28235,Lahiru Gamage,268845,"Gamage to Dhawan, no run swinging away again, it was a touch fuller and Dhawan pushed it back to the bowler",1st innings,1.3,no run,3,0,3/0,"Gamage to Dhawan, no run",,"swinging away again, it was a touch fuller and Dhawan pushed it back to the bowler",0
10,10,Shikhar Dhawan,28235,Lahiru Gamage,268845,"Gamage to Dhawan, no run <b>edged</b> and it reaches Sanga after a bounce! It was shaping away from Dhawan, he cut the ball off the back foot and a bottom edge bounced before reaching the keeper",1st innings,1.4,no run,3,0,3/0,"Gamage to Dhawan, no run",,"<b>edged</b> and it reaches Sanga after a bounce! It was shaping away from Dhawan, he cut the ball off the back foot and a bottom edge bounced before reaching the keeper",0
