,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run pushed through outside off. We're underway here at Mannofield in the final game of this ICC CWC League 2 series.",1st innings,0.1,no run,0,0,0/0,"Bilal Khan to Ura, no run",,pushed through outside off. We're underway here at Mannofield in the final game of this ICC CWC League 2 series.,0
1,2,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run big swing outside the off stump.",1st innings,0.2,no run,0,0,0/0,"Bilal Khan to Ura, no run",,big swing outside the off stump.,0
2,3,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run pushed to the leg side.",1st innings,0.3,no run,0,0,0/0,"Bilal Khan to Ura, no run",,pushed to the leg side.,0
3,4,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run big LBW appeal from Bilal as Ura goes back in his crease.",1st innings,0.4,no run,0,0,0/0,"Bilal Khan to Ura, no run",,big LBW appeal from Bilal as Ura goes back in his crease.,0
4,5,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run more appealing as Ura looks for the outside edge.",1st innings,0.5,no run,0,0,0/0,"Bilal Khan to Ura, no run",,more appealing as Ura looks for the outside edge.,0
5,6,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run defended straight. Maiden over to us get us started.",1st innings,1.0,no run,0,0,0/0,"Bilal Khan to Ura, no run",,defended straight. Maiden over to us get us started.,0
6,7,Gaudi Toka,646191,Ajay Lalcheta,543449,"Lalcheta to Toka, no run defended straight.",1st innings,1.1,no run,0,0,0/0,"Lalcheta to Toka, no run",,defended straight.,0
7,8,Gaudi Toka,646191,Ajay Lalcheta,543449,"Lalcheta to Toka, no run defended straight.",1st innings,1.2,no run,0,0,0/0,"Lalcheta to Toka, no run",,defended straight.,0
8,9,Gaudi Toka,646191,Ajay Lalcheta,543449,"Lalcheta to Toka, no run pushed forward.",1st innings,1.3,no run,0,0,0/0,"Lalcheta to Toka, no run",,pushed forward.,0
9,10,Gaudi Toka,646191,Ajay Lalcheta,543449,"Lalcheta to Toka, 1 run PNG off the mark, worked to fine leg.",1st innings,1.4,run,1,1,1/0,"Lalcheta to Toka, 1 run",,"PNG off the mark, worked to fine leg.",0
10,11,Tony Ura,302845,Ajay Lalcheta,543449,"Lalcheta to Ura, FOUR runs textbook sweep behind square.",1st innings,1.5,four,5,4,5/0,"Lalcheta to Ura, FOUR runs",,textbook sweep behind square.,0
11,12,Tony Ura,302845,Ajay Lalcheta,543449,"Lalcheta to Ura, no run defended forward.",1st innings,2.0,no run,5,0,5/0,"Lalcheta to Ura, no run",,defended forward.,0
12,13,Gaudi Toka,646191,Bilal Khan,937953,"Bilal Khan to Toka, 1 run worked to leg.",1st innings,2.1,run,6,1,6/0,"Bilal Khan to Toka, 1 run",,worked to leg.,0
13,14,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, FOUR runs lovely cover drive.",1st innings,2.2,four,10,4,10/0,"Bilal Khan to Ura, FOUR runs",,lovely cover drive.,0
14,15,Tony Ura,302845,Bilal Khan,937953,"Bilal Khan to Ura, no run left on length.",1st innings,2.3,no run,10,0,10/0,"Bilal Khan to Ura, no run",,left on length.,0
