,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run good length on off stump, defended on the front foot. No movement on that first ball",1st innings,Hashim Amla,43906,,,0.1,no run,0,0,0/0,"Kumar to de Kock, no run",,"good length on off stump, defended on the front foot. No movement on that first ball",0
1,2,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run good length on off stump, defended into the point region with the outside half",1st innings,Hashim Amla,43906,,,0.2,no run,0,0,0/0,"Kumar to de Kock, no run",,"good length on off stump, defended into the point region with the outside half",0
2,3,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, 1 run back of a length and slanted across off stump, he opens the face and steers to third man for the first run",1st innings,Hashim Amla,43906,,,0.3,run,1,1,1/0,"Kumar to de Kock, 1 run",,"back of a length and slanted across off stump, he opens the face and steers to third man for the first run",0
3,4,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, 2 runs good length and in at leg stump, allows it to come on and flicks to fine leg's left",1st innings,Quinton de Kock,379143,,,0.4,run,3,2,3/0,"Kumar to Amla, 2 runs",,"good length and in at leg stump, allows it to come on and flicks to fine leg's left",0
4,5,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, no run back of a length at off stump, defended into the off side from the crease",1st innings,Quinton de Kock,379143,,,0.5,no run,3,0,3/0,"Kumar to Amla, no run",,"back of a length at off stump, defended into the off side from the crease",0
5,6,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, no run good length and just outside off, defended on the back foot",1st innings,Quinton de Kock,379143,,,0.6,no run,3,0,3/0,"Kumar to Amla, no run",,"good length and just outside off, defended on the back foot",0
6,7,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, no run back of a length on off stump, tapped to point from the crease",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.1,no run,3,0,3/0,"Bumrah to de Kock, no run",,"back of a length on off stump, tapped to point from the crease",0
7,8,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, no run back of a length in the corridor, looks to chop it to third man and under-edges to the keeper",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.2,no run,3,0,3/0,"Bumrah to de Kock, no run",,"back of a length in the corridor, looks to chop it to third man and under-edges to the keeper",0
8,9,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, no run good length on off stump and a confident drive on the up, straight to mid-off",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.3,no run,3,0,3/0,"Bumrah to de Kock, no run",,"good length on off stump and a confident drive on the up, straight to mid-off",0
9,10,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, FOUR runs shot. Another length ball on off stump, and he offers the full face to punch this past Amla on the up. No swing, no seam movement. Through the line and to the boundary",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.4,four,7,4,7/0,"Bumrah to de Kock, FOUR runs",,"shot. Another length ball on off stump, and he offers the full face to punch this past Amla on the up. No swing, no seam movement. Through the line and to the boundary",0
10,11,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, no run good length and in at off stump, tucked into the leg side from the crease",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.5,no run,7,0,7/0,"Bumrah to de Kock, no run",,"good length and in at off stump, tucked into the leg side from the crease",0
11,12,Quinton de Kock,379143,Jasprit Bumrah,625383,"Bumrah to de Kock, no run good length and in at off stump, dead-batted into the pitch with a closed face",1st innings,Hashim Amla,43906,Bhuvneshwar Kumar,326016,1.6,no run,7,0,7/0,"Bumrah to de Kock, no run",,"good length and in at off stump, dead-batted into the pitch with a closed face",0
12,13,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, 2 runs back of a length just outside off, Amla right on top of the bounce as he punches this with ease through the covers",1st innings,Quinton de Kock,379143,Jasprit Bumrah,625383,2.1,run,9,2,9/0,"Kumar to Amla, 2 runs",,"back of a length just outside off, Amla right on top of the bounce as he punches this with ease through the covers",0
13,14,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, 1 run good length and just outside off, late on bringing the bat down. No feet at all. Big inside edge to fine leg",1st innings,Quinton de Kock,379143,Jasprit Bumrah,625383,2.2,run,10,1,10/0,"Kumar to Amla, 1 run",,"good length and just outside off, late on bringing the bat down. No feet at all. Big inside edge to fine leg",0
14,15,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run good length outside off stump, dropped into the off side with soft hands",1st innings,Hashim Amla,43906,Jasprit Bumrah,625383,2.3,no run,10,0,10/0,"Kumar to de Kock, no run",,"good length outside off stump, dropped into the off side with soft hands",0
15,16,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, 1 run back of a length outside off, sliced to third man off the front foot",1st innings,Hashim Amla,43906,Jasprit Bumrah,625383,2.4,run,11,1,11/0,"Kumar to de Kock, 1 run",,"back of a length outside off, sliced to third man off the front foot",0
16,17,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, no run back of a length in the corridor, solidly behind to defend this on the back foot",1st innings,Quinton de Kock,379143,Jasprit Bumrah,625383,2.5,no run,11,0,11/0,"Kumar to Amla, no run",,"back of a length in the corridor, solidly behind to defend this on the back foot",0
17,18,Hashim Amla,43906,Bhuvneshwar Kumar,326016,"Kumar to Amla, 2 runs shot. By far the fullest ball he's bowled today, but he still can't find swing. This is full outside off and Amla drives wide of mid-off",1st innings,Quinton de Kock,379143,Jasprit Bumrah,625383,2.6,run,13,2,13/0,"Kumar to Amla, 2 runs",,"shot. By far the fullest ball he's bowled today, but he still can't find swing. This is full outside off and Amla drives wide of mid-off",0
