,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kusal Perera,300631,David Willey,308251,"Willey to Perera, no run over the wicket, sticks it on a length outside off, Kusal taps it down",1st innings,Danushka Gunathilaka,345821,,,0.1,no run,0,0,0/0,"Willey to Perera, no run",,"over the wicket, sticks it on a length outside off, Kusal taps it down",0
1,2,Kusal Perera,300631,David Willey,308251,"Willey to Perera, 1 run good length, holding its line as Perera comes forward and drops into the off side, there's a shy at one stump from extra cover running across but he looked home, regardless of whether it hit",1st innings,Danushka Gunathilaka,345821,,,0.2,run,1,1,1/0,"Willey to Perera, 1 run",,"good length, holding its line as Perera comes forward and drops into the off side, there's a shy at one stump from extra cover running across but he looked home, regardless of whether it hit",0
2,3,Danushka Gunathilaka,345821,David Willey,308251,"Willey to Gunathilaka, no run angled in a little straighter, pushed back down the track",1st innings,Kusal Perera,300631,,,0.3,no run,1,0,1/0,"Willey to Gunathilaka, no run",,"angled in a little straighter, pushed back down the track",0
3,4,Danushka Gunathilaka,345821,David Willey,308251,"Willey to Gunathilaka, no run length ball, straightening just a fraction on middle and off as Gunathilaka brings his bat down towards mid-on, hits the bat as he blocks",1st innings,Kusal Perera,300631,,,0.4,no run,1,0,1/0,"Willey to Gunathilaka, no run",,"length ball, straightening just a fraction on middle and off as Gunathilaka brings his bat down towards mid-on, hits the bat as he blocks",0
4,5,Danushka Gunathilaka,345821,David Willey,308251,"Willey to Gunathilaka, no run in the channel, trying to tempt his out, ignored",1st innings,Kusal Perera,300631,,,0.5,no run,1,0,1/0,"Willey to Gunathilaka, no run",,"in the channel, trying to tempt his out, ignored",0
5,6,Danushka Gunathilaka,345821,David Willey,308251,"Willey to Gunathilaka, FOUR runs pitched up in the slot and this is dispatched, hint of outswing at 81mph and Gunathalika gets well forward to stroke the first boundary through cover",1st innings,Kusal Perera,300631,,,0.6,four,5,4,5/0,"Willey to Gunathilaka, FOUR runs",,"pitched up in the slot and this is dispatched, hint of outswing at 81mph and Gunathalika gets well forward to stroke the first boundary through cover",0
6,7,Kusal Perera,300631,Chris Woakes,247235,"Woakes to Perera, 3 runs slanted across, slightly back of a length and Perera chases it, plinked off the toe but it whizzes through a gap at cover for three",1st innings,Danushka Gunathilaka,345821,David Willey,308251,1.1,run,8,3,8/0,"Woakes to Perera, 3 runs",,"slanted across, slightly back of a length and Perera chases it, plinked off the toe but it whizzes through a gap at cover for three",0
7,8,Danushka Gunathilaka,345821,Chris Woakes,247235,"Woakes to Gunathilaka, no run short, climbing towards the body as the batsman jumps back and blocks down into the ground",1st innings,Kusal Perera,300631,David Willey,308251,1.2,no run,8,0,8/0,"Woakes to Gunathilaka, no run",,"short, climbing towards the body as the batsman jumps back and blocks down into the ground",0
8,9,Danushka Gunathilaka,345821,Chris Woakes,247235,"Woakes to Gunathilaka, 1 run seam movement back in, rapped on the pads, big appeal... but Michael Gough isn't interested. Think it pitched in line but might have been missing off, height possibly an issue",1st innings,Kusal Perera,300631,David Willey,308251,1.3,run,9,1,9/0,"Woakes to Gunathilaka, 1 run",,"seam movement back in, rapped on the pads, big appeal... but Michael Gough isn't interested. Think it pitched in line but might have been missing off, height possibly an issue",0
9,10,Kusal Perera,300631,Chris Woakes,247235,"Woakes to Perera, no run short of a length and nudged away",1st innings,Danushka Gunathilaka,345821,David Willey,308251,1.4,no run,9,0,9/0,"Woakes to Perera, no run",,short of a length and nudged away,0
