,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Rob Nicol,38058,Ravi Rampaul,52912,"Rampaul to Nicol, no run short of a length, on off, defended off the front foot",1st innings,0.1,no run,0,0,0/0,"Rampaul to Nicol, no run",,"short of a length, on off, defended off the front foot",0
1,2,Rob Nicol,38058,Ravi Rampaul,52912,"Rampaul to Nicol, no run short of a length again, just outside off, leaves him late, squares him up, and beats his defence",1st innings,0.2,no run,0,0,0/0,"Rampaul to Nicol, no run",,"short of a length again, just outside off, leaves him late, squares him up, and beats his defence",0
2,3,Rob Nicol,38058,Ravi Rampaul,52912,"Rampaul to Nicol, no run steps down the wicket a little, Ravi shortens the length a little, played to leg for no damage",1st innings,0.3,no run,0,0,0/0,"Rampaul to Nicol, no run",,"steps down the wicket a little, Ravi shortens the length a little, played to leg for no damage",0
3,4,Rob Nicol,38058,Ravi Rampaul,52912,"Rampaul to Nicol, 1 run short of a length, outside off, steered down to third man",1st innings,0.4,run,1,1,1/0,"Rampaul to Nicol, 1 run",,"short of a length, outside off, steered down to third man",0
4,5,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run fuller, wider, left alone",1st innings,0.5,no run,1,0,1/0,"Rampaul to Guptill, no run",,"fuller, wider, left alone",0
5,6,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run pulls the length back again, gets on top of off, and Guptill leaves it on the bounce",1st innings,0.6,no run,1,0,1/0,"Rampaul to Guptill, no run",,"pulls the length back again, gets on top of off, and Guptill leaves it on the bounce",0
6,7,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run short of a length, just outside off, defended off the front foot",1st innings,1.1,no run,1,0,1/0,"Russell to Nicol, no run",,"short of a length, just outside off, defended off the front foot",0
7,8,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run length ball, shaping away, Nicol is forward to defend",1st innings,1.2,no run,1,0,1/0,"Russell to Nicol, no run",,"length ball, shaping away, Nicol is forward to defend",0
8,9,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, SIX runs That's Six No. 1. We are expecting many more today. Nicol shimmies down the track, takes this on the half-volley, from well outside off, and flicks it towards wide long-on. Not good signs for bowlers",1st innings,1.3,six,7,6,7/0,"Russell to Nicol, SIX runs",,"That's Six No. 1. We are expecting many more today. Nicol shimmies down the track, takes this on the half-volley, from well outside off, and flicks it towards wide long-on. Not good signs for bowlers",0
9,10,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run short of a length, well outside off, left alone",1st innings,1.4,no run,7,0,7/0,"Russell to Nicol, no run",,"short of a length, well outside off, left alone",0
10,11,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run nipping in a little off a length, defended off the front foot",1st innings,1.5,no run,7,0,7/0,"Russell to Nicol, no run",,"nipping in a little off a length, defended off the front foot",0
11,12,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run length ball, on off, 125ks, no movement, defended towards mid-off",1st innings,1.6,no run,7,0,7/0,"Russell to Nicol, no run",,"length ball, on off, 125ks, no movement, defended towards mid-off",0
12,13,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run on a length, 135ks, on off, holding its line, defended to cover",1st innings,2.1,no run,7,0,7/0,"Rampaul to Guptill, no run",,"on a length, 135ks, on off, holding its line, defended to cover",0
13,14,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run slightly shorter but Guptill is forward again in defence",1st innings,2.2,no run,7,0,7/0,"Rampaul to Guptill, no run",,slightly shorter but Guptill is forward again in defence,0
14,15,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, FOUR runs this time Guptill shimmies down, and while he doesn't get all of it, he gets four nonetheless. Aiming to go over mid-off, gets a thick edge that clears point with ease",1st innings,2.3,four,11,4,11/0,"Rampaul to Guptill, FOUR runs",,"this time Guptill shimmies down, and while he doesn't get all of it, he gets four nonetheless. Aiming to go over mid-off, gets a thick edge that clears point with ease",0
15,16,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run length ball, into the pads, and Guptill misses out on that offering. Hit on the pad as he flicks a little too early",1st innings,2.4,no run,11,0,11/0,"Rampaul to Guptill, no run",,"length ball, into the pads, and Guptill misses out on that offering. Hit on the pad as he flicks a little too early",0
16,17,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, no run short of a length, just outside off, punched away, but not too far off extra cover",1st innings,2.5,no run,11,0,11/0,"Rampaul to Guptill, no run",,"short of a length, just outside off, punched away, but not too far off extra cover",0
17,18,Martin Guptill,226492,Ravi Rampaul,52912,"Rampaul to Guptill, 2 runs effort ball, bouncer at 140ks, Guptill slightly late into the pull, but gets a couple as the bottom edge goes past square leg",1st innings,2.6,run,13,2,13/0,"Rampaul to Guptill, 2 runs",,"effort ball, bouncer at 140ks, Guptill slightly late into the pull, but gets a couple as the bottom edge goes past square leg",0
18,19,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run misses out here. This was so wide it would have been called a wide, but Nicol went for the cut, and couldn't beat cover-point",1st innings,3.1,no run,13,0,13/0,"Russell to Nicol, no run",,"misses out here. This was so wide it would have been called a wide, but Nicol went for the cut, and couldn't beat cover-point",0
19,20,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, 2 runs another mis-hit that clears the infield. Nicol leaves the crease again to try to go over mid-off, but the movement away from him means the ball goes right off the cue. It clears mid-off, though",1st innings,3.2,run,15,2,15/0,"Russell to Nicol, 2 runs",,"another mis-hit that clears the infield. Nicol leaves the crease again to try to go over mid-off, but the movement away from him means the ball goes right off the cue. It clears mid-off, though",0
20,21,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, FOUR runs these are not good signs for bowlers at all. This is short of a length, and he has swat-pulled this over mid-on. Oh batsmen are finding this pitch too trustworthy",1st innings,3.3,four,19,4,19/0,"Russell to Nicol, FOUR runs",,"these are not good signs for bowlers at all. This is short of a length, and he has swat-pulled this over mid-on. Oh batsmen are finding this pitch too trustworthy",0
21,22,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run length ball, on off, defended off the front foot",1st innings,3.4,no run,19,0,19/0,"Russell to Nicol, no run",,"length ball, on off, defended off the front foot",0
22,23,Rob Nicol,38058,Andre Russell,276298,"Russell to Nicol, no run another forward-defensive",1st innings,3.5,no run,19,0,19/0,"Russell to Nicol, no run",,another forward-defensive,0
