,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run on target first up and defended back to the bowler.",1st innings,,,,,0.1,no run,0,0,0/0,"Murtagh to Masakadza, no run",,on target first up and defended back to the bowler.,0
1,2,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run defended once again to the off side.",1st innings,,,,,0.2,no run,0,0,0/0,"Murtagh to Masakadza, no run",,defended once again to the off side.,0
2,2,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, 1 wide down the leg side and signaled a wide.",1st innings,,,,,0.2,wide,1,1,1/0,"Murtagh to Masakadza, 1 wide",,down the leg side and signaled a wide.,0
3,3,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run pushes it back to the bowler.",1st innings,,,,,0.3,no run,1,0,1/0,"Murtagh to Masakadza, no run",,pushes it back to the bowler.,0
4,4,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run off the pad to the onside.",1st innings,,,,,0.4,no run,1,0,1/0,"Murtagh to Masakadza, no run",,off the pad to the onside.,0
5,5,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run plays to the off side to mid-off.",1st innings,,,,,0.5,no run,1,0,1/0,"Murtagh to Masakadza, no run",,plays to the off side to mid-off.,0
6,6,Hamilton Masakadza,55608,Tim Murtagh,17134,"Murtagh to Masakadza, no run mistimes the drive to the on side.",1st innings,Tinashe Kamunhukamwe,713811,,,1.0,no run,1,0,1/0,"Murtagh to Masakadza, no run",,mistimes the drive to the on side.,0
7,7,Tinashe Kamunhukamwe,713811,Mark Adair,526441,"Adair to Kamunhukamwe, OUT the middle stump is pegged back and Kamunhukamwe goes for a duck. Pitches outside the off stump and comes back in and goes through the gate as the batsman pushes forward.",1st innings,Hamilton Masakadza,55608,Tim Murtagh,17134,1.1,out,1,0,1/1,"Adair to Kamunhukamwe, OUT",,the middle stump is pegged back and Kamunhukamwe goes for a duck. Pitches outside the off stump and comes back in and goes through the gate as the batsman pushes forward.,1
8,8,Craig Ervine,55412,Mark Adair,526441,"Adair to Ervine, no run moves across and beats the edge of the bat.",1st innings,Hamilton Masakadza,55608,Tim Murtagh,17134,1.2,no run,1,0,1/1,"Adair to Ervine, no run",,moves across and beats the edge of the bat.,1
9,9,Craig Ervine,55412,Mark Adair,526441,"Adair to Ervine, no run pushes to the off side to mid-off.",1st innings,Hamilton Masakadza,55608,Tim Murtagh,17134,1.3,no run,1,0,1/1,"Adair to Ervine, no run",,pushes to the off side to mid-off.,1
