,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run length ball and some shape away from off stump, blocked on the front foot",1st innings,Hazratullah Zazai,793457,,,0.1,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"length ball and some shape away from off stump, blocked on the front foot",0
1,2,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run short of a length just outside off, defended into the off side",1st innings,Hazratullah Zazai,793457,,,0.2,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"short of a length just outside off, defended into the off side",0
2,3,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run length shaping away outside off, left alone",1st innings,Hazratullah Zazai,793457,,,0.3,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"length shaping away outside off, left alone",0
3,4,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run short of a length on middle stump, tapped to midwicket's left off the back foot",1st innings,Hazratullah Zazai,793457,,,0.4,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"short of a length on middle stump, tapped to midwicket's left off the back foot",0
4,5,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run short of a length just outside off, defended into the off side",1st innings,Hazratullah Zazai,793457,,,0.5,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"short of a length just outside off, defended into the off side",0
5,6,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run full on middle stump, defended towards mid-on",1st innings,Hazratullah Zazai,793457,,,0.6,no run,0,0,0/0,"Murtagh to Mohammad Shahzad, no run",,"full on middle stump, defended towards mid-on",0
6,7,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run length on off stump, blocked on the front foot",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,1.1,no run,0,0,0/0,"McBrine to Hazratullah Zazai, no run",,"length on off stump, blocked on the front foot",0
7,8,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, FOUR runs length outside off, gets on the front foot and chips this over extra cover. Stirling gives chase but it seems to have touched the rope as he tumbles and pulls this back",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,1.2,four,4,4,4/0,"McBrine to Hazratullah Zazai, FOUR runs",,"length outside off, gets on the front foot and chips this over extra cover. Stirling gives chase but it seems to have touched the rope as he tumbles and pulls this back",0
8,9,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, 1 run full on leg stump, flicked to short fine's right",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,1.3,run,5,1,5/0,"McBrine to Hazratullah Zazai, 1 run",,"full on leg stump, flicked to short fine's right",0
9,10,Mohammad Shahzad,419873,Andy McBrine,417381,"McBrine to Mohammad Shahzad, no run length outside off, blocked on the front foot",1st innings,Hazratullah Zazai,793457,Tim Murtagh,17134,1.4,no run,5,0,5/0,"McBrine to Mohammad Shahzad, no run",,"length outside off, blocked on the front foot",0
10,11,Mohammad Shahzad,419873,Andy McBrine,417381,"McBrine to Mohammad Shahzad, no run length just outside off, shuffles and taps into the leg side off the back foot",1st innings,Hazratullah Zazai,793457,Tim Murtagh,17134,1.5,no run,5,0,5/0,"McBrine to Mohammad Shahzad, no run",,"length just outside off, shuffles and taps into the leg side off the back foot",0
11,12,Mohammad Shahzad,419873,Andy McBrine,417381,"McBrine to Mohammad Shahzad, no run length outside off, bat-pad into the leg side on the front foot",1st innings,Hazratullah Zazai,793457,Tim Murtagh,17134,1.6,no run,5,0,5/0,"McBrine to Mohammad Shahzad, no run",,"length outside off, bat-pad into the leg side on the front foot",0
12,13,Hazratullah Zazai,793457,Tim Murtagh,17134,"Murtagh to Hazratullah Zazai, 1 run <b>inswinging yorker</b> at leg stump. Gets the front leg out of the way and natmegs this to short fine's right",1st innings,Mohammad Shahzad,419873,Andy McBrine,417381,2.1,run,6,1,6/0,"Murtagh to Hazratullah Zazai, 1 run",,<b>inswinging yorker</b> at leg stump. Gets the front leg out of the way and natmegs this to short fine's right,0
13,14,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run full on middle and leg stump, walks at it and punches to mid-on's left",1st innings,Hazratullah Zazai,793457,Andy McBrine,417381,2.2,no run,6,0,6/0,"Murtagh to Mohammad Shahzad, no run",,"full on middle and leg stump, walks at it and punches to mid-on's left",0
14,15,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, FOUR runs lovely shot. Length ball shaping away outside off, somehow goes on the back foot and whips across the line to get his past midwicket and beat him to the line",1st innings,Hazratullah Zazai,793457,Andy McBrine,417381,2.3,four,10,4,10/0,"Murtagh to Mohammad Shahzad, FOUR runs",,"lovely shot. Length ball shaping away outside off, somehow goes on the back foot and whips across the line to get his past midwicket and beat him to the line",0
15,16,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run length and swinging away outside off. Looks to drive and gets a thick outside edge to point",1st innings,Hazratullah Zazai,793457,Andy McBrine,417381,2.4,no run,10,0,10/0,"Murtagh to Mohammad Shahzad, no run",,length and swinging away outside off. Looks to drive and gets a thick outside edge to point,0
16,17,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, 1 run overpitched on leg stump, flicks uppishly to deep square's right. He stops with a one-handed tumble to his right",1st innings,Hazratullah Zazai,793457,Andy McBrine,417381,2.5,run,11,1,11/0,"Murtagh to Mohammad Shahzad, 1 run",,"overpitched on leg stump, flicks uppishly to deep square's right. He stops with a one-handed tumble to his right",0
17,18,Hazratullah Zazai,793457,Tim Murtagh,17134,"Murtagh to Hazratullah Zazai, 1 run slower ball, short of a length outside off. Swatted to deep square",1st innings,Mohammad Shahzad,419873,Andy McBrine,417381,2.6,run,12,1,12/0,"Murtagh to Hazratullah Zazai, 1 run",,"slower ball, short of a length outside off. Swatted to deep square",0
18,19,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run short of a length just outside off, backs away and mistimes a punch to mid-off",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.1,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,"short of a length just outside off, backs away and mistimes a punch to mid-off",0
19,20,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run length and skidding into off stump, punched on the up to mid-off",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.2,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,"length and skidding into off stump, punched on the up to mid-off",0
20,21,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run full and coming in at leg stump. Nudged to midwicket off the inside half of the bat",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.3,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,full and coming in at leg stump. Nudged to midwicket off the inside half of the bat,0
21,22,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run full on middle stump, defended on the front foot",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.4,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,"full on middle stump, defended on the front foot",0
22,23,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run length outside off, pushes with hard hands on the front foot, gets it to extra cover aerially",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.5,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,"length outside off, pushes with hard hands on the front foot, gets it to extra cover aerially",0
23,24,Hazratullah Zazai,793457,Andy McBrine,417381,"McBrine to Hazratullah Zazai, no run length on off stump, solidly blocked on the front foot",1st innings,Mohammad Shahzad,419873,Tim Murtagh,17134,3.6,no run,12,0,12/0,"McBrine to Hazratullah Zazai, no run",,"length on off stump, solidly blocked on the front foot",0
24,25,Mohammad Shahzad,419873,Tim Murtagh,17134,"Murtagh to Mohammad Shahzad, no run full and in at middle stump, defended on the front foot",1st innings,Hazratullah Zazai,793457,Andy McBrine,417381,4.1,no run,12,0,12/0,"Murtagh to Mohammad Shahzad, no run",,"full and in at middle stump, defended on the front foot",0
