,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, no run on a length, no swing, defended towards cover-point. Sets off for a non-existent single. Sent back in time",1st innings,Shikhar Dhawan,28235,,,0.1,no run,0,0,0/0,"Mustafizur Rahman to Sharma, no run",,"on a length, no swing, defended towards cover-point. Sets off for a non-existent single. Sent back in time",0
1,2,Rohit Sharma,34102,Mustafizur Rahman,330902,"Mustafizur Rahman to Sharma, OUT Mustafizur to Sharma in last three balls: 0 runs, 2 wickets. Loose shot. Really really loose shot. Will Kohli come out to face the music now? Sharma first. Drives loosely at a length ball away from the body. Doesn't come as quickly as he expects it to, and ends up slicing it to point. He is prone to doing this early on, and that is why despite the numbers he is not an ideal choice for an opener",1st innings,Shikhar Dhawan,28235,,,0.2,out,0,0,0/1,"Mustafizur Rahman to Sharma, OUT",,"Mustafizur to Sharma in last three balls: 0 runs, 2 wickets. Loose shot. Really really loose shot. Will Kohli come out to face the music now? Sharma first. Drives loosely at a length ball away from the body. Doesn't come as quickly as he expects it to, and ends up slicing it to point. He is prone to doing this early on, and that is why despite the numbers he is not an ideal choice for an opener",1
2,3,Virat Kohli,253802,Mustafizur Rahman,330902,"Mustafizur Rahman to Kohli, no run on a length, just outside off, Kohli defends. He doesn't like leaving the ball alone. He likes bat on ball",1st innings,Shikhar Dhawan,28235,,,0.3,no run,0,0,0/1,"Mustafizur Rahman to Kohli, no run",,"on a length, just outside off, Kohli defends. He doesn't like leaving the ball alone. He likes bat on ball",1
3,4,Virat Kohli,253802,Mustafizur Rahman,330902,"Mustafizur Rahman to Kohli, 3 runs no mid-off in place, the ball is full, a half-volley, and Kohli pushes it through the mid-off gap for three runs",1st innings,Shikhar Dhawan,28235,,,0.4,run,3,3,3/1,"Mustafizur Rahman to Kohli, 3 runs",,"no mid-off in place, the ball is full, a half-volley, and Kohli pushes it through the mid-off gap for three runs",1
4,5,Shikhar Dhawan,28235,Mustafizur Rahman,330902,"Mustafizur Rahman to Dhawan, no run length ball, angling in, no movement off the straight. Defended to leg",1st innings,Virat Kohli,253802,,,0.5,no run,3,0,3/1,"Mustafizur Rahman to Dhawan, no run",,"length ball, angling in, no movement off the straight. Defended to leg",1
5,6,Shikhar Dhawan,28235,Mustafizur Rahman,330902,"Mustafizur Rahman to Dhawan, no run on a length, just outside off, angling in, defended off the front foot",1st innings,Virat Kohli,253802,,,0.6,no run,3,0,3/1,"Mustafizur Rahman to Dhawan, no run",,"on a length, just outside off, angling in, defended off the front foot",1
6,6,Virat Kohli,253802,Taskin Ahmed,538506,"Taskin Ahmed to Kohli, 2 wides oh heavy ball. Short of a length, into the ribs, and it explodes, and even the keeper struggles with the extra bounce. Kohli watches it go under his armpit. Harshly it has been called a wide",1st innings,Shikhar Dhawan,28235,Mustafizur Rahman,330902,1.0,wide,5,2,5/1,"Taskin Ahmed to Kohli, 2 wides",,"oh heavy ball. Short of a length, into the ribs, and it explodes, and even the keeper struggles with the extra bounce. Kohli watches it go under his armpit. Harshly it has been called a wide",1
7,7,Shikhar Dhawan,28235,Taskin Ahmed,538506,"Taskin Ahmed to Dhawan, no run short of a length, on the pads, defended to leg",1st innings,Virat Kohli,253802,Mustafizur Rahman,330902,1.1,no run,5,0,5/1,"Taskin Ahmed to Dhawan, no run",,"short of a length, on the pads, defended to leg",1
8,8,Shikhar Dhawan,28235,Taskin Ahmed,538506,"Taskin Ahmed to Dhawan, no run <b>an excitable appeal</b>. He has beaten Dhawan with the extra bounce, but the ball has pitched outside leg and has hit the thigh pad. Beaten for pace and bounce, though",1st innings,Virat Kohli,253802,Mustafizur Rahman,330902,1.2,no run,5,0,5/1,"Taskin Ahmed to Dhawan, no run",,"<b>an excitable appeal</b>. He has beaten Dhawan with the extra bounce, but the ball has pitched outside leg and has hit the thigh pad. Beaten for pace and bounce, though",1
9,9,Shikhar Dhawan,28235,Taskin Ahmed,538506,"Taskin Ahmed to Dhawan, no run on a length, angling towards the top of leg stump, defended to cover",1st innings,Virat Kohli,253802,Mustafizur Rahman,330902,1.3,no run,5,0,5/1,"Taskin Ahmed to Dhawan, no run",,"on a length, angling towards the top of leg stump, defended to cover",1
10,10,Shikhar Dhawan,28235,Taskin Ahmed,538506,"Taskin Ahmed to Dhawan, FOUR runs short ball, chest high, pulled away, into the ground. The outfield is super quick. Tamim from long leg doesn't have too far to go to his right but the ball beats his dive",1st innings,Virat Kohli,253802,Mustafizur Rahman,330902,1.4,four,9,4,9/1,"Taskin Ahmed to Dhawan, FOUR runs",,"short ball, chest high, pulled away, into the ground. The outfield is super quick. Tamim from long leg doesn't have too far to go to his right but the ball beats his dive",1
11,11,Shikhar Dhawan,28235,Taskin Ahmed,538506,"Taskin Ahmed to Dhawan, no run just short of a length, within the stumps, Dhawan defends from the crease",1st innings,Virat Kohli,253802,Mustafizur Rahman,330902,1.5,no run,9,0,9/1,"Taskin Ahmed to Dhawan, no run",,"just short of a length, within the stumps, Dhawan defends from the crease",1
