,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run starts off with a loose delivery outside off, full and angling away from the sixth stump, Masakadza watches it through to MS Dhoni",1st innings,0.1,no run,0,0,0/0,"Sran to Masakadza, no run",,"starts off with a loose delivery outside off, full and angling away from the sixth stump, Masakadza watches it through to MS Dhoni",0
1,2,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run full and straight on middle, Masakadza offers the full face of the bat as he drives it back to the bowler",1st innings,0.2,no run,0,0,0/0,"Sran to Masakadza, no run",,"full and straight on middle, Masakadza offers the full face of the bat as he drives it back to the bowler",0
2,2,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, 1 wide swings back in to beat the pad, wide called. Masakadza would be disappointed at missing out on a scoring opportunity. Just needed a faint tickle to get four there",1st innings,0.2,wide,1,1,1/0,"Sran to Masakadza, 1 wide",,"swings back in to beat the pad, wide called. Masakadza would be disappointed at missing out on a scoring opportunity. Just needed a faint tickle to get four there",0
3,3,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run plays all around a full inswinger on middle and leg, is hit high on the pad",1st innings,0.3,no run,1,0,1/0,"Sran to Masakadza, no run",,"plays all around a full inswinger on middle and leg, is hit high on the pad",0
4,4,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run lobs off the pad once again, shouts of catch but the bat was miles away as he prodded outside the line of the inswinging length ball on middle and leg",1st innings,0.4,no run,1,0,1/0,"Sran to Masakadza, no run",,"lobs off the pad once again, shouts of catch but the bat was miles away as he prodded outside the line of the inswinging length ball on middle and leg",0
5,5,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run slants a length ball on off stump, tapped with soft hands to point",1st innings,0.5,no run,1,0,1/0,"Sran to Masakadza, no run",,"slants a length ball on off stump, tapped with soft hands to point",0
6,6,Hamilton Masakadza,55608,Barinder Sran,537126,"Sran to Masakadza, no run bends the ball back into middle and leg, Masakadza once again makes the mistake of looking to play across the line when he would have been better off playing straight, is hit on the left pad, but the ball would have missed leg",1st innings,0.6,no run,1,0,1/0,"Sran to Masakadza, no run",,"bends the ball back into middle and leg, Masakadza once again makes the mistake of looking to play across the line when he would have been better off playing straight, is hit on the left pad, but the ball would have missed leg",0
7,7,Chamu Chibhabha,55354,Dhawal Kulkarni,277955,"Kulkarni to Chibhabha, FOUR runs crunching cover drive on the up! It was full and swinging away, Chibhabha is authoritative in his strokeplay as he leans forward and eases the ball past the diving cover point fielder",1st innings,1.1,four,5,4,5/0,"Kulkarni to Chibhabha, FOUR runs",,"crunching cover drive on the up! It was full and swinging away, Chibhabha is authoritative in his strokeplay as he leans forward and eases the ball past the diving cover point fielder",0
8,8,Chamu Chibhabha,55354,Dhawal Kulkarni,277955,"Kulkarni to Chibhabha, no run flies off the blade again, another delightful extra cover drive, but straight to debutant Fazal",1st innings,1.2,no run,5,0,5/0,"Kulkarni to Chibhabha, no run",,"flies off the blade again, another delightful extra cover drive, but straight to debutant Fazal",0
9,9,Chamu Chibhabha,55354,Dhawal Kulkarni,277955,"Kulkarni to Chibhabha, no run drops the length slightly shorter this time, Chibhabha is onto the back foot as he taps it to the off side",1st innings,1.3,no run,5,0,5/0,"Kulkarni to Chibhabha, no run",,"drops the length slightly shorter this time, Chibhabha is onto the back foot as he taps it to the off side",0
10,10,Chamu Chibhabha,55354,Dhawal Kulkarni,277955,"Kulkarni to Chibhabha, no run angles a full ball that shapes away from middle and off, this time it's driven down the ground to Bumrah at mid-on, dived to his left to save at least two runs",1st innings,1.4,no run,5,0,5/0,"Kulkarni to Chibhabha, no run",,"angles a full ball that shapes away from middle and off, this time it's driven down the ground to Bumrah at mid-on, dived to his left to save at least two runs",0
