,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, 1 run ",1st innings,,,0.1,run,1,1,1/0,"NN Odhiambo to Kervezee, 1 run",,,0
1,2,Eric Szwarczynski,214696,Nehemiah Odhiambo,238612,"NN Odhiambo to Szwarczynski, no run ",1st innings,,,0.2,no run,1,0,1/0,"NN Odhiambo to Szwarczynski, no run",,,0
2,3,Eric Szwarczynski,214696,Nehemiah Odhiambo,238612,"NN Odhiambo to Szwarczynski, no run ",1st innings,,,0.3,no run,1,0,1/0,"NN Odhiambo to Szwarczynski, no run",,,0
3,4,Eric Szwarczynski,214696,Nehemiah Odhiambo,238612,"NN Odhiambo to Szwarczynski, 1 run ",1st innings,,,0.4,run,2,1,2/0,"NN Odhiambo to Szwarczynski, 1 run",,,0
4,5,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,,,0.5,no run,2,0,2/0,"NN Odhiambo to Kervezee, no run",,,0
5,6,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,Eric Szwarczynski,214696,1.0,no run,2,0,2/0,"NN Odhiambo to Kervezee, no run",,,0
6,7,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,1.1,no run,2,0,2/0,"Otieno to Szwarczynski, no run",,,0
7,8,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, FOUR runs ",1st innings,,,1.2,four,6,4,6/0,"Otieno to Szwarczynski, FOUR runs",,,0
8,9,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,1.3,no run,6,0,6/0,"Otieno to Szwarczynski, no run",,,0
9,10,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,1.4,no run,6,0,6/0,"Otieno to Szwarczynski, no run",,,0
10,10,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, 1 wide ",1st innings,,,1.4,wide,7,1,7/0,"Otieno to Szwarczynski, 1 wide",,,0
11,11,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,1.5,no run,7,0,7/0,"Otieno to Szwarczynski, no run",,,0
12,12,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,Alexei Kervezee,214695,2.0,no run,7,0,7/0,"Otieno to Szwarczynski, no run",,,0
13,13,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,,,2.1,no run,7,0,7/0,"NN Odhiambo to Kervezee, no run",,,0
14,14,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,,,2.2,no run,7,0,7/0,"NN Odhiambo to Kervezee, no run",,,0
15,15,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, FOUR runs ",1st innings,,,2.3,four,11,4,11/0,"NN Odhiambo to Kervezee, FOUR runs",,,0
16,16,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,,,2.4,no run,11,0,11/0,"NN Odhiambo to Kervezee, no run",,,0
17,17,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,,,2.5,no run,11,0,11/0,"NN Odhiambo to Kervezee, no run",,,0
18,18,Alexei Kervezee,214695,Nehemiah Odhiambo,238612,"NN Odhiambo to Kervezee, no run ",1st innings,Eric Szwarczynski,214696,3.0,no run,11,0,11/0,"NN Odhiambo to Kervezee, no run",,,0
19,19,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,3.1,no run,11,0,11/0,"Otieno to Szwarczynski, no run",,,0
20,20,Eric Szwarczynski,214696,Elijah Otieno,293031,"Otieno to Szwarczynski, no run ",1st innings,,,3.2,no run,11,0,11/0,"Otieno to Szwarczynski, no run",,,0
