,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,0,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, 1 wide starts with a wide down the leg side, some swing early for the seamer, Ahsan Raza stretches his arms",1st innings,0.0,wide,1,1,1/0,"Umar Gul to Tharanga, 1 wide",,"starts with a wide down the leg side, some swing early for the seamer, Ahsan Raza stretches his arms",0
1,1,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, no run goodish length on middle, gets back and turns it into the leg side for a single",1st innings,0.1,no run,1,0,1/0,"Umar Gul to Tharanga, no run",,"goodish length on middle, gets back and turns it into the leg side for a single",0
2,2,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, no run straying on the pads, slightly short on leg stump, turned past square leg but he covers it well to prevent the single",1st innings,0.2,no run,1,0,1/0,"Umar Gul to Tharanga, no run",,"straying on the pads, slightly short on leg stump, turned past square leg but he covers it well to prevent the single",0
3,3,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, 1 run short of a good length on middle, gets back and turns it into the leg side, in front of midwicket, for a quick single",1st innings,0.3,run,2,1,2/0,"Umar Gul to Tharanga, 1 run",,"short of a good length on middle, gets back and turns it into the leg side, in front of midwicket, for a quick single",0
4,4,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, no run nice, in the channel outside off, short of a good length and moves away a hint, Dilshan shoulders arms to that one",1st innings,0.4,no run,2,0,2/0,"Umar Gul to Dilshan, no run",,"nice, in the channel outside off, short of a good length and moves away a hint, Dilshan shoulders arms to that one",0
5,5,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, no run kicked off the pitch and moved away, Dilshan withdraws from it after initially shaping himself for a slash, but it bounced way more than he expected and left it alone in the end",1st innings,0.5,no run,2,0,2/0,"Umar Gul to Dilshan, no run",,"kicked off the pitch and moved away, Dilshan withdraws from it after initially shaping himself for a slash, but it bounced way more than he expected and left it alone in the end",0
6,6,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, 1 leg bye drops it slightly short on leg stump, struck on the thigh, it rols into the on side for a single",1st innings,0.6,leg bye,3,1,3/0,"Umar Gul to Dilshan, 1 leg bye",,"drops it slightly short on leg stump, struck on the thigh, it rols into the on side for a single",0
7,7,Tillakaratne Dilshan,48472,Aizaz Cheema,39821,"Aizaz Cheema to Dilshan, FOUR runs Dilshan goes after him immediately, given a bit of width and he slashes that over the in-field, over cover and point, for a boundary",1st innings,1.1,four,7,4,7/0,"Aizaz Cheema to Dilshan, FOUR runs",,"Dilshan goes after him immediately, given a bit of width and he slashes that over the in-field, over cover and point, for a boundary",0
8,8,Tillakaratne Dilshan,48472,Aizaz Cheema,39821,"Aizaz Cheema to Dilshan, no run <b>appeal for caught-behind</b>, nipped back in sharply from outside off, clips the top of the pad on the way to the keeper, Pakistan don't call for the review",1st innings,1.2,no run,7,0,7/0,"Aizaz Cheema to Dilshan, no run",,"<b>appeal for caught-behind</b>, nipped back in sharply from outside off, clips the top of the pad on the way to the keeper, Pakistan don't call for the review",0
9,9,Tillakaratne Dilshan,48472,Aizaz Cheema,39821,"Aizaz Cheema to Dilshan, no run swinging in towards leg, tries to flick it square but is struck on the pads, was drifting down the leg side",1st innings,1.3,no run,7,0,7/0,"Aizaz Cheema to Dilshan, no run",,"swinging in towards leg, tries to flick it square but is struck on the pads, was drifting down the leg side",0
