,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,"Kumar to Cook, 1 run pitches on legs and Cook goes back and flicks it to deep backward square for first runs",1st innings,Ian Bell,9062,,,0.1,run,1,1,1/0,"Kumar to Cook, 1 run",,pitches on legs and Cook goes back and flicks it to deep backward square for first runs,0
1,1,Ian Bell,9062,Bhuvneshwar Kumar,326016,"Kumar to Bell, 1 wide a widish outswinger to start off against the right hander",1st innings,Sir Alastair Cook,11728,,,0.1,wide,2,1,2/0,"Kumar to Bell, 1 wide",,a widish outswinger to start off against the right hander,0
2,2,Ian Bell,9062,Bhuvneshwar Kumar,326016,"Kumar to Bell, no run a touch in but still wide of the crease, goes away from the batsman, left alone by Bell",1st innings,Sir Alastair Cook,11728,,,0.2,no run,2,0,2/0,"Kumar to Bell, no run",,"a touch in but still wide of the crease, goes away from the batsman, left alone by Bell",0
3,3,Ian Bell,9062,Bhuvneshwar Kumar,326016,"Kumar to Bell, 1 run fuller length closer to the stumps, swings away a touch, Bell comes half forward and plays it with an open face down to third man",1st innings,Sir Alastair Cook,11728,,,0.3,run,3,1,3/0,"Kumar to Bell, 1 run",,"fuller length closer to the stumps, swings away a touch, Bell comes half forward and plays it with an open face down to third man",0
4,4,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,"Kumar to Cook, no run pitches on short of length outside leg and then curves away, Cook defends on the back foot",1st innings,Ian Bell,9062,,,0.4,no run,3,0,3/0,"Kumar to Cook, no run",,"pitches on short of length outside leg and then curves away, Cook defends on the back foot",0
5,5,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,"Kumar to Cook, no run and he gets it perfect this time, draws batsman forward with a length ball, and then moves it away from Cook's forward prod",1st innings,Ian Bell,9062,,,0.5,no run,3,0,3/0,"Kumar to Cook, no run",,"and he gets it perfect this time, draws batsman forward with a length ball, and then moves it away from Cook's forward prod",0
6,5,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,"Kumar to Cook, 1 wide loses direction as he bowls this wide of off, it swings further away from Cook",1st innings,Ian Bell,9062,,,0.5,wide,4,1,4/0,"Kumar to Cook, 1 wide",,"loses direction as he bowls this wide of off, it swings further away from Cook",0
7,6,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,"Kumar to Cook, no run not much bounce on this length ball pitched outside off, left alone by the batsman",1st innings,Ian Bell,9062,,,0.6,no run,4,0,4/0,"Kumar to Cook, no run",,"not much bounce on this length ball pitched outside off, left alone by the batsman",0
8,7,Ian Bell,9062,Mohammed Shami,481896,"Mohammed Shami to Bell, no run length ball, pitches on off and goes straight on with the angle, hits the pads as Bell plays for the swing, the bowler appeals but that was probably missing leg",1st innings,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,1.1,no run,4,0,4/0,"Mohammed Shami to Bell, no run",,"length ball, pitches on off and goes straight on with the angle, hits the pads as Bell plays for the swing, the bowler appeals but that was probably missing leg",0
9,7,Ian Bell,9062,Mohammed Shami,481896,"Mohammed Shami to Bell, 1 wide 132 kph, bowls a fuller length but it goes down the leg side and is called a wide",1st innings,Sir Alastair Cook,11728,Bhuvneshwar Kumar,326016,1.1,wide,5,1,5/0,"Mohammed Shami to Bell, 1 wide",,"132 kph, bowls a fuller length but it goes down the leg side and is called a wide",0
