,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, no run ",1st innings,,,0.1,no run,0,0,0/0,"Odoyo to Javed Ahmadi, no run",,,0
1,2,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, no run ",1st innings,,,0.2,no run,0,0,0/0,"Odoyo to Javed Ahmadi, no run",,,0
2,3,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, 2 runs ",1st innings,,,0.3,run,2,2,2/0,"Odoyo to Javed Ahmadi, 2 runs",,,0
3,4,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, no run ",1st innings,,,0.4,no run,2,0,2/0,"Odoyo to Javed Ahmadi, no run",,,0
4,5,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, no run ",1st innings,,,0.5,no run,2,0,2/0,"Odoyo to Javed Ahmadi, no run",,,0
5,6,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, 1 run ",1st innings,Karim Sadiq,319758,1.0,run,3,1,3/0,"Odoyo to Javed Ahmadi, 1 run",,,0
6,7,Javed Ahmadi,308235,Elijah Otieno,293031,"Otieno to Javed Ahmadi, no run ",1st innings,,,1.1,no run,3,0,3/0,"Otieno to Javed Ahmadi, no run",,,0
7,8,Javed Ahmadi,308235,Elijah Otieno,293031,"Otieno to Javed Ahmadi, FOUR runs ",1st innings,,,1.2,four,7,4,7/0,"Otieno to Javed Ahmadi, FOUR runs",,,0
8,9,Javed Ahmadi,308235,Elijah Otieno,293031,"Otieno to Javed Ahmadi, FOUR runs ",1st innings,,,1.3,four,11,4,11/0,"Otieno to Javed Ahmadi, FOUR runs",,,0
9,10,Javed Ahmadi,308235,Elijah Otieno,293031,"Otieno to Javed Ahmadi, FOUR runs ",1st innings,,,1.4,four,15,4,15/0,"Otieno to Javed Ahmadi, FOUR runs",,,0
10,11,Javed Ahmadi,308235,Elijah Otieno,293031,"Otieno to Javed Ahmadi, 1 run ",1st innings,,,1.5,run,16,1,16/0,"Otieno to Javed Ahmadi, 1 run",,,0
11,12,Karim Sadiq,319758,Elijah Otieno,293031,"Otieno to Karim Sadiq, no run ",1st innings,Javed Ahmadi,308235,2.0,no run,16,0,16/0,"Otieno to Karim Sadiq, no run",,,0
12,13,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, no run ",1st innings,,,2.1,no run,16,0,16/0,"Odoyo to Javed Ahmadi, no run",,,0
13,14,Javed Ahmadi,308235,Thomas Odoyo,24705,"Odoyo to Javed Ahmadi, 1 run ",1st innings,,,2.2,run,17,1,17/0,"Odoyo to Javed Ahmadi, 1 run",,,0
