,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, no run ",1st innings,,,0.1,no run,0,0,0/0,"Southee to Tamim Iqbal, no run",,,0
1,2,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, FOUR runs Southee offers some width and Tamim slashes through cover point for four. Good stroke and no real demons to speak of so far.",1st innings,,,0.2,four,4,4,4/0,"Southee to Tamim Iqbal, FOUR runs",,Southee offers some width and Tamim slashes through cover point for four. Good stroke and no real demons to speak of so far.,0
2,3,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, no run back of a length and Tamim is back and defending into the on side",1st innings,,,0.3,no run,4,0,4/0,"Southee to Tamim Iqbal, no run",,back of a length and Tamim is back and defending into the on side,0
3,4,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, no run this one swings slightly back into Tamim and he pushes to square leg",1st innings,,,0.4,no run,4,0,4/0,"Southee to Tamim Iqbal, no run",,this one swings slightly back into Tamim and he pushes to square leg,0
4,5,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, FOUR runs half volley on off stump and Tamim stands tall and drives through mid off for four. Super stroke and he doesn't bother running.",1st innings,,,0.5,four,8,4,8/0,"Southee to Tamim Iqbal, FOUR runs",,half volley on off stump and Tamim stands tall and drives through mid off for four. Super stroke and he doesn't bother running.,0
5,6,Tamim Iqbal,56194,Tim Southee,232364,"Southee to Tamim Iqbal, OUT Tamim plays on! Southee hits a decent channel and gets it to seam back into Tamim just enough to take the inside edge of the bat and he's cleaned out! Tamim probably a little too careless there after playing a magnificent shot the ball before.",1st innings,Imrul Kayes,280734,1.0,out,8,0,8/1,"Southee to Tamim Iqbal, OUT",,Tamim plays on! Southee hits a decent channel and gets it to seam back into Tamim just enough to take the inside edge of the bat and he's cleaned out! Tamim probably a little too careless there after playing a magnificent shot the ball before.,1
6,7,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run beaten this time as McKay angles it back into Imrul and he plays outside the line",1st innings,,,1.1,no run,8,0,8/1,"McKay to Imrul Kayes, no run",,beaten this time as McKay angles it back into Imrul and he plays outside the line,1
7,8,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run this time McKay bends his back and the ball seams away from the outside edge of Imrul's blade",1st innings,,,1.2,no run,8,0,8/1,"McKay to Imrul Kayes, no run",,this time McKay bends his back and the ball seams away from the outside edge of Imrul's blade,1
8,9,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run Imrul is beaten again as McKay is generating good pace and seam",1st innings,,,1.3,no run,8,0,8/1,"McKay to Imrul Kayes, no run",,Imrul is beaten again as McKay is generating good pace and seam,1
9,10,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run Imrul is in behind it this time and playing into the leg side",1st innings,,,1.4,no run,8,0,8/1,"McKay to Imrul Kayes, no run",,Imrul is in behind it this time and playing into the leg side,1
10,11,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, FOUR runs McKay goes fuller and Imrul crunches it over mid off for four. Super stroke!",1st innings,,,1.5,four,12,4,12/1,"McKay to Imrul Kayes, FOUR runs",,McKay goes fuller and Imrul crunches it over mid off for four. Super stroke!,1
11,11,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, 5 wides It must've put McKay off because he loses his line and strays well down leg for four wides",1st innings,,,1.5,wide,17,5,17/1,"McKay to Imrul Kayes, 5 wides",,It must've put McKay off because he loses his line and strays well down leg for four wides,1
12,12,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run back in the channel and left alone",1st innings,Aftab Ahmed,56266,2.0,no run,17,0,17/1,"McKay to Imrul Kayes, no run",,back in the channel and left alone,1
13,13,Aftab Ahmed,56266,Tim Southee,232364,"Southee to Aftab Ahmed, no run Southee bends his back and Aftab is beaten outside off",1st innings,,,2.1,no run,17,0,17/1,"Southee to Aftab Ahmed, no run",,Southee bends his back and Aftab is beaten outside off,1
14,14,Aftab Ahmed,56266,Tim Southee,232364,"Southee to Aftab Ahmed, FOUR runs too full from Southee and Aftab crunches it back past the bowler through mid on for four",1st innings,,,2.2,four,21,4,21/1,"Southee to Aftab Ahmed, FOUR runs",,too full from Southee and Aftab crunches it back past the bowler through mid on for four,1
15,15,Aftab Ahmed,56266,Tim Southee,232364,"Southee to Aftab Ahmed, no run back of a length again and Aftab is beaten outside off",1st innings,,,2.3,no run,21,0,21/1,"Southee to Aftab Ahmed, no run",,back of a length again and Aftab is beaten outside off,1
16,16,Aftab Ahmed,56266,Tim Southee,232364,"Southee to Aftab Ahmed, 1 run full and wide and Aftab pushes at it and it takes the outside edge and runs down to third man",1st innings,,,2.4,run,22,1,22/1,"Southee to Aftab Ahmed, 1 run",,full and wide and Aftab pushes at it and it takes the outside edge and runs down to third man,1
17,17,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run allowed through to the keeper outside off",1st innings,,,2.5,no run,22,0,22/1,"Southee to Imrul Kayes, no run",,allowed through to the keeper outside off,1
18,18,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, 2 runs Southee is too straight again and Imrul works him to backward square for a couple",1st innings,Aftab Ahmed,56266,3.0,run,24,2,24/1,"Southee to Imrul Kayes, 2 runs",,Southee is too straight again and Imrul works him to backward square for a couple,1
19,19,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run McKay hits a good channel and Aftab pushes into the off side",1st innings,,,3.1,no run,24,0,24/1,"McKay to Aftab Ahmed, no run",,McKay hits a good channel and Aftab pushes into the off side,1
20,20,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, FOUR runs too full from McKay and Aftab crunches it down the ground for four",1st innings,,,3.2,four,28,4,28/1,"McKay to Aftab Ahmed, FOUR runs",,too full from McKay and Aftab crunches it down the ground for four,1
21,21,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run back in the corridor of uncertainty and Aftab leaves it alone",1st innings,,,3.3,no run,28,0,28/1,"McKay to Aftab Ahmed, no run",,back in the corridor of uncertainty and Aftab leaves it alone,1
22,22,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, 1 run driven into the covers for a good single",1st innings,,,3.4,run,29,1,29/1,"McKay to Aftab Ahmed, 1 run",,driven into the covers for a good single,1
23,23,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run good channel again from McKay and Imrul watches it go through to McCullum outside off",1st innings,,,3.5,no run,29,0,29/1,"McKay to Imrul Kayes, no run",,good channel again from McKay and Imrul watches it go through to McCullum outside off,1
24,23,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, 1 wide well wide down the leg side",1st innings,,,3.5,wide,30,1,30/1,"McKay to Imrul Kayes, 1 wide",,well wide down the leg side,1
25,24,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, 1 run better from McKay and he takes the outside edge of the bat down to third man",1st innings,Aftab Ahmed,56266,4.0,run,31,1,31/1,"McKay to Imrul Kayes, 1 run",,better from McKay and he takes the outside edge of the bat down to third man,1
26,25,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run Southee hits a good line and length and Imrul watches it go by",1st innings,,,4.1,no run,31,0,31/1,"Southee to Imrul Kayes, no run",,Southee hits a good line and length and Imrul watches it go by,1
27,26,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run Imrul pushes into the off side",1st innings,,,4.2,no run,31,0,31/1,"Southee to Imrul Kayes, no run",,Imrul pushes into the off side,1
28,27,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run too straight and Inrul plays straight to square leg",1st innings,,,4.3,no run,31,0,31/1,"Southee to Imrul Kayes, no run",,too straight and Inrul plays straight to square leg,1
29,28,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, 2 runs Imrul tries to make something out of nothing and mistimes a drive over mid on for a couple",1st innings,,,4.4,run,33,2,33/1,"Southee to Imrul Kayes, 2 runs",,Imrul tries to make something out of nothing and mistimes a drive over mid on for a couple,1
30,29,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run beaten outside the off stump",1st innings,,,4.5,no run,33,0,33/1,"Southee to Imrul Kayes, no run",,beaten outside the off stump,1
31,30,Imrul Kayes,280734,Tim Southee,232364,"Southee to Imrul Kayes, no run good line again from Southee gets Imrul to play and he pushes to point",1st innings,Aftab Ahmed,56266,5.0,no run,33,0,33/1,"Southee to Imrul Kayes, no run",,good line again from Southee gets Imrul to play and he pushes to point,1
32,31,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, FOUR runs Aftab gets all of this as McKay is too full and he drives powerfully down the ground for four",1st innings,,,5.1,four,37,4,37/1,"McKay to Aftab Ahmed, FOUR runs",,Aftab gets all of this as McKay is too full and he drives powerfully down the ground for four,1
33,32,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run better from McKay and Aftab leaves it alone outside off",1st innings,,,5.2,no run,37,0,37/1,"McKay to Aftab Ahmed, no run",,better from McKay and Aftab leaves it alone outside off,1
34,33,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, FOUR runs Aftab picks up a good length ball on off stump and whips it over mid wicket for four!",1st innings,,,5.3,four,41,4,41/1,"McKay to Aftab Ahmed, FOUR runs",,Aftab picks up a good length ball on off stump and whips it over mid wicket for four!,1
35,34,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run Aftab pushes into the off side",1st innings,,,5.4,no run,41,0,41/1,"McKay to Aftab Ahmed, no run",,Aftab pushes into the off side,1
36,35,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, OUT McKay throws in a bouncer and Aftab ramps it straight down the throat of Southee at third man. Poor end to a promising innings.",1st innings,Imrul Kayes,280734,5.5,out,41,0,41/2,"McKay to Aftab Ahmed, OUT",,McKay throws in a bouncer and Aftab ramps it straight down the throat of Southee at third man. Poor end to a promising innings.,2
37,36,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, 1 run Ashraful is underway immediately as he clips it off his pads to fine leg",1st innings,Imrul Kayes,280734,6.0,run,42,1,42/2,"McKay to Mohammad Ashraful, 1 run",,Ashraful is underway immediately as he clips it off his pads to fine leg,2
38,37,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run left alone outside off",1st innings,,,6.1,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,left alone outside off,2
39,38,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run Southee gets some movement away and Ashraful is beaten",1st innings,,,6.2,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,Southee gets some movement away and Ashraful is beaten,2
40,39,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run back of a length and played into the off side",1st innings,,,6.3,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,back of a length and played into the off side,2
41,40,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run yorker and Ashraful does well to keep it out",1st innings,,,6.4,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,yorker and Ashraful does well to keep it out,2
42,41,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run in the channel again and Ashraful pushes to cover",1st innings,,,6.5,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,in the channel again and Ashraful pushes to cover,2
43,42,Mohammad Ashraful,55988,Tim Southee,232364,"Southee to Mohammad Ashraful, no run back of a length and played into the leg side",1st innings,Imrul Kayes,280734,7.0,no run,42,0,42/2,"Southee to Mohammad Ashraful, no run",,back of a length and played into the leg side,2
44,43,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run McKay bends his back and Imrul allows it through to the keeper",1st innings,,,7.1,no run,42,0,42/2,"McKay to Imrul Kayes, no run",,McKay bends his back and Imrul allows it through to the keeper,2
45,44,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run fuller again and Imrul drives to point",1st innings,,,7.2,no run,42,0,42/2,"McKay to Imrul Kayes, no run",,fuller again and Imrul drives to point,2
46,45,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run surprise yorker from McKay and as Imrul tries to drive forcefully he gets an inside edge ",1st innings,,,7.3,no run,42,0,42/2,"McKay to Imrul Kayes, no run",,surprise yorker from McKay and as Imrul tries to drive forcefully he gets an inside edge ,2
47,46,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, 1 run worked off his pads to long leg",1st innings,,,7.4,run,43,1,43/2,"McKay to Imrul Kayes, 1 run",,worked off his pads to long leg,2
48,47,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run played out into the off side",1st innings,,,7.5,no run,43,0,43/2,"McKay to Mohammad Ashraful, no run",,played out into the off side,2
