,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Jason Roy,298438,Umesh Yadav,376116,"Yadav to Roy, FOUR runs <strong>swing, edged, four!</strong> Only the one slip, Roy goes at the ball with hard hands, and Raina can't reach with a stretch to his right.",1st innings,Jonny Bairstow,297433,,,0.1,four,4,4,4/0,"Yadav to Roy, FOUR runs",,"<strong>swing, edged, four!</strong> Only the one slip, Roy goes at the ball with hard hands, and Raina can't reach with a stretch to his right.",0
1,2,Jason Roy,298438,Umesh Yadav,376116,"Yadav to Roy, no run more swing, in comes a second slip as Roy squares up watchfully on the front foot",1st innings,Jonny Bairstow,297433,,,0.2,no run,4,0,4/0,"Yadav to Roy, no run",,"more swing, in comes a second slip as Roy squares up watchfully on the front foot",0
2,3,Jason Roy,298438,Umesh Yadav,376116,"Yadav to Roy, 1 leg bye sliding into the pads this time, flicked behind square",1st innings,Jonny Bairstow,297433,,,0.3,leg bye,5,1,5/0,"Yadav to Roy, 1 leg bye",,"sliding into the pads this time, flicked behind square",0
3,4,Jonny Bairstow,297433,Umesh Yadav,376116,"Yadav to Bairstow, no run <strong>that's an absolute ripper!</strong> curling past the outside edge from an excruciatingly tight line. Bairstow holds his bat tightly on off stump and prays.",1st innings,Jason Roy,298438,,,0.4,no run,5,0,5/0,"Yadav to Bairstow, no run",,<strong>that's an absolute ripper!</strong> curling past the outside edge from an excruciatingly tight line. Bairstow holds his bat tightly on off stump and prays.,0
4,5,Jonny Bairstow,297433,Umesh Yadav,376116,"Yadav to Bairstow, no run uneasily driven back down the pitch. Probing new-ball bowling from Yadav",1st innings,Jason Roy,298438,,,0.5,no run,5,0,5/0,"Yadav to Bairstow, no run",,uneasily driven back down the pitch. Probing new-ball bowling from Yadav,0
5,5,Jonny Bairstow,297433,Umesh Yadav,376116,"Yadav to Bairstow, 1 wide down the leg side. Let's have that one again",1st innings,Jason Roy,298438,,,0.5,wide,6,1,6/0,"Yadav to Bairstow, 1 wide",,down the leg side. Let's have that one again,0
6,6,Jonny Bairstow,297433,Umesh Yadav,376116,"Yadav to Bairstow, no run <strong>driven, and a big appeal!</strong> There must be an inside edge or that is pretty plumb! Virat thinks hard ... but declines... no bat involved, back leg ...<strong> yikes, that was close!</strong>",1st innings,Jason Roy,298438,,,0.6,no run,6,0,6/0,"Yadav to Bairstow, no run",,"<strong>driven, and a big appeal!</strong> There must be an inside edge or that is pretty plumb! Virat thinks hard ... but declines... no bat involved, back leg ...<strong> yikes, that was close!</strong>",0
7,7,Jason Roy,298438,Siddarth Kaul,326017,"Kaul to Roy, 1 run firmly drilled into the covers",1st innings,Jonny Bairstow,297433,Umesh Yadav,376116,1.1,run,7,1,7/0,"Kaul to Roy, 1 run",,firmly drilled into the covers,0
8,8,Jonny Bairstow,297433,Siddarth Kaul,326017,"Kaul to Bairstow, no run back of a length, punched on the up to mid-on",1st innings,Jason Roy,298438,Umesh Yadav,376116,1.2,no run,7,0,7/0,"Kaul to Bairstow, no run",,"back of a length, punched on the up to mid-on",0
9,9,Jonny Bairstow,297433,Siddarth Kaul,326017,"Kaul to Bairstow, no run clipped off the hip, out to midwicket",1st innings,Jason Roy,298438,Umesh Yadav,376116,1.3,no run,7,0,7/0,"Kaul to Bairstow, no run",,"clipped off the hip, out to midwicket",0
10,10,Jonny Bairstow,297433,Siddarth Kaul,326017,"Kaul to Bairstow, no run worked cautiously to the leg side again. This is tight from India so far",1st innings,Jason Roy,298438,Umesh Yadav,376116,1.4,no run,7,0,7/0,"Kaul to Bairstow, no run",,worked cautiously to the leg side again. This is tight from India so far,0
11,11,Jonny Bairstow,297433,Siddarth Kaul,326017,"Kaul to Bairstow, FOUR runs too short this time, and a short-arm pull through midwicket. Sid just dragged that one down a touch",1st innings,Jason Roy,298438,Umesh Yadav,376116,1.5,four,11,4,11/0,"Kaul to Bairstow, FOUR runs",,"too short this time, and a short-arm pull through midwicket. Sid just dragged that one down a touch",0
12,12,Jonny Bairstow,297433,Siddarth Kaul,326017,"Kaul to Bairstow, no run thumped on the up and into the covers",1st innings,Jason Roy,298438,Umesh Yadav,376116,1.6,no run,11,0,11/0,"Kaul to Bairstow, no run",,thumped on the up and into the covers,0
13,13,Jason Roy,298438,Umesh Yadav,376116,"Yadav to Roy, no run patted back down the pitch, good aggressive line from Yadav so far",1st innings,Jonny Bairstow,297433,Siddarth Kaul,326017,2.1,no run,11,0,11/0,"Yadav to Roy, no run",,"patted back down the pitch, good aggressive line from Yadav so far",0
14,14,Jason Roy,298438,Umesh Yadav,376116,"Yadav to Roy, 1 run fenced to backward point, extra bounce and defended",1st innings,Jonny Bairstow,297433,Siddarth Kaul,326017,2.2,run,12,1,12/0,"Yadav to Roy, 1 run",,"fenced to backward point, extra bounce and defended",0
