,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run let go through the offside and we're away",1st innings,0.1,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,let go through the offside and we're away,0
1,2,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run flies down the legside, big appeal for a catch, hit the pads",1st innings,0.2,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,"flies down the legside, big appeal for a catch, hit the pads",0
2,3,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run pushed defensively to mid-on",1st innings,0.3,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,pushed defensively to mid-on,0
3,4,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run left alone through the offside, pacy start from this bowler",1st innings,0.4,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,"left alone through the offside, pacy start from this bowler",0
4,5,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run played off the legs to square leg",1st innings,0.5,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,played off the legs to square leg,0
5,6,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run almost finds the outside edge and a very good start from the bowler",1st innings,1.0,no run,0,0,0/0,"Dawlat Zadran to Porterfield, no run",,almost finds the outside edge and a very good start from the bowler,0
6,7,Paul Stirling,303427,Shapoor Zadran,319746,"Shapoor Zadran to Stirling, 3 runs played loftily through the offside just away from the man at cover",1st innings,1.1,run,3,3,3/0,"Shapoor Zadran to Stirling, 3 runs",,played loftily through the offside just away from the man at cover,0
7,8,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run good line and length and it's left alone by the Irish captain",1st innings,1.2,no run,3,0,3/0,"Shapoor Zadran to Porterfield, no run",,good line and length and it's left alone by the Irish captain,0
8,9,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run bit wider this time and no shot is played to it",1st innings,1.3,no run,3,0,3/0,"Shapoor Zadran to Porterfield, no run",,bit wider this time and no shot is played to it,0
9,10,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run defended into the legside",1st innings,1.4,no run,3,0,3/0,"Shapoor Zadran to Porterfield, no run",,defended into the legside,0
10,11,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run another one that is left alone by the batsman",1st innings,1.5,no run,3,0,3/0,"Shapoor Zadran to Porterfield, no run",,another one that is left alone by the batsman,0
11,12,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run batsman tries a very expansive cover drive but it misses everything and flies through to the keeper, nervy stuff from Porterfield",1st innings,2.0,no run,3,0,3/0,"Shapoor Zadran to Porterfield, no run",,"batsman tries a very expansive cover drive but it misses everything and flies through to the keeper, nervy stuff from Porterfield",0
12,12,Paul Stirling,303427,Dawlat Zadran,516561,"Dawlat Zadran to Stirling, (no ball) 3 runs bowler oversteps and it's played through the midwicket region, free hit coming up",1st innings,2.0,run,7,4,7/0,"Dawlat Zadran to Stirling, (no ball) 3 runs",,"bowler oversteps and it's played through the midwicket region, free hit coming up",0
13,13,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run and he's bowled off a Free Hit! Played all around it but it doesn't matter",1st innings,2.1,no run,7,0,7/0,"Dawlat Zadran to Porterfield, no run",,and he's bowled off a Free Hit! Played all around it but it doesn't matter,0
14,14,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run back of a length and it's pushed back to the bowler",1st innings,2.2,no run,7,0,7/0,"Dawlat Zadran to Porterfield, no run",,back of a length and it's pushed back to the bowler,0
15,15,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run big appeal for lbw but the umpire is unmoved",1st innings,2.3,no run,7,0,7/0,"Dawlat Zadran to Porterfield, no run",,big appeal for lbw but the umpire is unmoved,0
16,16,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run again accurate stuff and it's defended back to the bowler",1st innings,2.4,no run,7,0,7/0,"Dawlat Zadran to Porterfield, no run",,again accurate stuff and it's defended back to the bowler,0
17,17,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, 2 runs he's finally off the mark as he plays it uppishly through the legside",1st innings,2.5,run,9,2,9/0,"Dawlat Zadran to Porterfield, 2 runs",,he's finally off the mark as he plays it uppishly through the legside,0
18,18,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run inside edge onto the pads and it squirts into the offside",1st innings,3.0,no run,9,0,9/0,"Dawlat Zadran to Porterfield, no run",,inside edge onto the pads and it squirts into the offside,0
19,19,Paul Stirling,303427,Shapoor Zadran,319746,"Shapoor Zadran to Stirling, no run no shot played to that outside the off-stump",1st innings,3.1,no run,9,0,9/0,"Shapoor Zadran to Stirling, no run",,no shot played to that outside the off-stump,0
20,20,Paul Stirling,303427,Shapoor Zadran,319746,"Shapoor Zadran to Stirling, no run batsman tries a big one but misses",1st innings,3.2,no run,9,0,9/0,"Shapoor Zadran to Stirling, no run",,batsman tries a big one but misses,0
21,21,Paul Stirling,303427,Shapoor Zadran,319746,"Shapoor Zadran to Stirling, OUT and the first one goes, just prods at it and the keeper takes a simple catch.",1st innings,3.3,out,9,0,9/1,"Shapoor Zadran to Stirling, OUT",,"and the first one goes, just prods at it and the keeper takes a simple catch.",1
22,22,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run defended back to the bowler",1st innings,3.4,no run,9,0,9/1,"Shapoor Zadran to Joyce, no run",,defended back to the bowler,1
23,23,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run left alone outside the off-stump",1st innings,3.5,no run,9,0,9/1,"Shapoor Zadran to Joyce, no run",,left alone outside the off-stump,1
24,24,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run just passes the outside edge and that ends an excellent over",1st innings,4.0,no run,9,0,9/1,"Shapoor Zadran to Joyce, no run",,just passes the outside edge and that ends an excellent over,1
25,25,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run off the pads and into the legside, no appeal",1st innings,4.1,no run,9,0,9/1,"Dawlat Zadran to Porterfield, no run",,"off the pads and into the legside, no appeal",1
26,26,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run played without power into the covers",1st innings,4.2,no run,9,0,9/1,"Dawlat Zadran to Porterfield, no run",,played without power into the covers,1
27,27,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run driven well but it's stopped in the covers",1st innings,4.3,no run,9,0,9/1,"Dawlat Zadran to Porterfield, no run",,driven well but it's stopped in the covers,1
28,28,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, no run defended into the offside this time",1st innings,4.4,no run,9,0,9/1,"Dawlat Zadran to Porterfield, no run",,defended into the offside this time,1
29,29,William Porterfield,24611,Dawlat Zadran,516561,"Dawlat Zadran to Porterfield, 1 run edged down to third man",1st innings,4.5,run,10,1,10/1,"Dawlat Zadran to Porterfield, 1 run",,edged down to third man,1
30,30,Ed Joyce,24249,Dawlat Zadran,516561,"Dawlat Zadran to Joyce, no run driven firmly but directly to cover",1st innings,5.0,no run,10,0,10/1,"Dawlat Zadran to Joyce, no run",,driven firmly but directly to cover,1
31,31,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, FOUR runs played off the back foot through the covers for his first boundary",1st innings,5.1,four,14,4,14/1,"Shapoor Zadran to Porterfield, FOUR runs",,played off the back foot through the covers for his first boundary,1
32,32,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, no run played defensively to mid-on",1st innings,5.2,no run,14,0,14/1,"Shapoor Zadran to Porterfield, no run",,played defensively to mid-on,1
33,33,William Porterfield,24611,Shapoor Zadran,319746,"Shapoor Zadran to Porterfield, OUT tries a pull in the air and the man at fine leg takes a good catch ",1st innings,5.3,out,14,0,14/2,"Shapoor Zadran to Porterfield, OUT",,tries a pull in the air and the man at fine leg takes a good catch ,2
34,33,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, 1 wide down the leg side",1st innings,5.3,wide,15,1,15/2,"Shapoor Zadran to NJ O'Brien, 1 wide",,down the leg side,2
35,33,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, 1 wide another one down the leg side.",1st innings,5.3,wide,16,1,16/2,"Shapoor Zadran to NJ O'Brien, 1 wide",,another one down the leg side.,2
36,34,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, no run defends down the track.",1st innings,5.4,no run,16,0,16/2,"Shapoor Zadran to NJ O'Brien, no run",,defends down the track.,2
37,35,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, 1 run guided down to third man",1st innings,5.5,run,17,1,17/2,"Shapoor Zadran to NJ O'Brien, 1 run",,guided down to third man,2
38,36,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run well defended back to the bowler, Ireland in a spot of bother here",1st innings,6.0,no run,17,0,17/2,"Shapoor Zadran to Joyce, no run",,"well defended back to the bowler, Ireland in a spot of bother here",2
39,37,Niall O'Brien,24289,Dawlat Zadran,516561,"Dawlat Zadran to NJ O'Brien, no run very quick and left alone past the off-stump",1st innings,6.1,no run,17,0,17/2,"Dawlat Zadran to NJ O'Brien, no run",,very quick and left alone past the off-stump,2
40,38,Niall O'Brien,24289,Dawlat Zadran,516561,"Dawlat Zadran to NJ O'Brien, 2 runs flicked down to fine leg for a couple",1st innings,6.2,run,19,2,19/2,"Dawlat Zadran to NJ O'Brien, 2 runs",,flicked down to fine leg for a couple,2
41,39,Niall O'Brien,24289,Dawlat Zadran,516561,"Dawlat Zadran to NJ O'Brien, no run defended out to mid-off",1st innings,6.3,no run,19,0,19/2,"Dawlat Zadran to NJ O'Brien, no run",,defended out to mid-off,2
42,40,Niall O'Brien,24289,Dawlat Zadran,516561,"Dawlat Zadran to NJ O'Brien, no run yorker length and the batsman digs it out",1st innings,6.4,no run,19,0,19/2,"Dawlat Zadran to NJ O'Brien, no run",,yorker length and the batsman digs it out,2
43,41,Ed Joyce,24249,Dawlat Zadran,516561,"Dawlat Zadran to Joyce, no run beats the outside edge.",1st innings,6.5,no run,19,0,19/2,"Dawlat Zadran to Joyce, no run",,beats the outside edge.,2
44,42,Ed Joyce,24249,Dawlat Zadran,516561,"Dawlat Zadran to Joyce, no run defended to the off side.",1st innings,7.0,no run,19,0,19/2,"Dawlat Zadran to Joyce, no run",,defended to the off side.,2
45,43,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, no run defended back to the bowler",1st innings,7.1,no run,19,0,19/2,"Shapoor Zadran to NJ O'Brien, no run",,defended back to the bowler,2
46,44,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, no run defended back to the bowler again",1st innings,7.2,no run,19,0,19/2,"Shapoor Zadran to NJ O'Brien, no run",,defended back to the bowler again,2
47,45,Niall O'Brien,24289,Shapoor Zadran,319746,"Shapoor Zadran to NJ O'Brien, 1 run very quick single taken in the legside",1st innings,7.3,run,20,1,20/2,"Shapoor Zadran to NJ O'Brien, 1 run",,very quick single taken in the legside,2
48,46,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run left alone outside the off-stump",1st innings,7.4,no run,20,0,20/2,"Shapoor Zadran to Joyce, no run",,left alone outside the off-stump,2
49,47,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run full and well defended",1st innings,7.5,no run,20,0,20/2,"Shapoor Zadran to Joyce, no run",,full and well defended,2
50,48,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run no shot played to that one",1st innings,8.0,no run,20,0,20/2,"Shapoor Zadran to Joyce, no run",,no shot played to that one,2
51,49,Niall O'Brien,24289,Gulbadin Naib,352048,"Gulbadin Naib to NJ O'Brien, 3 runs played quickly down to fine leg and an overthrow allows another run",1st innings,8.1,run,23,3,23/2,"Gulbadin Naib to NJ O'Brien, 3 runs",,played quickly down to fine leg and an overthrow allows another run,2
52,50,Ed Joyce,24249,Gulbadin Naib,352048,"Gulbadin Naib to Joyce, no run played to the man at midwicket",1st innings,8.2,no run,23,0,23/2,"Gulbadin Naib to Joyce, no run",,played to the man at midwicket,2
53,51,Ed Joyce,24249,Gulbadin Naib,352048,"Gulbadin Naib to Joyce, no run defended into the offside",1st innings,8.3,no run,23,0,23/2,"Gulbadin Naib to Joyce, no run",,defended into the offside,2
54,52,Ed Joyce,24249,Gulbadin Naib,352048,"Gulbadin Naib to Joyce, no run defended into the offside",1st innings,8.4,no run,23,0,23/2,"Gulbadin Naib to Joyce, no run",,defended into the offside,2
55,53,Ed Joyce,24249,Gulbadin Naib,352048,"Gulbadin Naib to Joyce, 1 run guided down to third man",1st innings,8.5,run,24,1,24/2,"Gulbadin Naib to Joyce, 1 run",,guided down to third man,2
56,54,Niall O'Brien,24289,Gulbadin Naib,352048,"Gulbadin Naib to NJ O'Brien, no run driven off the back foot into the covers",1st innings,9.0,no run,24,0,24/2,"Gulbadin Naib to NJ O'Brien, no run",,driven off the back foot into the covers,2
57,55,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run defended back to the bowler",1st innings,9.1,no run,24,0,24/2,"Shapoor Zadran to Joyce, no run",,defended back to the bowler,2
58,56,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run no shot played to that one outside the off-stump",1st innings,9.2,no run,24,0,24/2,"Shapoor Zadran to Joyce, no run",,no shot played to that one outside the off-stump,2
59,57,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run another one that is left alone",1st innings,9.3,no run,24,0,24/2,"Shapoor Zadran to Joyce, no run",,another one that is left alone,2
60,58,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run left alone outside the off stump.",1st innings,9.4,no run,24,0,24/2,"Shapoor Zadran to Joyce, no run",,left alone outside the off stump.,2
61,59,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, FOUR runs beautifully timed cover drive off the back foot",1st innings,9.5,four,28,4,28/2,"Shapoor Zadran to Joyce, FOUR runs",,beautifully timed cover drive off the back foot,2
62,60,Ed Joyce,24249,Shapoor Zadran,319746,"Shapoor Zadran to Joyce, no run played firmly to mid-off",1st innings,10.0,no run,28,0,28/2,"Shapoor Zadran to Joyce, no run",,played firmly to mid-off,2
63,61,Niall O'Brien,24289,Gulbadin Naib,352048,"Gulbadin Naib to NJ O'Brien, 2 runs just lobbed over the man at midwicket, very lucky escape there",1st innings,10.1,run,30,2,30/2,"Gulbadin Naib to NJ O'Brien, 2 runs",,"just lobbed over the man at midwicket, very lucky escape there",2
64,62,Niall O'Brien,24289,Gulbadin Naib,352048,"Gulbadin Naib to NJ O'Brien, OUT and another one goes. Full, straight and swinging and he's beaten all ends up",1st innings,10.2,out,30,0,30/3,"Gulbadin Naib to NJ O'Brien, OUT",,"and another one goes. Full, straight and swinging and he's beaten all ends up",3
65,63,Gary Wilson,24609,Gulbadin Naib,352048,"Gulbadin Naib to Wilson, no run defended back to the bowler",1st innings,10.3,no run,30,0,30/3,"Gulbadin Naib to Wilson, no run",,defended back to the bowler,3
