,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run starts with a bouncer and the batsman ducks under it.",1st innings,0.1,no run,0,0,0/0,"Starc to Coetzer, no run",,starts with a bouncer and the batsman ducks under it.,0
1,2,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run back of a length with a bit of width outside off. Coetzer throws his bat at it, away from his body, doesn't connect",1st innings,0.2,no run,0,0,0/0,"Starc to Coetzer, no run",,"back of a length with a bit of width outside off. Coetzer throws his bat at it, away from his body, doesn't connect",0
2,3,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run back of a length on off stump, punched back firmly to the bowler",1st innings,0.3,no run,0,0,0/0,"Starc to Coetzer, no run",,"back of a length on off stump, punched back firmly to the bowler",0
3,4,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run yorker on leg stump, and Coetzer nearly falls over as he lifts his feet out of the way and digs it out towards square leg",1st innings,0.4,no run,0,0,0/0,"Starc to Coetzer, no run",,"yorker on leg stump, and Coetzer nearly falls over as he lifts his feet out of the way and digs it out towards square leg",0
4,5,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run length ball outside off, and he's beaten for pace and angle, once again lashing out without any foot movement",1st innings,0.5,no run,0,0,0/0,"Starc to Coetzer, no run",,"length ball outside off, and he's beaten for pace and angle, once again lashing out without any foot movement",0
5,6,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run back of a length on middle stump, hops up and defends back to the bowler",1st innings,0.6,no run,0,0,0/0,"Starc to Coetzer, no run",,"back of a length on middle stump, hops up and defends back to the bowler",0
6,7,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, no run full-toss close to off stump, punched back to the bowler",1st innings,1.1,no run,0,0,0/0,"Cummins to MacLeod, no run",,"full-toss close to off stump, punched back to the bowler",0
7,8,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, no run length ball, lots of width outside off. Gets forward and slaps it powerfully but straight to Smith at backward point",1st innings,1.2,no run,0,0,0/0,"Cummins to MacLeod, no run",,"length ball, lots of width outside off. Gets forward and slaps it powerfully but straight to Smith at backward point",0
8,9,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, no run off-stump yorker, blocked back to the bowler",1st innings,1.3,no run,0,0,0/0,"Cummins to MacLeod, no run",,"off-stump yorker, blocked back to the bowler",0
9,10,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, no run length ball outside off, goes for a flat-bat slap through the off-side and under-edges it, on the bounce, to the keeper",1st innings,1.4,no run,0,0,0/0,"Cummins to MacLeod, no run",,"length ball outside off, goes for a flat-bat slap through the off-side and under-edges it, on the bounce, to the keeper",0
10,11,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, FOUR runs this one's shorter and MacLeod can stand up tall and slap it away with a roll of the wrists to the cover point boundary",1st innings,1.5,four,4,4,4/0,"Cummins to MacLeod, FOUR runs",,this one's shorter and MacLeod can stand up tall and slap it away with a roll of the wrists to the cover point boundary,0
11,12,Calum MacLeod,232435,Pat Cummins,489889,"Cummins to MacLeod, FOUR runs and again, even shorter this time, and he gets on top of the bounce and dismisses it in front of square",1st innings,1.6,four,8,4,8/0,"Cummins to MacLeod, FOUR runs",,"and again, even shorter this time, and he gets on top of the bounce and dismisses it in front of square",0
12,13,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run length ball outside off, angling away. Coetzer goes for the on-the-up punch, again zero footwork, and again he's beaten",1st innings,2.1,no run,8,0,8/0,"Starc to Coetzer, no run",,"length ball outside off, angling away. Coetzer goes for the on-the-up punch, again zero footwork, and again he's beaten",0
13,14,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run length ball on off stump, punched back to the bowler",1st innings,2.2,no run,8,0,8/0,"Starc to Coetzer, no run",,"length ball on off stump, punched back to the bowler",0
14,15,Kyle Coetzer,25446,Mitchell Starc,311592,"Starc to Coetzer, no run edged, drops short of third slip. Full outside off and again Coetzer pushes at it with no feet. Thick edge, but it doesn't carry through to the crouching Smith",1st innings,2.3,no run,8,0,8/0,"Starc to Coetzer, no run",,"edged, drops short of third slip. Full outside off and again Coetzer pushes at it with no feet. Thick edge, but it doesn't carry through to the crouching Smith",0
