,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Nasir Jamshed,42321,Tinashe Panyangara,55705,"Panyangara to Nasir Jamshed, no run Back of a length on off stump, back and across to defend towards short midwicket",1st innings,Ahmed Shehzad,259410,,,0.1,no run,0,0,0/0,"Panyangara to Nasir Jamshed, no run",,"Back of a length on off stump, back and across to defend towards short midwicket",0
1,2,Nasir Jamshed,42321,Tinashe Panyangara,55705,"Panyangara to Nasir Jamshed, no run full outside off, slanting away, defended to short cover",1st innings,Ahmed Shehzad,259410,,,0.2,no run,0,0,0/0,"Panyangara to Nasir Jamshed, no run",,"full outside off, slanting away, defended to short cover",0
2,3,Nasir Jamshed,42321,Tinashe Panyangara,55705,"Panyangara to Nasir Jamshed, 1 run back of  a length, a touch too straight. Jamshed tucks it away through square leg to pick up his first World Cup run",1st innings,Ahmed Shehzad,259410,,,0.3,run,1,1,1/0,"Panyangara to Nasir Jamshed, 1 run",,"back of  a length, a touch too straight. Jamshed tucks it away through square leg to pick up his first World Cup run",0
3,4,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run Shehzad didn't know much about that. Was halfway forward to this ball that threatened to shape away from him. Nipped back a touch, and he inside-edged it onto his thigh pad",1st innings,Nasir Jamshed,42321,,,0.4,no run,1,0,1/0,"Panyangara to Ahmed Shehzad, no run",,"Shehzad didn't know much about that. Was halfway forward to this ball that threatened to shape away from him. Nipped back a touch, and he inside-edged it onto his thigh pad",0
4,5,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run fuller now, on middle and off, Shehzad plays a checked drive to mid-on",1st innings,Nasir Jamshed,42321,,,0.5,no run,1,0,1/0,"Panyangara to Ahmed Shehzad, no run",,"fuller now, on middle and off, Shehzad plays a checked drive to mid-on",0
5,6,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run length ball on a sixth-stump line, left alone",1st innings,Nasir Jamshed,42321,,,0.6,no run,1,0,1/0,"Panyangara to Ahmed Shehzad, no run",,"length ball on a sixth-stump line, left alone",0
6,7,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, no run starts with a fullish ball on middle and off, and Jamshed defends to short midwicket",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.1,no run,1,0,1/0,"Chatara to Nasir Jamshed, no run",,"starts with a fullish ball on middle and off, and Jamshed defends to short midwicket",0
7,8,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, no run back of a length on middle and off and he shuffles across to tuck it away towards square leg",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.2,no run,1,0,1/0,"Chatara to Nasir Jamshed, no run",,back of a length on middle and off and he shuffles across to tuck it away towards square leg,0
8,9,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, no run back of a length, fourth-stump line, defended solidly down the ground, towards mid-off",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.3,no run,1,0,1/0,"Chatara to Nasir Jamshed, no run",,"back of a length, fourth-stump line, defended solidly down the ground, towards mid-off",0
9,10,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, no run back of a length on off and middle, worked to square leg off the back foot",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.4,no run,1,0,1/0,"Chatara to Nasir Jamshed, no run",,"back of a length on off and middle, worked to square leg off the back foot",0
10,11,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, no run a little fuller, on an off-stump line, defended to short midwicket",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.5,no run,1,0,1/0,"Chatara to Nasir Jamshed, no run",,"a little fuller, on an off-stump line, defended to short midwicket",0
11,12,Nasir Jamshed,42321,Tendai Chatara,425639,"Chatara to Nasir Jamshed, OUT got him! He was out for a duck in the previous game, and this time he's out for 1. It's a short ball and he swivels to pull from outside off, but he only succeeds in giving square leg an easy catch at knee height",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,1.6,out,1,0,1/1,"Chatara to Nasir Jamshed, OUT",,"got him! He was out for a duck in the previous game, and this time he's out for 1. It's a short ball and he swivels to pull from outside off, but he only succeeds in giving square leg an easy catch at knee height",1
12,13,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run big appeal for lbw, Shehzad's front foot barely came forward for that. It was fairly full, nipped back and pinged him on the front pad as his head fell over while looking to play through the on side. Would have missed leg stump, and probably bounced over as well",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.1,no run,1,0,1/1,"Panyangara to Ahmed Shehzad, no run",,"big appeal for lbw, Shehzad's front foot barely came forward for that. It was fairly full, nipped back and pinged him on the front pad as his head fell over while looking to play through the on side. Would have missed leg stump, and probably bounced over as well",1
13,13,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, 1 wide short, very wide outside off. Shehzad thinks about slashing at it, decides against it",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.1,wide,2,1,2/1,"Panyangara to Ahmed Shehzad, 1 wide",,"short, very wide outside off. Shehzad thinks about slashing at it, decides against it",1
14,13,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, 1 wide now he overcompensates and slides one down the leg side",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.1,wide,3,1,3/1,"Panyangara to Ahmed Shehzad, 1 wide",,now he overcompensates and slides one down the leg side,1
15,14,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run full again, attacking the pads. Shehzad opens up to defend towards mid-on",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.2,no run,3,0,3/1,"Panyangara to Ahmed Shehzad, no run",,"full again, attacking the pads. Shehzad opens up to defend towards mid-on",1
16,15,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run full again, outside off, punched to mid-off",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.3,no run,3,0,3/1,"Panyangara to Ahmed Shehzad, no run",,"full again, outside off, punched to mid-off",1
17,16,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run back of a length outside off, defended back to the bowler",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.4,no run,3,0,3/1,"Panyangara to Ahmed Shehzad, no run",,"back of a length outside off, defended back to the bowler",1
18,17,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run fullish, just outside off, and Chibhabha makes a super diving stop at mid-on, sprawling to his left, to stop that firmly struck punch down the ground from Shehzad",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.5,no run,3,0,3/1,"Panyangara to Ahmed Shehzad, no run",,"fullish, just outside off, and Chibhabha makes a super diving stop at mid-on, sprawling to his left, to stop that firmly struck punch down the ground from Shehzad",1
19,18,Ahmed Shehzad,259410,Tinashe Panyangara,55705,"Panyangara to Ahmed Shehzad, no run full outside off, comes forward to drive, may have been looking at mid-off, but the bat-face closed in his hand and he ended up hitting it towards mid-on",1st innings,Haris Sohail,318788,Tendai Chatara,425639,2.6,no run,3,0,3/1,"Panyangara to Ahmed Shehzad, no run",,"full outside off, comes forward to drive, may have been looking at mid-off, but the bat-face closed in his hand and he ended up hitting it towards mid-on",1
20,19,Haris Sohail,318788,Tendai Chatara,425639,"Chatara to Haris Sohail, no run what a leave that is. That was angled across, very close to off stump, and shaping in just a touch, but Haris trusted the bounce and left it alone",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,3.1,no run,3,0,3/1,"Chatara to Haris Sohail, no run",,"what a leave that is. That was angled across, very close to off stump, and shaping in just a touch, but Haris trusted the bounce and left it alone",1
21,20,Haris Sohail,318788,Tendai Chatara,425639,"Chatara to Haris Sohail, no run another leave, this one's a much easier decision, was just that bit wider outside off",1st innings,Ahmed Shehzad,259410,Tinashe Panyangara,55705,3.2,no run,3,0,3/1,"Chatara to Haris Sohail, no run",,"another leave, this one's a much easier decision, was just that bit wider outside off",1
