,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, no run batsman leaves it alone to start",1st innings,,,0.1,no run,0,0,0/0,"O'Brien to Szwarczynski, no run",,batsman leaves it alone to start,0
1,1,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, 1 wide down the legside",1st innings,,,0.1,wide,1,1,1/0,"O'Brien to Szwarczynski, 1 wide",,down the legside,0
2,2,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, 2 runs cut away towards deep point for the first runs off the bat",1st innings,,,0.2,run,3,2,3/0,"O'Brien to Szwarczynski, 2 runs",,cut away towards deep point for the first runs off the bat,0
3,3,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, no run batsman comes down the pitch but can only push it back to the bowler",1st innings,,,0.3,no run,3,0,3/0,"O'Brien to Szwarczynski, no run",,batsman comes down the pitch but can only push it back to the bowler,0
4,4,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, no run played into the offside",1st innings,,,0.4,no run,3,0,3/0,"O'Brien to Szwarczynski, no run",,played into the offside,0
5,5,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, no run pushed into the covers again",1st innings,,,0.5,no run,3,0,3/0,"O'Brien to Szwarczynski, no run",,pushed into the covers again,0
6,6,Eric Szwarczynski,214696,Kevin O'Brien,24605,"O'Brien to Szwarczynski, no run played off the back foot into the offside for another dot",1st innings,Tom Heggelman,467426,1.0,no run,3,0,3/0,"O'Brien to Szwarczynski, no run",,played off the back foot into the offside for another dot,0
7,7,Tom Heggelman,467426,Trent Johnston,6038,"Johnston to Heggelman, 1 run misfield at cover allows a single",1st innings,,,1.1,run,4,1,4/0,"Johnston to Heggelman, 1 run",,misfield at cover allows a single,0
8,8,Eric Szwarczynski,214696,Trent Johnston,6038,"Johnston to Szwarczynski, OUT Ireland have an early breakthrough as a fullish delivery is chipped straight to White at mid-off and after initial confusion over whether it was bump ball the batsman walks",1st innings,Tom Heggelman,467426,1.2,out,4,0,4/1,"Johnston to Szwarczynski, OUT",,Ireland have an early breakthrough as a fullish delivery is chipped straight to White at mid-off and after initial confusion over whether it was bump ball the batsman walks,1
9,9,Tom Cooper,219885,Trent Johnston,6038,"Johnston to Cooper, no run ",1st innings,,,1.3,no run,4,0,4/1,"Johnston to Cooper, no run",,,1
10,10,Tom Cooper,219885,Trent Johnston,6038,"Johnston to Cooper, no run pushed to mid-off",1st innings,,,1.4,no run,4,0,4/1,"Johnston to Cooper, no run",,pushed to mid-off,1
11,11,Tom Cooper,219885,Trent Johnston,6038,"Johnston to Cooper, no run defended into the offside",1st innings,,,1.5,no run,4,0,4/1,"Johnston to Cooper, no run",,defended into the offside,1
