,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run starts full on middle stump, searching for some swing, flicked to square leg",1st innings,Ian Bell,9062,,,0.1,no run,0,0,0/0,"McClenaghan to Cook, no run",,"starts full on middle stump, searching for some swing, flicked to square leg",0
1,2,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run full outside off, swings away further and is left alone",1st innings,Ian Bell,9062,,,0.2,no run,0,0,0/0,"McClenaghan to Cook, no run",,"full outside off, swings away further and is left alone",0
2,3,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run touch wide outside off again, Cook not interested at the moment",1st innings,Ian Bell,9062,,,0.3,no run,0,0,0/0,"McClenaghan to Cook, no run",,"touch wide outside off again, Cook not interested at the moment",0
3,4,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run beaten! Closer to off stump, Cook goes for a drive and it goes past the inside edge. Not far from the stumps. It didn't actually do too much",1st innings,Ian Bell,9062,,,0.4,no run,0,0,0/0,"McClenaghan to Cook, no run",,"beaten! Closer to off stump, Cook goes for a drive and it goes past the inside edge. Not far from the stumps. It didn't actually do too much",0
4,4,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, 1 wide pushed down the leg side so England are up and running",1st innings,Ian Bell,9062,,,0.4,wide,1,1,1/0,"McClenaghan to Cook, 1 wide",,pushed down the leg side so England are up and running,0
5,5,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run gets squared up a little by a full delivery on middle and off which straightens as he aims to play to leg...takes a thick outside edge along the ground to point",1st innings,Ian Bell,9062,,,0.5,no run,1,0,1/0,"McClenaghan to Cook, no run",,gets squared up a little by a full delivery on middle and off which straightens as he aims to play to leg...takes a thick outside edge along the ground to point,0
6,6,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,"McClenaghan to Cook, no run good length outside off, Cook presses forward and defends to cover...decent opening over",1st innings,Ian Bell,9062,,,0.6,no run,1,0,1/0,"McClenaghan to Cook, no run",,"good length outside off, Cook presses forward and defends to cover...decent opening over",0
7,7,Ian Bell,9062,Kyle Mills,37740,"Mills to Bell, no run full outside off, 79mph, defended into the covers",1st innings,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,1.1,no run,1,0,1/0,"Mills to Bell, no run",,"full outside off, 79mph, defended into the covers",0
8,8,Ian Bell,9062,Kyle Mills,37740,"Mills to Bell, no run full outside off, shaping away, left alone",1st innings,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,1.2,no run,1,0,1/0,"Mills to Bell, no run",,"full outside off, shaping away, left alone",0
9,9,Ian Bell,9062,Kyle Mills,37740,"Mills to Bell, no run getting a nice bit of shape, just a steady pace, defended on the front foot",1st innings,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,1.3,no run,1,0,1/0,"Mills to Bell, no run",,"getting a nice bit of shape, just a steady pace, defended on the front foot",0
10,10,Ian Bell,9062,Kyle Mills,37740,"Mills to Bell, no run tight line outside off, left alone",1st innings,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,1.4,no run,1,0,1/0,"Mills to Bell, no run",,"tight line outside off, left alone",0
11,11,Ian Bell,9062,Kyle Mills,37740,"Mills to Bell, no run keeps it full outside off, Bell gets a decent stride into the ball this and defends to cover",1st innings,Sir Alastair Cook,11728,Mitchell McClenaghan,319439,1.5,no run,1,0,1/0,"Mills to Bell, no run",,"keeps it full outside off, Bell gets a decent stride into the ball this and defends to cover",0
