,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run right on target just outside off with some away movement, pushed towards covers",1st innings,Sachin Tendulkar,35320,,,0.1,no run,0,0,0/0,"Kulasekara to Gambhir, no run",,"right on target just outside off with some away movement, pushed towards covers",0
1,2,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run that looks straight, that looks mighty close, Gambhir rapped on the pad in front of middle stump as he was caught on the crease, that looked gone, not given, replays show the ball pitched just outside leg stump, oh well, you know now who can never be an umpire",1st innings,Sachin Tendulkar,35320,,,0.2,no run,0,0,0/0,"Kulasekara to Gambhir, no run",,"that looks straight, that looks mighty close, Gambhir rapped on the pad in front of middle stump as he was caught on the crease, that looked gone, not given, replays show the ball pitched just outside leg stump, oh well, you know now who can never be an umpire",0
2,3,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, 1 run length ball pushed towards extra cover, and Gautam is away",1st innings,Sachin Tendulkar,35320,,,0.3,run,1,1,1/0,"Kulasekara to Gambhir, 1 run",,"length ball pushed towards extra cover, and Gautam is away",0
3,4,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run the inward shape into Sachin makes him push outside the line, the ball takes a bit of an inside edge to pop up on the off side off the pad flap",1st innings,Gautam Gambhir,28763,,,0.4,no run,1,0,1/0,"Kulasekara to Tendulkar, no run",,"the inward shape into Sachin makes him push outside the line, the ball takes a bit of an inside edge to pop up on the off side off the pad flap",0
4,5,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run gets across and behind the line of this back of a length ball and blocks",1st innings,Gautam Gambhir,28763,,,0.5,no run,1,0,1/0,"Kulasekara to Tendulkar, no run",,gets across and behind the line of this back of a length ball and blocks,0
5,6,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run lovely delivery, he usually  bends it in to the right hander, this one moves away from short of a length outside off, Sachin walks across and gets beaten as he has a poke at it",1st innings,Gautam Gambhir,28763,,,0.6,no run,1,0,1/0,"Kulasekara to Tendulkar, no run",,"lovely delivery, he usually  bends it in to the right hander, this one moves away from short of a length outside off, Sachin walks across and gets beaten as he has a poke at it",0
6,7,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, no run decent length ball to start with, defended on the off side",1st innings,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,1.1,no run,1,0,1/0,"Lakmal to Gambhir, no run",,"decent length ball to start with, defended on the off side",0
7,8,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, 1 leg bye dribbles off the pad behind square leg as he gets on his toes to try and tuck the short of a length ball that jags in",1st innings,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,1.2,leg bye,2,1,2/0,"Lakmal to Gambhir, 1 leg bye",,dribbles off the pad behind square leg as he gets on his toes to try and tuck the short of a length ball that jags in,0
8,9,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run pushes a length ball down the track, Lakmal fields, Sachin was playing quite a distance away from the body",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,1.3,no run,2,0,2/0,"Lakmal to Tendulkar, no run",,"pushes a length ball down the track, Lakmal fields, Sachin was playing quite a distance away from the body",0
9,10,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run gets across, covers the line of off and allows this skiddy one just outside off to go past",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,1.4,no run,2,0,2/0,"Lakmal to Tendulkar, no run",,"gets across, covers the line of off and allows this skiddy one just outside off to go past",0
10,11,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run some away shape now for Lakmal, Sachin leaves it alone again",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,1.5,no run,2,0,2/0,"Lakmal to Tendulkar, no run",,"some away shape now for Lakmal, Sachin leaves it alone again",0
11,12,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run good lines from Lakmal, bowls it in to Sachin with the angle and gets it to straighten a foot outside off, Sachin shoulders arms",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,1.6,no run,2,0,2/0,"Lakmal to Tendulkar, no run",,"good lines from Lakmal, bowls it in to Sachin with the angle and gets it to straighten a foot outside off, Sachin shoulders arms",0
12,13,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run reaches forward and pushes it back to the bowler off the toe end of the bat",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,2.1,no run,2,0,2/0,"Kulasekara to Gambhir, no run",,reaches forward and pushes it back to the bowler off the toe end of the bat,0
13,14,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, 3 runs on to the pads this time, and Gautam tucks it through square leg crisply, a mess is made of the stop close to the rope as the fielder running across slips, and allows them to take three",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,2.2,run,5,3,5/0,"Kulasekara to Gambhir, 3 runs",,"on to the pads this time, and Gautam tucks it through square leg crisply, a mess is made of the stop close to the rope as the fielder running across slips, and allows them to take three",0
14,15,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run front foot moves forward and across solidly as he pushes a straightish length ball to covers",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,2.3,no run,5,0,5/0,"Kulasekara to Tendulkar, no run",,front foot moves forward and across solidly as he pushes a straightish length ball to covers,0
15,16,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run similar stroke, on to the front foot again and a firm push to covers",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,2.4,no run,5,0,5/0,"Kulasekara to Tendulkar, no run",,"similar stroke, on to the front foot again and a firm push to covers",0
16,17,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, FOUR runs holds its line outside off stump, but Sachin deals with it superbly, opens the face very late to time it past point, this outfield is so fast that even a dive from the chasing fielder it not enough",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,2.5,four,9,4,9/0,"Kulasekara to Tendulkar, FOUR runs",,"holds its line outside off stump, but Sachin deals with it superbly, opens the face very late to time it past point, this outfield is so fast that even a dive from the chasing fielder it not enough",0
17,18,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,"Kulasekara to Tendulkar, no run just a hint of coming in from a good length, ending around off, he comes well forward and blocks",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,2.6,no run,9,0,9/0,"Kulasekara to Tendulkar, no run",,"just a hint of coming in from a good length, ending around off, he comes well forward and blocks",0
18,18,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, 1 wide inward shape but it started on the pads and moved down the leg side, Sanga could not collect it cleanly, Gautam thought there was the chance to sneak in a bye, Sachin sends him back",1st innings,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,3.0,wide,10,1,10/0,"Lakmal to Gambhir, 1 wide",,"inward shape but it started on the pads and moved down the leg side, Sanga could not collect it cleanly, Gautam thought there was the chance to sneak in a bye, Sachin sends him back",0
19,19,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, 1 run flicked off the pad down to fine leg",1st innings,Sachin Tendulkar,35320,Nuwan Kulasekara,49535,3.1,run,11,1,11/0,"Lakmal to Gambhir, 1 run",,flicked off the pad down to fine leg,0
20,20,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run he is getting forward and across each time, plays out this length delivery towards mid on",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,3.2,no run,11,0,11/0,"Lakmal to Tendulkar, no run",,"he is getting forward and across each time, plays out this length delivery towards mid on",0
21,21,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run hit on the pads, Lakmal turns around and starts to appeal before grimacing, there was an inside edge on to pad as Sachin missed the work towards midwicket",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,3.3,no run,11,0,11/0,"Lakmal to Tendulkar, no run",,"hit on the pads, Lakmal turns around and starts to appeal before grimacing, there was an inside edge on to pad as Sachin missed the work towards midwicket",0
22,22,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run plays straighter now, pushes a 140 kph pitched up delivery down to the man at mid on",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,3.4,no run,11,0,11/0,"Lakmal to Tendulkar, no run",,"plays straighter now, pushes a 140 kph pitched up delivery down to the man at mid on",0
23,23,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run a high full toss now, Sachin pushes it, in the air for a while, to mid off",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,3.5,no run,11,0,11/0,"Lakmal to Tendulkar, no run",,"a high full toss now, Sachin pushes it, in the air for a while, to mid off",0
24,24,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run that came back in late from a fullish length, but was dealt with well, as it was turned with the movement to square leg",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,3.6,no run,11,0,11/0,"Lakmal to Tendulkar, no run",,"that came back in late from a fullish length, but was dealt with well, as it was turned with the movement to square leg",0
25,25,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run bat in front of pad as he pushes the pitched up delivery to mid on and holds the defensive pose for a while",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.1,no run,11,0,11/0,"Kulasekara to Gambhir, no run",,bat in front of pad as he pushes the pitched up delivery to mid on and holds the defensive pose for a while,0
26,26,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run whoa, has a go at this one angled across him and misses it completely",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.2,no run,11,0,11/0,"Kulasekara to Gambhir, no run",,"whoa, has a go at this one angled across him and misses it completely",0
27,27,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run superb straight drive from Gautam, too straight in fact, as it shatters Sachin's stumps at the other end",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.3,no run,11,0,11/0,"Kulasekara to Gambhir, no run",,"superb straight drive from Gautam, too straight in fact, as it shatters Sachin's stumps at the other end",0
28,28,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, FOUR runs pitched up again and he eases into another drive, this time he goes between the bowler and mid on, both didn't have a chance",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.4,four,15,4,15/0,"Kulasekara to Gambhir, FOUR runs",,"pitched up again and he eases into another drive, this time he goes between the bowler and mid on, both didn't have a chance",0
29,29,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, no run defends a slower length ball tightly",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.5,no run,15,0,15/0,"Kulasekara to Gambhir, no run",,defends a slower length ball tightly,0
30,30,Gautam Gambhir,28763,Nuwan Kulasekara,49535,"Kulasekara to Gambhir, 2 runs worked in front of square leg off the pad",1st innings,Sachin Tendulkar,35320,Suranga Lakmal,49619,4.6,run,17,2,17/0,"Kulasekara to Gambhir, 2 runs",,worked in front of square leg off the pad,0
31,31,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, 2 runs Lakmal is getting it to shape in from a full length, Sachin's drive goes off the inner part of the bat through square leg",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,5.1,run,19,2,19/0,"Lakmal to Tendulkar, 2 runs",,"Lakmal is getting it to shape in from a full length, Sachin's drive goes off the inner part of the bat through square leg",0
32,32,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, no run pushed away to mid on",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,5.2,no run,19,0,19/0,"Lakmal to Tendulkar, no run",,pushed away to mid on,0
33,33,Sachin Tendulkar,35320,Suranga Lakmal,49619,"Lakmal to Tendulkar, OUT oh well, Sachin has succumbed to the high full toss, the second one that Lakmal has bowled, he has pushed it low to short extra cover, who has immediately claimed the catch, Mahela it is, the ball looked close to have been waist-high, but then it dipped on Sachin and was well within limits as he played the stroke, does not seem to be any issue with the catch as well, Mahela pouched it low with both hands, Sachin has to walk back after the third umpire rules out all possibilities that could have extended his stay",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,5.3,out,19,0,19/1,"Lakmal to Tendulkar, OUT",,"oh well, Sachin has succumbed to the high full toss, the second one that Lakmal has bowled, he has pushed it low to short extra cover, who has immediately claimed the catch, Mahela it is, the ball looked close to have been waist-high, but then it dipped on Sachin and was well within limits as he played the stroke, does not seem to be any issue with the catch as well, Mahela pouched it low with both hands, Sachin has to walk back after the third umpire rules out all possibilities that could have extended his stay",1
34,34,Virat Kohli,253802,Suranga Lakmal,49619,"Lakmal to Kohli, 1 run that inward movement again, Virat checks his stroke, and gets it off the inside part  of the bat to fine leg",1st innings,Gautam Gambhir,28763,Nuwan Kulasekara,49535,5.4,run,20,1,20/1,"Lakmal to Kohli, 1 run",,"that inward movement again, Virat checks his stroke, and gets it off the inside part  of the bat to fine leg",1
35,35,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, no run lets a widish one angled across him go past",1st innings,Virat Kohli,253802,Nuwan Kulasekara,49535,5.5,no run,20,0,20/1,"Lakmal to Gambhir, no run",,lets a widish one angled across him go past,1
36,36,Gautam Gambhir,28763,Suranga Lakmal,49619,"Lakmal to Gambhir, FOUR runs smack! Gautam has carved the overpitched delivery past cover, superb timing, bent his knee, reached out to the pitch and sent it on its way",1st innings,Virat Kohli,253802,Nuwan Kulasekara,49535,5.6,four,24,4,24/1,"Lakmal to Gambhir, FOUR runs",,"smack! Gautam has carved the overpitched delivery past cover, superb timing, bent his knee, reached out to the pitch and sent it on its way",1
37,37,Virat Kohli,253802,Nuwan Kulasekara,49535,"Kulasekara to Kohli, no run head on top of the ball, front foot coming well forward, Virat defends with a straight bat",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,6.1,no run,24,0,24/1,"Kulasekara to Kohli, no run",,"head on top of the ball, front foot coming well forward, Virat defends with a straight bat",1
38,38,Virat Kohli,253802,Nuwan Kulasekara,49535,"Kulasekara to Kohli, no run pushes a length ball to point",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,6.2,no run,24,0,24/1,"Kulasekara to Kohli, no run",,pushes a length ball to point,1
39,39,Virat Kohli,253802,Nuwan Kulasekara,49535,"Kulasekara to Kohli, no run plays out one that comes off slowly off the pitch, towards midwicket",1st innings,Gautam Gambhir,28763,Suranga Lakmal,49619,6.3,no run,24,0,24/1,"Kulasekara to Kohli, no run",,"plays out one that comes off slowly off the pitch, towards midwicket",1
