,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run Roach bangs it in on a good length and forces Watson on the back foot to defend",1st innings,0.1,no run,0,0,0/0,"Roach to Watson, no run",,Roach bangs it in on a good length and forces Watson on the back foot to defend,0
1,2,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, 1 run drifts on the pads and he shuffles and clips it to the leg side",1st innings,0.2,run,1,1,1/0,"Roach to Watson, 1 run",,drifts on the pads and he shuffles and clips it to the leg side,0
2,3,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run slants it across the left-hander and Warner doesn't offer a shot",1st innings,0.3,no run,1,0,1/0,"Roach to Warner, no run",,slants it across the left-hander and Warner doesn't offer a shot,0
3,4,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run this time Warner decides to chase one that slants across him, a late decision on the shot, he misses it",1st innings,0.4,no run,1,0,1/0,"Roach to Warner, no run",,"this time Warner decides to chase one that slants across him, a late decision on the shot, he misses it",0
4,5,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run gets across and defends to the off side",1st innings,0.5,no run,1,0,1/0,"Roach to Warner, no run",,gets across and defends to the off side,0
5,6,David Warner,219889,Kemar Roach,230553,"Roach to Warner, FOUR runs slashed! Roach gets a little predictable with his line, full and wide and shaping away further, reaches forward and slashes wide of point",1st innings,0.6,four,5,4,5/0,"Roach to Warner, FOUR runs",,"slashed! Roach gets a little predictable with his line, full and wide and shaping away further, reaches forward and slashes wide of point",0
6,7,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, 1 run too short and wide, Watson has to reach out to chase that and carve it over cover, there's a sweeper to pick that up",1st innings,1.1,run,6,1,6/0,"DJ Bravo to Watson, 1 run",,"too short and wide, Watson has to reach out to chase that and carve it over cover, there's a sweeper to pick that up",0
7,8,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run bowls it straighter to Warner, goes back and defends with soft hands",1st innings,1.2,no run,6,0,6/0,"DJ Bravo to Warner, no run",,"bowls it straighter to Warner, goes back and defends with soft hands",0
8,9,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run bowls it a touch shorter, he goes back and defends",1st innings,1.3,no run,6,0,6/0,"DJ Bravo to Warner, no run",,"bowls it a touch shorter, he goes back and defends",0
9,10,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run big appeal for an lbw! Warner's caught off guard by one that straightened from the middle stump line, skidded and hit his pads but that appeared too high",1st innings,1.4,no run,6,0,6/0,"DJ Bravo to Warner, no run",,"big appeal for an lbw! Warner's caught off guard by one that straightened from the middle stump line, skidded and hit his pads but that appeared too high",0
