,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mahela Jayawardene,49289,Praveen Kumar,30732,"Kumar to Jayawardene, no run PK starts with an inswinger and Mahela leans forward to defend to the on side of the pitch",1st innings,0.1,no run,0,0,0/0,"Kumar to Jayawardene, no run",,PK starts with an inswinger and Mahela leans forward to defend to the on side of the pitch,0
1,2,Mahela Jayawardene,49289,Praveen Kumar,30732,"Kumar to Jayawardene, no run And he takes this one away. Mahela opens the bat-face to push it to the off side",1st innings,0.2,no run,0,0,0/0,"Kumar to Jayawardene, no run",,And he takes this one away. Mahela opens the bat-face to push it to the off side,0
2,3,Mahela Jayawardene,49289,Praveen Kumar,30732,"Kumar to Jayawardene, no run lovely curler, moving in, Mahela holds balance, gets the bat in front of the pad and presents the full bat-face to defend",1st innings,0.3,no run,0,0,0/0,"Kumar to Jayawardene, no run",,"lovely curler, moving in, Mahela holds balance, gets the bat in front of the pad and presents the full bat-face to defend",0
3,4,Mahela Jayawardene,49289,Praveen Kumar,30732,"Kumar to Jayawardene, 1 leg bye <B>loud shout for lbw</b> Full in length on the off stump line, Mahela goes for the flick across the line and struck him in front of the middle stump. It would have hit the leg stump. hawk eye shows it would have hit the top of the leg. For some reason, PK didn't appeal strongly. Perhaps he thought there was an inside edge? There wasn't any in fact.",1st innings,0.4,leg bye,1,1,1/0,"Kumar to Jayawardene, 1 leg bye",,"<B>loud shout for lbw</b> Full in length on the off stump line, Mahela goes for the flick across the line and struck him in front of the middle stump. It would have hit the leg stump. hawk eye shows it would have hit the top of the leg. For some reason, PK didn't appeal strongly. Perhaps he thought there was an inside edge? There wasn't any in fact.",0
4,5,Tillakaratne Dilshan,48472,Praveen Kumar,30732,"Kumar to Dilshan, 1 leg bye moves in and gets past the prod to run away of the pad",1st innings,0.5,leg bye,2,1,2/0,"Kumar to Dilshan, 1 leg bye",,moves in and gets past the prod to run away of the pad,0
5,6,Mahela Jayawardene,49289,Praveen Kumar,30732,"Kumar to Jayawardene, 1 run moves away from Mahela who squeezes it out to third man. Very fine over this",1st innings,0.6,run,3,1,3/0,"Kumar to Jayawardene, 1 run",,moves away from Mahela who squeezes it out to third man. Very fine over this,0
6,7,Mahela Jayawardene,49289,Munaf Patel,32965,"Patel to Jayawardene, no run walks couple of steps down the track and Munaf shortens the length and pushes it outside off, left alone.",1st innings,1.1,no run,3,0,3/0,"Patel to Jayawardene, no run",,"walks couple of steps down the track and Munaf shortens the length and pushes it outside off, left alone.",0
7,8,Mahela Jayawardene,49289,Munaf Patel,32965,"Patel to Jayawardene, 3 runs Mahela reaches forward, picks the length delivery from the stumps and plays a pick-up shot, flicks it up and over midwicket.. Dk gives chase. It was around 130 kmph delivery",1st innings,1.2,run,6,3,6/0,"Patel to Jayawardene, 3 runs",,"Mahela reaches forward, picks the length delivery from the stumps and plays a pick-up shot, flicks it up and over midwicket.. Dk gives chase. It was around 130 kmph delivery",0
8,9,Tillakaratne Dilshan,48472,Munaf Patel,32965,"Patel to Dilshan, no run back of length outside off stump and Dilshan drives on the up but Raina intercepts at short extra cover",1st innings,1.3,no run,6,0,6/0,"Patel to Dilshan, no run",,back of length outside off stump and Dilshan drives on the up but Raina intercepts at short extra cover,0
9,10,Tillakaratne Dilshan,48472,Munaf Patel,32965,"Patel to Dilshan, 1 run <i>Sharp delivery</i> it kicked up from short of length - extra bounce - and moved in a touch. Dilshan is cramped up and stabs it away to the on side",1st innings,1.4,run,7,1,7/0,"Patel to Dilshan, 1 run",,<i>Sharp delivery</i> it kicked up from short of length - extra bounce - and moved in a touch. Dilshan is cramped up and stabs it away to the on side,0
