,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run pitched on a length, thick inside edge to the onside. Solid start",1st innings,Shikhar Dhawan,28235,,,0.1,no run,0,0,0/0,"Cummins to Sharma, no run",,"pitched on a length, thick inside edge to the onside. Solid start",0
1,2,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run another length delivery, just under 141kph, Rohit defends to mid-on",1st innings,Shikhar Dhawan,28235,,,0.2,no run,0,0,0/0,"Cummins to Sharma, no run",141kph,"another length delivery, just under 141kph, Rohit defends to mid-on",0
2,3,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run wider of off stump this time, dead-batted",1st innings,Shikhar Dhawan,28235,,,0.3,no run,0,0,0/0,"Cummins to Sharma, no run",,"wider of off stump this time, dead-batted",0
3,4,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run fuller on middle stump, almost squared Rohit up. Batsman manages to drive it down to mid-on again",1st innings,Shikhar Dhawan,28235,,,0.4,no run,0,0,0/0,"Cummins to Sharma, no run",,"fuller on middle stump, almost squared Rohit up. Batsman manages to drive it down to mid-on again",0
4,5,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run shorter delivery, batsman gets behind it nicely to block. Good first over so far from Cummins",1st innings,Shikhar Dhawan,28235,,,0.5,no run,0,0,0/0,"Cummins to Sharma, no run",,"shorter delivery, batsman gets behind it nicely to block. Good first over so far from Cummins",0
5,6,Rohit Sharma,34102,Pat Cummins,489889,"Cummins to Sharma, no run some movement around off stump, thick outside edge through the covers. The <strong>first over is a maiden</strong>",1st innings,Shikhar Dhawan,28235,,,0.6,no run,0,0,0/0,"Cummins to Sharma, no run",,"some movement around off stump, thick outside edge through the covers. The <strong>first over is a maiden</strong>",0
6,7,Shikhar Dhawan,28235,Mitchell Starc,311592,"Starc to Dhawan, FOUR runs exquisite drive from Dhawan, the <strong>ball races back down the field to the boundary</strong>. Full and straight, and Dhawan simply timed it straight back down the ground",1st innings,Rohit Sharma,34102,Pat Cummins,489889,1.1,four,4,4,4/0,"Starc to Dhawan, FOUR runs",,"exquisite drive from Dhawan, the <strong>ball races back down the field to the boundary</strong>. Full and straight, and Dhawan simply timed it straight back down the ground",0
7,8,Shikhar Dhawan,28235,Mitchell Starc,311592,"Starc to Dhawan, no run shorter from Starc, fended to the leg side",1st innings,Rohit Sharma,34102,Pat Cummins,489889,1.2,no run,4,0,4/0,"Starc to Dhawan, no run",,"shorter from Starc, fended to the leg side",0
8,9,Shikhar Dhawan,28235,Mitchell Starc,311592,"Starc to Dhawan, no run full and straight again, this time Dhawan defends it to mid-on",1st innings,Rohit Sharma,34102,Pat Cummins,489889,1.3,no run,4,0,4/0,"Starc to Dhawan, no run",,"full and straight again, this time Dhawan defends it to mid-on",0
9,10,Shikhar Dhawan,28235,Mitchell Starc,311592,"Starc to Dhawan, no run hits Dhawan on the pads. The ball was going down the legside, though",1st innings,Rohit Sharma,34102,Pat Cummins,489889,1.4,no run,4,0,4/0,"Starc to Dhawan, no run",,"hits Dhawan on the pads. The ball was going down the legside, though",0
