,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Danushka Gunathilaka,345821,Mitchell Starc,311592,"Starc to Gunathilaka, 2 runs yorker first up to Gunathilaka. On middle and leg, nicely tickled fine towards fine leg, Hazlewood sloppily fumbles to allow the second",1st innings,0.1,run,2,2,2/0,"Starc to Gunathilaka, 2 runs",,"yorker first up to Gunathilaka. On middle and leg, nicely tickled fine towards fine leg, Hazlewood sloppily fumbles to allow the second",0
1,2,Danushka Gunathilaka,345821,Mitchell Starc,311592,"Starc to Gunathilaka, no run nice comeback. Fullish and wide outside of at 138 kph, not much swing. Gunathilaka leaves",1st innings,0.2,no run,2,0,2/0,"Starc to Gunathilaka, no run",,"nice comeback. Fullish and wide outside of at 138 kph, not much swing. Gunathilaka leaves",0
2,3,Danushka Gunathilaka,345821,Mitchell Starc,311592,"Starc to Gunathilaka, 1 run good run that. Pushed towards mid-on with soft hands and sets off, makes the run with ease",1st innings,0.3,run,3,1,3/0,"Starc to Gunathilaka, 1 run",,"good run that. Pushed towards mid-on with soft hands and sets off, makes the run with ease",0
3,4,Tillakaratne Dilshan,48472,Mitchell Starc,311592,"Starc to Dilshan, 1 run beauty. Good length on off, zoning in on that off bail but Dilshan gets some bat on it, a thick outside edge towards third man",1st innings,0.4,run,4,1,4/0,"Starc to Dilshan, 1 run",,"beauty. Good length on off, zoning in on that off bail but Dilshan gets some bat on it, a thick outside edge towards third man",0
4,5,Danushka Gunathilaka,345821,Mitchell Starc,311592,"Starc to Gunathilaka, 2 runs poor delivery. Drifts on leg and Gunathilaka picks him off with ease towards square leg for a couple. Not swing at all for Starc so far",1st innings,0.5,run,6,2,6/0,"Starc to Gunathilaka, 2 runs",,poor delivery. Drifts on leg and Gunathilaka picks him off with ease towards square leg for a couple. Not swing at all for Starc so far,0
5,6,Danushka Gunathilaka,345821,Mitchell Starc,311592,"Starc to Gunathilaka, OUT bowled. There is Starc's customary first-over wicket. What a delivery again. Fuller than a good length - the ideal length. Gunathilaka is neither forward nor back, so he tentatively pokes at the length. Since there is no swing, the ball carries on towards the inside edge, kisses that edge and rattles into middle stump. Beaten by the length actually of that",1st innings,0.6,out,6,0,6/1,"Starc to Gunathilaka, OUT",,"bowled. There is Starc's customary first-over wicket. What a delivery again. Fuller than a good length - the ideal length. Gunathilaka is neither forward nor back, so he tentatively pokes at the length. Since there is no swing, the ball carries on towards the inside edge, kisses that edge and rattles into middle stump. Beaten by the length actually of that",1
6,7,Tillakaratne Dilshan,48472,Josh Hazlewood,288284,"Hazlewood to Dilshan, no run ooh, full and wide outside off, 129 kph but plenty of swing. Dilshan flays at that but misses altogether. Lovely delivery",1st innings,1.1,no run,6,0,6/1,"Hazlewood to Dilshan, no run",,"ooh, full and wide outside off, 129 kph but plenty of swing. Dilshan flays at that but misses altogether. Lovely delivery",1
7,8,Tillakaratne Dilshan,48472,Josh Hazlewood,288284,"Hazlewood to Dilshan, no run nicely bowled, full outside off - sixth-stump line. Dilshan is more respectful this time as he pushes towards mid-off",1st innings,1.2,no run,6,0,6/1,"Hazlewood to Dilshan, no run",,"nicely bowled, full outside off - sixth-stump line. Dilshan is more respectful this time as he pushes towards mid-off",1
8,9,Tillakaratne Dilshan,48472,Josh Hazlewood,288284,"Hazlewood to Dilshan, no run awkwardly played back. Full on off, the ball moves away late. Dilshan wants to pick a gap through the leg side but there is some away swing. Bunted back to the bowler",1st innings,1.3,no run,6,0,6/1,"Hazlewood to Dilshan, no run",,"awkwardly played back. Full on off, the ball moves away late. Dilshan wants to pick a gap through the leg side but there is some away swing. Bunted back to the bowler",1
9,10,Tillakaratne Dilshan,48472,Josh Hazlewood,288284,"Hazlewood to Dilshan, 4 leg byes poor delivery. 136 kph, down leg. Easy pickings for Dilshan, but he misses his flick. Clips his pad on the way to the fine leg boundary",1st innings,1.4,leg bye,10,4,10/1,"Hazlewood to Dilshan, 4 leg byes",,"poor delivery. 136 kph, down leg. Easy pickings for Dilshan, but he misses his flick. Clips his pad on the way to the fine leg boundary",1
10,11,Tillakaratne Dilshan,48472,Josh Hazlewood,288284,"Hazlewood to Dilshan, no run better riposte. Fullish on off, no swing this time. Nudged towards square leg",1st innings,1.5,no run,10,0,10/1,"Hazlewood to Dilshan, no run",,"better riposte. Fullish on off, no swing this time. Nudged towards square leg",1
