,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Fakhar Zaman,512191,Suranga Lakmal,49619,"Lakmal to Fakhar Zaman, no run fuller, pushed across and a bit of shape into the left-handed Zaman who pushes back off the inside part of the bat",1st innings,Ahmed Shehzad,259410,,,0.1,no run,0,0,0/0,"Lakmal to Fakhar Zaman, no run",,"fuller, pushed across and a bit of shape into the left-handed Zaman who pushes back off the inside part of the bat",0
1,1,Fakhar Zaman,512191,Suranga Lakmal,49619,"Lakmal to Fakhar Zaman, 1 wide some movement again. This time it isn't pushed across as much. On a length around middle and drifts down the leg side",1st innings,Ahmed Shehzad,259410,,,0.1,wide,1,1,1/0,"Lakmal to Fakhar Zaman, 1 wide",,some movement again. This time it isn't pushed across as much. On a length around middle and drifts down the leg side,0
2,2,Fakhar Zaman,512191,Suranga Lakmal,49619,"Lakmal to Fakhar Zaman, 1 run full on off, pushes with hard hands and the ball nips in to off the inside part of the bat to midwicket",1st innings,Ahmed Shehzad,259410,,,0.2,run,2,1,2/0,"Lakmal to Fakhar Zaman, 1 run",,"full on off, pushes with hard hands and the ball nips in to off the inside part of the bat to midwicket",0
3,3,Ahmed Shehzad,259410,Suranga Lakmal,49619,"Lakmal to Ahmed Shehzad, no run some shape away this time, on a length and nipping outside off, Shehzad gets behind the line and blocks solidly off the backfoot",1st innings,Fakhar Zaman,512191,,,0.3,no run,2,0,2/0,"Lakmal to Ahmed Shehzad, no run",,"some shape away this time, on a length and nipping outside off, Shehzad gets behind the line and blocks solidly off the backfoot",0
4,4,Ahmed Shehzad,259410,Suranga Lakmal,49619,"Lakmal to Ahmed Shehzad, no run full on middle and leg and straightening a tad, clipped to midwicket",1st innings,Fakhar Zaman,512191,,,0.4,no run,2,0,2/0,"Lakmal to Ahmed Shehzad, no run",,"full on middle and leg and straightening a tad, clipped to midwicket",0
5,5,Ahmed Shehzad,259410,Suranga Lakmal,49619,"Lakmal to Ahmed Shehzad, no run length, some movement away outside off, left alone",1st innings,Fakhar Zaman,512191,,,0.5,no run,2,0,2/0,"Lakmal to Ahmed Shehzad, no run",,"length, some movement away outside off, left alone",0
6,6,Ahmed Shehzad,259410,Suranga Lakmal,49619,"Lakmal to Ahmed Shehzad, no run beaten. Back of a length, pitching around off and Shehzad sticks the bat out before the ball jags away to leave him beaten",1st innings,Fakhar Zaman,512191,,,0.6,no run,2,0,2/0,"Lakmal to Ahmed Shehzad, no run",,"beaten. Back of a length, pitching around off and Shehzad sticks the bat out before the ball jags away to leave him beaten",0
7,7,Fakhar Zaman,512191,Lahiru Gamage,268845,"Gamage to Fakhar Zaman, 3 runs short and wide, slashes hard through the covers.Two fielders give it a chase and one of them slides forward to flick it back to the other",1st innings,Ahmed Shehzad,259410,Suranga Lakmal,49619,1.1,run,5,3,5/0,"Gamage to Fakhar Zaman, 3 runs",,"short and wide, slashes hard through the covers.Two fielders give it a chase and one of them slides forward to flick it back to the other",0
8,8,Ahmed Shehzad,259410,Lahiru Gamage,268845,"Gamage to Ahmed Shehzad, no run fullish, cuts in sharply from outside off, defended",1st innings,Fakhar Zaman,512191,Suranga Lakmal,49619,1.2,no run,5,0,5/0,"Gamage to Ahmed Shehzad, no run",,"fullish, cuts in sharply from outside off, defended",0
9,9,Ahmed Shehzad,259410,Lahiru Gamage,268845,"Gamage to Ahmed Shehzad, no run flicked into the leg side",1st innings,Fakhar Zaman,512191,Suranga Lakmal,49619,1.3,no run,5,0,5/0,"Gamage to Ahmed Shehzad, no run",,flicked into the leg side,0
