,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, no run a good length delivery around middle to start, Rohit stands tall and defends back up the pitch",1st innings,0.1,no run,0,0,0/0,"Rabada to Sharma, no run",,"a good length delivery around middle to start, Rohit stands tall and defends back up the pitch",0
1,2,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, no run nicely bowled, goes wider of the crease and goes fuller outside off. Rohit lets it go watchfully",1st innings,0.2,no run,0,0,0/0,"Rabada to Sharma, no run",,"nicely bowled, goes wider of the crease and goes fuller outside off. Rohit lets it go watchfully",0
2,3,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, no run 139 kph, full and straight, pushed up towards mid-off from the crease",1st innings,0.3,no run,0,0,0/0,"Rabada to Sharma, no run",,"139 kph, full and straight, pushed up towards mid-off from the crease",0
3,4,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, no run phew, what happened there? Bounce already in this pitch, like the Test. Variable bounce. Back of a length delivery around off, the ball climbs and climbs <strong>and hits the splice</strong>. The ball falls just short of the diving point fielder.",1st innings,0.4,no run,0,0,0/0,"Rabada to Sharma, no run",,"phew, what happened there? Bounce already in this pitch, like the Test. Variable bounce. Back of a length delivery around off, the ball climbs and climbs <strong>and hits the splice</strong>. The ball falls just short of the diving point fielder.",0
4,5,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, no run beauty! Back of a length delivery outside off, the ball pitches, holds its line and beats Rohit on the outside edge.",1st innings,0.5,no run,0,0,0/0,"Rabada to Sharma, no run",,"beauty! Back of a length delivery outside off, the ball pitches, holds its line and beats Rohit on the outside edge.",0
5,6,Rohit Sharma,34102,Kagiso Rabada,550215,"Rabada to Sharma, OUT trying to withdraw the bat, but the ball takes the inside edge! Why? It's because of the length and pace. The indecisive length - Rohit doesn't know whether to come forward or go back - and Rabada's pace - more then 135 kmph. It all results in an uncertainty in Rohit's play. A thin inside edge as the ball seams back, and Klaasen has his first catch in international cricket. Lovely start from Rabada",1st innings,0.6,out,0,0,0/1,"Rabada to Sharma, OUT",,"trying to withdraw the bat, but the ball takes the inside edge! Why? It's because of the length and pace. The indecisive length - Rohit doesn't know whether to come forward or go back - and Rabada's pace - more then 135 kmph. It all results in an uncertainty in Rohit's play. A thin inside edge as the ball seams back, and Klaasen has his first catch in international cricket. Lovely start from Rabada",1
6,7,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, FOUR runs a poor start from Ngidi, overpitches outside off, the ball is too full and Dhawan strides forward and caresses a drive through cover. Lovely timing.",1st innings,1.1,four,4,4,4/1,"Ngidi to Dhawan, FOUR runs",,"a poor start from Ngidi, overpitches outside off, the ball is too full and Dhawan strides forward and caresses a drive through cover. Lovely timing.",1
7,8,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run drags the length back, not as full. Full and straight, driven back to the bowler",1st innings,1.2,no run,4,0,4/1,"Ngidi to Dhawan, no run",,"drags the length back, not as full. Full and straight, driven back to the bowler",1
8,9,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run back of a length outside off, the ball pitches and moves away, left alone, 135 kph",1st innings,1.3,no run,4,0,4/1,"Ngidi to Dhawan, no run",,"back of a length outside off, the ball pitches and moves away, left alone, 135 kph",1
9,10,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run that's a good length, slightly fuller than good. And Dhawan strides forward and pushes to mid-off. Not much swing, but <strong>there is bounce in this surface</strong>",1st innings,1.4,no run,4,0,4/1,"Ngidi to Dhawan, no run",,"that's a good length, slightly fuller than good. And Dhawan strides forward and pushes to mid-off. Not much swing, but <strong>there is bounce in this surface</strong>",1
10,11,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run back of a length around off, angling away, 137 kph, defended to cover from the crease",1st innings,1.5,no run,4,0,4/1,"Ngidi to Dhawan, no run",,"back of a length around off, angling away, 137 kph, defended to cover from the crease",1
11,12,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run well bowled, 129 kph, a nicely-directed bouncer, Dhawan watches it go by. Had enough time to watch it past.",1st innings,1.6,no run,4,0,4/1,"Ngidi to Dhawan, no run",,"well bowled, 129 kph, a nicely-directed bouncer, Dhawan watches it go by. Had enough time to watch it past.",1
12,13,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run beaten on the outside edge. Not much from Rabada or Kohli. A full delivery outside off, pitches and moves away just enough to beat the edge. If you're beating Kohli's bat, and not taking the edge, it's a good ball.",1st innings,2.1,no run,4,0,4/1,"Rabada to Kohli, no run",,"beaten on the outside edge. Not much from Rabada or Kohli. A full delivery outside off, pitches and moves away just enough to beat the edge. If you're beating Kohli's bat, and not taking the edge, it's a good ball.",1
13,14,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run a short delivery around middle and leg, hurries Kohli, but he has got underneath",1st innings,2.2,no run,4,0,4/1,"Rabada to Kohli, no run",,"a short delivery around middle and leg, hurries Kohli, but he has got underneath",1
14,15,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run <strong>and Kohli's given</strong>. A duck? Kohli reviews. It was a full delivery down leg, Kohli walks across and misses a flick. Did he walk across too much? Yes, says the umpire! Is there a spike? There seems to be a discernible spike as ball passes bat. There are spikes all around. And so it seems there is bat. Just clipping the side of leg stump, on HawkEye.",1st innings,2.3,no run,4,0,4/1,"Rabada to Kohli, no run",,"<strong>and Kohli's given</strong>. A duck? Kohli reviews. It was a full delivery down leg, Kohli walks across and misses a flick. Did he walk across too much? Yes, says the umpire! Is there a spike? There seems to be a discernible spike as ball passes bat. There are spikes all around. And so it seems there is bat. Just clipping the side of leg stump, on HawkEye.",1
15,16,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run full delivery on a fourth-stump channel around off, defended to mid-off",1st innings,2.4,no run,4,0,4/1,"Rabada to Kohli, no run",,"full delivery on a fourth-stump channel around off, defended to mid-off",1
16,17,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run good length delivery outside off, Kohli gets forward and defends into the cover region. Superb bowling from Rabada",1st innings,2.5,no run,4,0,4/1,"Rabada to Kohli, no run",,"good length delivery outside off, Kohli gets forward and defends into the cover region. Superb bowling from Rabada",1
17,18,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, FOUR runs full delivery down leg, strays too far and Kohli helps himself. Didn't walk across too much, instead just flicked it fine to the fine leg boundary. Spoiled two maidens to start from Rabada.",1st innings,2.6,four,8,4,8/1,"Rabada to Kohli, FOUR runs",,"full delivery down leg, strays too far and Kohli helps himself. Didn't walk across too much, instead just flicked it fine to the fine leg boundary. Spoiled two maidens to start from Rabada.",1
18,19,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, FOUR runs another poor ball from Ngidi, full and wide, overpitched, Dhawan caresses a drive through cover. Easy runs. Has to be closer to off stump",1st innings,3.1,four,12,4,12/1,"Ngidi to Dhawan, FOUR runs",,"another poor ball from Ngidi, full and wide, overpitched, Dhawan caresses a drive through cover. Easy runs. Has to be closer to off stump",1
19,20,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, 1 run bowling two lines already. Strays on the pads, 140 kph, worked down to fine leg for a run",1st innings,3.2,run,13,1,13/1,"Ngidi to Dhawan, 1 run",,"bowling two lines already. Strays on the pads, 140 kph, worked down to fine leg for a run",1
20,21,Virat Kohli,253802,Lungi Ngidi,542023,"Ngidi to Kohli, 1 run not a very good start from Ngidi, too straight and flicked down to fine leg for a run",1st innings,3.3,run,14,1,14/1,"Ngidi to Kohli, 1 run",,"not a very good start from Ngidi, too straight and flicked down to fine leg for a run",1
21,22,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, FOUR runs that's better from Ngidi, but Dhawan plays that really well. Back of a length outside off, Dhawan opens the bat face really late, carves it past slip. By the time third man runs around to his left, the ball is hurtling away too quickly. A dive, and a half stop but the ball rolls away",1st innings,3.4,four,18,4,18/1,"Ngidi to Dhawan, FOUR runs",,"that's better from Ngidi, but Dhawan plays that really well. Back of a length outside off, Dhawan opens the bat face really late, carves it past slip. By the time third man runs around to his left, the ball is hurtling away too quickly. A dive, and a half stop but the ball rolls away",1
22,23,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run back of a length around off, defended back",1st innings,3.5,no run,18,0,18/1,"Ngidi to Dhawan, no run",,"back of a length around off, defended back",1
23,24,Shikhar Dhawan,28235,Lungi Ngidi,542023,"Ngidi to Dhawan, no run good length down leg, worked away to midwicket from the crease.",1st innings,3.6,no run,18,0,18/1,"Ngidi to Dhawan, no run",,"good length down leg, worked away to midwicket from the crease.",1
24,25,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run full delivery outside off, Kohli gets forward and defends watchfully. Still no swing, just a hint of seam. But lots of bounce",1st innings,4.1,no run,18,0,18/1,"Rabada to Kohli, no run",,"full delivery outside off, Kohli gets forward and defends watchfully. Still no swing, just a hint of seam. But lots of bounce",1
25,26,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, no run back of a length around off, the ball moves back, blocked back under his eyes",1st innings,4.2,no run,18,0,18/1,"Rabada to Kohli, no run",,"back of a length around off, the ball moves back, blocked back under his eyes",1
26,26,Virat Kohli,253802,Kagiso Rabada,550215,"Rabada to Kohli, 1 wide strays down leg for a wide. Started that too straight",1st innings,4.2,wide,19,1,19/1,"Rabada to Kohli, 1 wide",,strays down leg for a wide. Started that too straight,1
