,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, 1 run short of a length, just outside off, pushed between cover and extra cover for one",1st innings,0.1,run,1,1,1/0,"Umar Gul to Tharanga, 1 run",,"short of a length, just outside off, pushed between cover and extra cover for one",0
1,2,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, no run Dilshan makes a watchful start, which is good to know. Leaves this alone outside off. Not too wide, mind you",1st innings,0.2,no run,1,0,1/0,"Umar Gul to Dilshan, no run",,"Dilshan makes a watchful start, which is good to know. Leaves this alone outside off. Not too wide, mind you",0
2,3,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, FOUR runs strays on the pads, and Dilshan will like this. Fullish, on the pads, and he accepts it with glee by flicking it over square leg. That's what you need when you are out of form",1st innings,0.3,four,5,4,5/0,"Umar Gul to Dilshan, FOUR runs",,"strays on the pads, and Dilshan will like this. Fullish, on the pads, and he accepts it with glee by flicking it over square leg. That's what you need when you are out of form",0
3,4,Tillakaratne Dilshan,48472,Umar Gul,43524,"Umar Gul to Dilshan, 1 run short of a length, gives him the width, and Dilshan slashes it to third man for one",1st innings,0.4,run,6,1,6/0,"Umar Gul to Dilshan, 1 run",,"short of a length, gives him the width, and Dilshan slashes it to third man for one",0
4,5,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, no run short of a length, pitched on off, angling away, left alone",1st innings,0.5,no run,6,0,6/0,"Umar Gul to Tharanga, no run",,"short of a length, pitched on off, angling away, left alone",0
5,6,Upul Tharanga,50747,Umar Gul,43524,"Umar Gul to Tharanga, no run beauty. Length ball, on off, looks like one that will swing in, but leaves him upon pitching. Lucky to not edge it",1st innings,0.6,no run,6,0,6/0,"Umar Gul to Tharanga, no run",,"beauty. Length ball, on off, looks like one that will swing in, but leaves him upon pitching. Lucky to not edge it",0
6,6,Tillakaratne Dilshan,48472,Sohail Tanvir,43265,"Sohail Tanvir to Dilshan, (no ball) FOUR runs and even Tanvir provides Dilshan a freebie. Half-volley on the pads, dispatched right of midwicket. And it's a huge no-ball too",1st innings,1.0,four,11,5,11/0,"Sohail Tanvir to Dilshan, (no ball) FOUR runs",,"and even Tanvir provides Dilshan a freebie. Half-volley on the pads, dispatched right of midwicket. And it's a huge no-ball too",0
7,7,Tillakaratne Dilshan,48472,Sohail Tanvir,43265,"Sohail Tanvir to Dilshan, 1 run slower ball, short and wide, and Akmal misfields at point to allow them a single",1st innings,1.1,run,12,1,12/0,"Sohail Tanvir to Dilshan, 1 run",,"slower ball, short and wide, and Akmal misfields at point to allow them a single",0
8,8,Upul Tharanga,50747,Sohail Tanvir,43265,"Sohail Tanvir to Tharanga, 2 runs short of a length, just outside off, seaming in, nudged past midwicket, and Tharanga comes back for a lazy second. Hafeez's throw misses by six inches. He was gone if it had hit. Mahela grimaces in the dressing room",1st innings,1.2,run,14,2,14/0,"Sohail Tanvir to Tharanga, 2 runs",,"short of a length, just outside off, seaming in, nudged past midwicket, and Tharanga comes back for a lazy second. Hafeez's throw misses by six inches. He was gone if it had hit. Mahela grimaces in the dressing room",0
9,9,Upul Tharanga,50747,Sohail Tanvir,43265,"Sohail Tanvir to Tharanga, no run length ball, on off, defended to cover",1st innings,1.3,no run,14,0,14/0,"Sohail Tanvir to Tharanga, no run",,"length ball, on off, defended to cover",0
