,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run 132kph, back of a length on off stump, defended",1st innings,0.1,no run,0,0,0/0,"Kumar to de Kock, no run",132kph,"132kph, back of a length on off stump, defended",0
1,2,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run ",1st innings,0.2,no run,0,0,0/0,"Kumar to de Kock, no run",,,0
2,3,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run appeal for leg-before, but the umpire is unmoved. Should have been sliding down leg. There is pace on this pitch for the new ball. And seeing as it is new, it is moving about. De Kock plays all around an indipper and is struck rather high too",1st innings,0.3,no run,0,0,0/0,"Kumar to de Kock, no run",,"appeal for leg-before, but the umpire is unmoved. Should have been sliding down leg. There is pace on this pitch for the new ball. And seeing as it is new, it is moving about. De Kock plays all around an indipper and is struck rather high too",0
3,4,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run Bhajji moves quickly to his left and stops thoughts of a single to mid-on. Bhuvi kept this one fuller too, inviting the batsman forward",1st innings,0.4,no run,0,0,0/0,"Kumar to de Kock, no run",,"Bhajji moves quickly to his left and stops thoughts of a single to mid-on. Bhuvi kept this one fuller too, inviting the batsman forward",0
4,5,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, no run good length, nudged to mid-on again where Bhajji prevents the single again.",1st innings,0.5,no run,0,0,0/0,"Kumar to de Kock, no run",,"good length, nudged to mid-on again where Bhajji prevents the single again.",0
5,5,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, 1 wide went a little overboard with the inswinger there as Bhuvi slings the ball way down leg. South Africa on the board",1st innings,0.5,wide,1,1,1/0,"Kumar to de Kock, 1 wide",,went a little overboard with the inswinger there as Bhuvi slings the ball way down leg. South Africa on the board,0
6,6,Quinton de Kock,379143,Bhuvneshwar Kumar,326016,"Kumar to de Kock, FOUR runs beats Bhajji finally! Oh, he put in the big dive too but there was just enough on this backfoot flick from de Kock to go past him and trickle to the boundary",1st innings,0.6,four,5,4,5/0,"Kumar to de Kock, FOUR runs",,"beats Bhajji finally! Oh, he put in the big dive too but there was just enough on this backfoot flick from de Kock to go past him and trickle to the boundary",0
7,7,Hashim Amla,43906,Mohit Sharma,537119,"MM Sharma to Amla, 2 runs punched! That was sweet. Two closer to 6000, and that would have served his confidence well. Stood up tall behind the short of a length ball and laced it through extra cover",1st innings,1.1,run,7,2,7/0,"MM Sharma to Amla, 2 runs",,"punched! That was sweet. Two closer to 6000, and that would have served his confidence well. Stood up tall behind the short of a length ball and laced it through extra cover",0
8,8,Hashim Amla,43906,Mohit Sharma,537119,"MM Sharma to Amla, no run darts the ball back into the right-hander, Amla is careful because the length is fuller and blocks",1st innings,1.2,no run,7,0,7/0,"MM Sharma to Amla, no run",,"darts the ball back into the right-hander, Amla is careful because the length is fuller and blocks",0
9,9,Hashim Amla,43906,Mohit Sharma,537119,"MM Sharma to Amla, no run teasing line just outside off, and the bounce everyone has been talking about at the Wankhede introduces itself. Leaps into Dhoni's gloves as Amla leaves",1st innings,1.3,no run,7,0,7/0,"MM Sharma to Amla, no run",,"teasing line just outside off, and the bounce everyone has been talking about at the Wankhede introduces itself. Leaps into Dhoni's gloves as Amla leaves",0
