,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Dhananjaya de Silva,465793,Mitchell Starc,311592,"Starc to de Silva, no run good length, outside off at 143 kph, de Silva picks the line early and leaves",1st innings,0.1,no run,0,0,0/0,"Starc to de Silva, no run",,"good length, outside off at 143 kph, de Silva picks the line early and leaves",0
1,2,Dhananjaya de Silva,465793,Mitchell Starc,311592,"Starc to de Silva, 1 leg bye full, straight, flicks, misses. Too pacy - 146 kph - for de Silva. Appeared a little lazy there as well. Works for him when he times the ball, not so much now",1st innings,0.2,leg bye,1,1,1/0,"Starc to de Silva, 1 leg bye",,"full, straight, flicks, misses. Too pacy - 146 kph - for de Silva. Appeared a little lazy there as well. Works for him when he times the ball, not so much now",0
2,3,Avishka Fernando,784369,Mitchell Starc,311592,"Starc to Fernando, no run 145kph, right on the money - and it was swinging in towards off stump as well - tough ball to face for your first in international cricket. Fernando blocks superbly",1st innings,0.3,no run,1,0,1/0,"Starc to Fernando, no run",145kph,"145kph, right on the money - and it was swinging in towards off stump as well - tough ball to face for your first in international cricket. Fernando blocks superbly",0
3,4,Avishka Fernando,784369,Mitchell Starc,311592,"Starc to Fernando, OUT got him! <b>Duck on debut</b>, Starc's got his customary wicket in the first over. Pitched on off stump at a good length, veered back in, hit high-ish on the pad, but that looked quite adjacent. Fernando was pinned to the crease, playing around his front pad, slow in doing so as well.",1st innings,0.4,out,1,0,1/1,"Starc to Fernando, OUT",,"got him! <b>Duck on debut</b>, Starc's got his customary wicket in the first over. Pitched on off stump at a good length, veered back in, hit high-ish on the pad, but that looked quite adjacent. Fernando was pinned to the crease, playing around his front pad, slow in doing so as well.",1
4,5,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, no run back of a length and outside off, at 145 kph, shoulders arms",1st innings,0.5,no run,1,0,1/1,"Starc to Mendis, no run",,"back of a length and outside off, at 145 kph, shoulders arms",1
5,6,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, no run <b>beats him</b> with a peach at 146 kph! Hits the deck, makes it bounce handsomely past the outside edge as Mendis tries his best to poke at 'white thing,' as Starc once called it",1st innings,0.6,no run,1,0,1/1,"Starc to Mendis, no run",,"<b>beats him</b> with a peach at 146 kph! Hits the deck, makes it bounce handsomely past the outside edge as Mendis tries his best to poke at 'white thing,' as Starc once called it",1
6,6,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, 1 wide length, too far outside off, de Silva collects an extra",1st innings,1.0,wide,2,1,2/1,"Hastings to de Silva, 1 wide",,"length, too far outside off, de Silva collects an extra",1
7,7,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run back of a length on and around off stump, de Silva taps it towards mid-on.",1st innings,1.1,no run,2,0,2/1,"Hastings to de Silva, no run",,"back of a length on and around off stump, de Silva taps it towards mid-on.",1
8,8,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run shortish and outside off, de Silva chops it into the covers",1st innings,1.2,no run,2,0,2/1,"Hastings to de Silva, no run",,"shortish and outside off, de Silva chops it into the covers",1
9,9,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run a bit of an inside edge to square leg as he blocks in front of off stump. Stark difference in pace - this at 125 kph.",1st innings,1.3,no run,2,0,2/1,"Hastings to de Silva, no run",,a bit of an inside edge to square leg as he blocks in front of off stump. Stark difference in pace - this at 125 kph.,1
10,9,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, 1 wide slips down leg as de Silva tries a flick. Can't quite reach that far",1st innings,1.3,wide,3,1,3/1,"Hastings to de Silva, 1 wide",,slips down leg as de Silva tries a flick. Can't quite reach that far,1
11,10,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run another inside edge as the Duke bowls back of a length and just outside off. De Silva attempted a cut through cover.",1st innings,1.4,no run,3,0,3/1,"Hastings to de Silva, no run",,another inside edge as the Duke bowls back of a length and just outside off. De Silva attempted a cut through cover.,1
12,11,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run that one seemed to stay low. Back of a length, outside off, wafts at it with very little footwork, mistimes to cover",1st innings,1.5,no run,3,0,3/1,"Hastings to de Silva, no run",,"that one seemed to stay low. Back of a length, outside off, wafts at it with very little footwork, mistimes to cover",1
13,12,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, FOUR runs shot! Now that was off the middle. And it was probably the hardest ball to hit off the middle on account of the extra bounce. Hastings digs it in and offers just a hint of room. De Silva gets up on his toes and slaps it through the covers.",1st innings,1.6,four,7,4,7/1,"Hastings to de Silva, FOUR runs",,shot! Now that was off the middle. And it was probably the hardest ball to hit off the middle on account of the extra bounce. Hastings digs it in and offers just a hint of room. De Silva gets up on his toes and slaps it through the covers.,1
14,13,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, no run good length ball outside off, teasing the drive, Mendis obliges and Starc beats the outside edge",1st innings,2.1,no run,7,0,7/1,"Starc to Mendis, no run",,"good length ball outside off, teasing the drive, Mendis obliges and Starc beats the outside edge",1
15,14,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, 1 leg bye thuds into his thigh pad before he was ready for it. 143 kph, shortish, angled into the body. Mendis tries a flick but he wasn't quick enough",1st innings,2.2,leg bye,8,1,8/1,"Starc to Mendis, 1 leg bye",,"thuds into his thigh pad before he was ready for it. 143 kph, shortish, angled into the body. Mendis tries a flick but he wasn't quick enough",1
16,15,Dhananjaya de Silva,465793,Mitchell Starc,311592,"Starc to de Silva, no run <b>falls short</b> of the wicketkeeper. Faint under edge as de Silva cuts standing still. Misjudged the length there, wasn't there for the cut.",1st innings,2.3,no run,8,0,8/1,"Starc to de Silva, no run",,"<b>falls short</b> of the wicketkeeper. Faint under edge as de Silva cuts standing still. Misjudged the length there, wasn't there for the cut.",1
17,16,Dhananjaya de Silva,465793,Mitchell Starc,311592,"Starc to de Silva, no run fuller ball outside off, pushed towards mid-off",1st innings,2.4,no run,8,0,8/1,"Starc to de Silva, no run",,"fuller ball outside off, pushed towards mid-off",1
18,17,Dhananjaya de Silva,465793,Mitchell Starc,311592,"Starc to de Silva, 1 run sweet little flick to the right of mid-on. Khawaja had to dive, got to the ball, but couldn't hold on. Full, straight and de Silva plays one of his favourite shots",1st innings,2.5,run,9,1,9/1,"Starc to de Silva, 1 run",,"sweet little flick to the right of mid-on. Khawaja had to dive, got to the ball, but couldn't hold on. Full, straight and de Silva plays one of his favourite shots",1
19,18,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, no run dug in short at 139 kph, on middle and leg, forces Mendis to duck underneath",1st innings,2.6,no run,9,0,9/1,"Starc to Mendis, no run",,"dug in short at 139 kph, on middle and leg, forces Mendis to duck underneath",1
20,19,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run gets forward to a good length ball outside off and blocks it well",1st innings,3.1,no run,9,0,9/1,"Hastings to de Silva, no run",,gets forward to a good length ball outside off and blocks it well,1
21,20,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, 2 runs width on offer and de Silva stands and delivers with a cut shot. He has a little back and across movement before the ball is bowled, which helps when the ball is short. Might make it a problem if the ball swings back in",1st innings,3.2,run,11,2,11/1,"Hastings to de Silva, 2 runs",,"width on offer and de Silva stands and delivers with a cut shot. He has a little back and across movement before the ball is bowled, which helps when the ball is short. Might make it a problem if the ball swings back in",1
22,21,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run back of a length on fourth stump, defended",1st innings,3.3,no run,11,0,11/1,"Hastings to de Silva, no run",,"back of a length on fourth stump, defended",1
23,22,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, FOUR runs his hair's already been torn out, so what could Hastings do now? <b>genuine outside edge, but no slips</b>. Good length ball, in the corridor, lazy drive, little reprieve",1st innings,3.4,four,15,4,15/1,"Hastings to de Silva, FOUR runs",,"his hair's already been torn out, so what could Hastings do now? <b>genuine outside edge, but no slips</b>. Good length ball, in the corridor, lazy drive, little reprieve",1
24,23,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, 2 runs back of a length on middle and leg, de Silva lets it come on and flicks it behind square leg.",1st innings,3.5,run,17,2,17/1,"Hastings to de Silva, 2 runs",,"back of a length on middle and leg, de Silva lets it come on and flicks it behind square leg.",1
25,24,Dhananjaya de Silva,465793,John Hastings,228622,"Hastings to de Silva, no run back of a length on off stump, defended towards gully",1st innings,3.6,no run,17,0,17/1,"Hastings to de Silva, no run",,"back of a length on off stump, defended towards gully",1
26,25,Kusal Mendis,629074,Mitchell Starc,311592,"Starc to Mendis, 1 run short, moving across the right-hander, Mendis guides it over point",1st innings,4.1,run,18,1,18/1,"Starc to Mendis, 1 run",,"short, moving across the right-hander, Mendis guides it over point",1
