,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run right on target and defended to the onside.",1st innings,James McCollum,470917,,,0.1,no run,0,0,0/0,"Jarvis to Stirling, no run",,right on target and defended to the onside.,0
1,2,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run driven to the off side to mid-off.",1st innings,James McCollum,470917,,,0.2,no run,0,0,0/0,"Jarvis to Stirling, no run",,driven to the off side to mid-off.,0
2,3,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run lovely delivery beats the edge through to the keeper, extra bounce.",1st innings,James McCollum,470917,,,0.3,no run,0,0,0/0,"Jarvis to Stirling, no run",,"lovely delivery beats the edge through to the keeper, extra bounce.",0
3,4,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run outside the off stump and swinging away.",1st innings,James McCollum,470917,,,0.4,no run,0,0,0/0,"Jarvis to Stirling, no run",,outside the off stump and swinging away.,0
4,5,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run driven to the off side to cover.",1st innings,James McCollum,470917,,,0.5,no run,0,0,0/0,"Jarvis to Stirling, no run",,driven to the off side to cover.,0
5,6,Paul Stirling,303427,Kyle Jarvis,332996,"Jarvis to Stirling, no run on target once again, defended down the track.",1st innings,James McCollum,470917,,,0.6,no run,0,0,0/0,"Jarvis to Stirling, no run",,"on target once again, defended down the track.",0
6,7,James McCollum,470917,Tendai Chatara,425639,"Chatara to McCollum, no run wide outside the off stump and left alone.",1st innings,Paul Stirling,303427,Kyle Jarvis,332996,1.1,no run,0,0,0/0,"Chatara to McCollum, no run",,wide outside the off stump and left alone.,0
7,8,James McCollum,470917,Tendai Chatara,425639,"Chatara to McCollum, no run defended once again square on the off side.",1st innings,Paul Stirling,303427,Kyle Jarvis,332996,1.2,no run,0,0,0/0,"Chatara to McCollum, no run",,defended once again square on the off side.,0
8,9,James McCollum,470917,Tendai Chatara,425639,"Chatara to McCollum, no run ",1st innings,Paul Stirling,303427,Kyle Jarvis,332996,1.3,no run,0,0,0/0,"Chatara to McCollum, no run",,,0
9,10,James McCollum,470917,Tendai Chatara,425639,"Chatara to McCollum, 1 run first runs on the board, plays to short thirdman.",1st innings,Paul Stirling,303427,Kyle Jarvis,332996,1.4,run,1,1,1/0,"Chatara to McCollum, 1 run",,"first runs on the board, plays to short thirdman.",0
10,11,Paul Stirling,303427,Tendai Chatara,425639,"Chatara to Stirling, FOUR runs short ball pulled in the air to the midwicket fence.",1st innings,James McCollum,470917,Kyle Jarvis,332996,1.5,four,5,4,5/0,"Chatara to Stirling, FOUR runs",,short ball pulled in the air to the midwicket fence.,0
11,12,Paul Stirling,303427,Tendai Chatara,425639,"Chatara to Stirling, no run ",1st innings,James McCollum,470917,Kyle Jarvis,332996,1.6,no run,5,0,5/0,"Chatara to Stirling, no run",,,0
12,13,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, no run outside the off stump and left alone.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.1,no run,5,0,5/0,"Jarvis to McCollum, no run",,outside the off stump and left alone.,0
13,14,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, FOUR runs plays it fine to the fence.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.2,four,9,4,9/0,"Jarvis to McCollum, FOUR runs",,plays it fine to the fence.,0
14,15,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, no run outside the off stump and left alone.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.3,no run,9,0,9/0,"Jarvis to McCollum, no run",,outside the off stump and left alone.,0
15,16,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, no run defended back to the bowler.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.4,no run,9,0,9/0,"Jarvis to McCollum, no run",,defended back to the bowler.,0
16,17,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, no run right in line and defends to the off side.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.5,no run,9,0,9/0,"Jarvis to McCollum, no run",,right in line and defends to the off side.,0
17,18,James McCollum,470917,Kyle Jarvis,332996,"Jarvis to McCollum, no run dot ball to end the over, plays square on the off side.",1st innings,Paul Stirling,303427,Tendai Chatara,425639,2.6,no run,9,0,9/0,"Jarvis to McCollum, no run",,"dot ball to end the over, plays square on the off side.",0
