,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,David Warner,219889,Zaheer Khan,30102,"Khan to Warner, 2 runs loosener to begin with, full outside off and Warner has to stretch out a bit to drive that past cover",1st innings,0.1,run,2,2,2/0,"Khan to Warner, 2 runs",,"loosener to begin with, full outside off and Warner has to stretch out a bit to drive that past cover",0
1,2,David Warner,219889,Zaheer Khan,30102,"Khan to Warner, no run brings it in line with the stumps and Warner pushes it inside out down the track",1st innings,0.2,no run,2,0,2/0,"Khan to Warner, no run",,brings it in line with the stumps and Warner pushes it inside out down the track,0
2,3,David Warner,219889,Zaheer Khan,30102,"Khan to Warner, 1 run was that a <b>chance</b>? Inside edge, the ball dipped lowo to Dhoni's right and the ball just dropped short of his glove",1st innings,0.3,run,3,1,3/0,"Khan to Warner, 1 run",,"was that a <b>chance</b>? Inside edge, the ball dipped lowo to Dhoni's right and the ball just dropped short of his glove",0
3,4,Ricky Ponting,7133,Zaheer Khan,30102,"Khan to Ponting, no run a touch wide outside off and Ponting gets far across and shoulders arms",1st innings,0.4,no run,3,0,3/0,"Khan to Ponting, no run",,a touch wide outside off and Ponting gets far across and shoulders arms,0
4,5,Ricky Ponting,7133,Zaheer Khan,30102,"Khan to Ponting, no run a touch wide again and he gets across and softly pats it",1st innings,0.5,no run,3,0,3/0,"Khan to Ponting, no run",,a touch wide again and he gets across and softly pats it,0
5,6,Ricky Ponting,7133,Zaheer Khan,30102,"Khan to Ponting, 1 run Ponting off the mark with a firm push down towards point, the fielder dives and has a shy at the batsman's end but Warner is quick",1st innings,0.6,run,4,1,4/0,"Khan to Ponting, 1 run",,"Ponting off the mark with a firm push down towards point, the fielder dives and has a shy at the batsman's end but Warner is quick",0
6,7,Ricky Ponting,7133,Vinay Kumar,35731,"Vinay Kumar to Ponting, no run nice and straight and the ball hurries onto Ponting, clips him high on the pad but missing leg, stifled appeal",1st innings,1.1,no run,4,0,4/0,"Vinay Kumar to Ponting, no run",,"nice and straight and the ball hurries onto Ponting, clips him high on the pad but missing leg, stifled appeal",0
7,8,Ricky Ponting,7133,Vinay Kumar,35731,"Vinay Kumar to Ponting, 1 leg bye swings it back in a bit late and he softly clips it to the on side",1st innings,1.2,leg bye,5,1,5/0,"Vinay Kumar to Ponting, 1 leg bye",,swings it back in a bit late and he softly clips it to the on side,0
8,9,David Warner,219889,Vinay Kumar,35731,"Vinay Kumar to Warner, 3 runs comes round the wicket but he gives him width, Warner punches it well and beats the gap at cover, Tiwary does well to chase and pull it back before the rope, not sure who Tiwary's in for",1st innings,1.3,run,8,3,8/0,"Vinay Kumar to Warner, 3 runs",,"comes round the wicket but he gives him width, Warner punches it well and beats the gap at cover, Tiwary does well to chase and pull it back before the rope, not sure who Tiwary's in for",0
9,10,Ricky Ponting,7133,Vinay Kumar,35731,"Vinay Kumar to Ponting, no run lands it outside off and he's happy to leave it alone",1st innings,1.4,no run,8,0,8/0,"Vinay Kumar to Ponting, no run",,lands it outside off and he's happy to leave it alone,0
10,11,Ricky Ponting,7133,Vinay Kumar,35731,"Vinay Kumar to Ponting, no run nearly had Ponting there! He was fishing at one on the front foot that moved away, nearly grazed the face of the bat",1st innings,1.5,no run,8,0,8/0,"Vinay Kumar to Ponting, no run",,"nearly had Ponting there! He was fishing at one on the front foot that moved away, nearly grazed the face of the bat",0
