,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, no run off the good length outside the off stump and left alone by the batsman",1st innings,,,0.1,no run,0,0,0/0,"Dawlat Ahmadzai to Szwarczynski, no run",,off the good length outside the off stump and left alone by the batsman,0
1,2,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, no run another good length delivery on the middle stump. Eric comes forward in defense",1st innings,,,0.2,no run,0,0,0/0,"Dawlat Ahmadzai to Szwarczynski, no run",,another good length delivery on the middle stump. Eric comes forward in defense,0
2,2,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, 1 wide wide as it sails over the batsman's head. He was looking to chop it down. Surprising",1st innings,,,0.2,wide,1,1,1/0,"Dawlat Ahmadzai to Szwarczynski, 1 wide",,wide as it sails over the batsman's head. He was looking to chop it down. Surprising,0
3,3,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, no run on the good length outside the off stump. Eric comes forward and looks to defend as he is beaten by the away swing",1st innings,,,0.3,no run,1,0,1/0,"Dawlat Ahmadzai to Szwarczynski, no run",,on the good length outside the off stump. Eric comes forward and looks to defend as he is beaten by the away swing,0
4,4,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, 1 run outside the off stump. Runs it down to third man for a single",1st innings,,,0.4,run,2,1,2/0,"Dawlat Ahmadzai to Szwarczynski, 1 run",,outside the off stump. Runs it down to third man for a single,0
5,5,Tom de Grooth,25022,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to de Grooth, 1 run fuller on the middle stump. Comes forward and pushes it to mid-on for a single",1st innings,,,0.5,run,3,1,3/0,"Dawlat Ahmadzai to de Grooth, 1 run",,fuller on the middle stump. Comes forward and pushes it to mid-on for a single,0
6,6,Eric Szwarczynski,214696,Dawlat Ahmadzai,25917,"Dawlat Ahmadzai to Szwarczynski, FOUR runs and the first boundary of the day as the bowler bowls it full on the pads. Eric capitalises as he flicks it to deep square leg for a boundary",1st innings,Tom de Grooth,25022,1.0,four,7,4,7/0,"Dawlat Ahmadzai to Szwarczynski, FOUR runs",,and the first boundary of the day as the bowler bowls it full on the pads. Eric capitalises as he flicks it to deep square leg for a boundary,0
7,7,Tom de Grooth,25022,Khaliq Dad,25905,"Khaliq Dad to de Grooth, no run outside the off stump and left alone",1st innings,,,1.1,no run,7,0,7/0,"Khaliq Dad to de Grooth, no run",,outside the off stump and left alone,0
8,8,Tom de Grooth,25022,Khaliq Dad,25905,"Khaliq Dad to de Grooth, 1 run on the leg stump. de Grrot turns it to fine-leg for a single",1st innings,,,1.2,run,8,1,8/0,"Khaliq Dad to de Grooth, 1 run",,on the leg stump. de Grrot turns it to fine-leg for a single,0
9,9,Eric Szwarczynski,214696,Khaliq Dad,25905,"Khaliq Dad to Szwarczynski, no run on the off stump. Comes forward and pushes it to cover",1st innings,,,1.3,no run,8,0,8/0,"Khaliq Dad to Szwarczynski, no run",,on the off stump. Comes forward and pushes it to cover,0
10,10,Eric Szwarczynski,214696,Khaliq Dad,25905,"Khaliq Dad to Szwarczynski, no run full length delivery outside the off stump. Looks to drive it away but the bounce deceives him as he ends up lobbing it just in front of the gully fielder",1st innings,,,1.4,no run,8,0,8/0,"Khaliq Dad to Szwarczynski, no run",,full length delivery outside the off stump. Looks to drive it away but the bounce deceives him as he ends up lobbing it just in front of the gully fielder,0
